Município;Dose;Total Doses Aplicadas;;;;
BÁLSAMO;1° DOSE;2363;;;;
BÁLSAMO;2° DOSE;1263;;;;
BANANAL;1° DOSE;2447;;;;
BANANAL;2° DOSE;1420;;;;
BARÃO DE ANTONINA;1° DOSE;854;;;;
BARÃO DE ANTONINA;2° DOSE;496;;;;
BARBOSA;1° DOSE;1403;;;;
BARBOSA;2° DOSE;802;;;;
BARIRI;1° DOSE;7634;;;;
BARIRI;2° DOSE;4270;;;;
BARRA BONITA;1° DOSE;8787;;;;
BARRA BONITA;2° DOSE;4809;;;;
BARRA DO CHAPÉU;1° DOSE;947;;;;
BARRA DO CHAPÉU;2° DOSE;458;;;;
BARRA DO TURVO;1° DOSE;2040;;;;
BARRA DO TURVO;2° DOSE;1337;;;;
BARRETOS;1° DOSE;28689;;;;
BARRETOS;2° DOSE;16685;;;;
BARRINHA;1° DOSE;4216;;;;
BARRINHA;2° DOSE;2193;;;;
BARUERI;1° DOSE;45774;;;;
BARUERI;2° DOSE;24610;;;;
BASTOS;1° DOSE;4926;;;;
BASTOS;2° DOSE;2270;;;;
BATATAIS;1° DOSE;13702;;;;
BATATAIS;2° DOSE;7005;;;;
BAURU;1° DOSE;87847;;;;
BAURU;2° DOSE;48452;;;;
BEBEDOURO;1° DOSE;17716;;;;
BEBEDOURO;2° DOSE;9620;;;;
BENTO DE ABREU;1° DOSE;540;;;;
BENTO DE ABREU;2° DOSE;310;;;;
BERNARDINO DE CAMPOS;1° DOSE;3026;;;;
BERNARDINO DE CAMPOS;2° DOSE;1617;;;;
BERTIOGA;1° DOSE;10050;;;;
BERTIOGA;2° DOSE;4819;;;;
BILAC;1° DOSE;2090;;;;
BILAC;2° DOSE;1108;;;;
BIRIGUI;1° DOSE;21465;;;;
BIRIGUI;2° DOSE;11953;;;;
BIRITIBA MIRIM;1° DOSE;5514;;;;
BIRITIBA MIRIM;2° DOSE;2707;;;;
BOA ESPERANÇA DO SUL;1° DOSE;2465;;;;
BOA ESPERANÇA DO SUL;2° DOSE;1266;;;;
BOCAINA;1° DOSE;2468;;;;
BOCAINA;2° DOSE;1208;;;;
BOFETE;1° DOSE;2405;;;;
BOFETE;2° DOSE;1232;;;;
BOITUVA;1° DOSE;9572;;;;
BOITUVA;2° DOSE;5088;;;;
BOM JESUS DOS PERDÕES;1° DOSE;4071;;;;
BOM JESUS DOS PERDÕES;2° DOSE;1769;;;;
BOM SUCESSO DE ITARARÉ;1° DOSE;539;;;;
BOM SUCESSO DE ITARARÉ;2° DOSE;251;;;;
BORÁ;1° DOSE;234;;;;
BORÁ;2° DOSE;136;;;;
BORACÉIA;1° DOSE;973;;;;
BORACÉIA;2° DOSE;596;;;;
BORBOREMA;1° DOSE;3663;;;;
BORBOREMA;2° DOSE;1784;;;;
BOREBI;1° DOSE;528;;;;
BOREBI;2° DOSE;241;;;;
BOTUCATU;1° DOSE;37025;;;;
BOTUCATU;2° DOSE;20977;;;;
BRAGANÇA PAULISTA;1° DOSE;39301;;;;
BRAGANÇA PAULISTA;2° DOSE;20367;;;;
BRAÚNA;1° DOSE;1318;;;;
BRAÚNA;2° DOSE;750;;;;
BREJO ALEGRE;1° DOSE;631;;;;
BREJO ALEGRE;2° DOSE;377;;;;
BRODOWSKI;1° DOSE;4803;;;;
BRODOWSKI;2° DOSE;2651;;;;
BROTAS;1° DOSE;4935;;;;
BROTAS;2° DOSE;2522;;;;
BURI;1° DOSE;3194;;;;
BURI;2° DOSE;1624;;;;
BURITAMA;1° DOSE;4016;;;;
BURITAMA;2° DOSE;1958;;;;
BURITIZAL;1° DOSE;979;;;;
BURITIZAL;2° DOSE;525;;;;
CABRÁLIA PAULISTA;1° DOSE;906;;;;
CABRÁLIA PAULISTA;2° DOSE;486;;;;
CABREÚVA;1° DOSE;6364;;;;
CABREÚVA;2° DOSE;3106;;;;
CAÇAPAVA;1° DOSE;18631;;;;
CAÇAPAVA;2° DOSE;10025;;;;
CACHOEIRA PAULISTA;1° DOSE;6880;;;;
CACHOEIRA PAULISTA;2° DOSE;3812;;;;
CACONDE;1° DOSE;4438;;;;
CACONDE;2° DOSE;2213;;;;
CAFELÂNDIA;1° DOSE;3579;;;;
CAFELÂNDIA;2° DOSE;2055;;;;
CAIABU;1° DOSE;1010;;;;
CAIABU;2° DOSE;482;;;;
CAIEIRAS;1° DOSE;16279;;;;
CAIEIRAS;2° DOSE;7917;;;;
CAIUÁ;1° DOSE;1078;;;;
CAIUÁ;2° DOSE;694;;;;
CAJAMAR;1° DOSE;10238;;;;
CAJAMAR;2° DOSE;3994;;;;
CAJATI;1° DOSE;4662;;;;
CAJATI;2° DOSE;2404;;;;
CAJOBI;1° DOSE;2297;;;;
CAJOBI;2° DOSE;1262;;;;
CAJURU;1° DOSE;5502;;;;
CAJURU;2° DOSE;3014;;;;
CAMPINA DO MONTE ALEGRE;1° DOSE;1322;;;;
CAMPINA DO MONTE ALEGRE;2° DOSE;579;;;;
CAMPINAS;1° DOSE;246959;;;;
CAMPINAS;2° DOSE;142476;;;;
CAMPO LIMPO PAULISTA;1° DOSE;13283;;;;
CAMPO LIMPO PAULISTA;2° DOSE;7128;;;;
CAMPOS DO JORDÃO;1° DOSE;9274;;;;
CAMPOS DO JORDÃO;2° DOSE;4886;;;;
CAMPOS NOVOS PAULISTA;1° DOSE;1061;;;;
CAMPOS NOVOS PAULISTA;2° DOSE;513;;;;
CANANÉIA;1° DOSE;2692;;;;
CANANÉIA;2° DOSE;1346;;;;
CANAS;1° DOSE;784;;;;
CANAS;2° DOSE;393;;;;
CÂNDIDO MOTA;1° DOSE;6768;;;;
CÂNDIDO MOTA;2° DOSE;3340;;;;
CÂNDIDO RODRIGUES;1° DOSE;843;;;;
CÂNDIDO RODRIGUES;2° DOSE;413;;;;
CANITAR;1° DOSE;837;;;;
CANITAR;2° DOSE;402;;;;
CAPÃO BONITO;1° DOSE;8783;;;;
CAPÃO BONITO;2° DOSE;4310;;;;
CAPELA DO ALTO;1° DOSE;3338;;;;
CAPELA DO ALTO;2° DOSE;1647;;;;
CAPIVARI;1° DOSE;9397;;;;
CAPIVARI;2° DOSE;4964;;;;
CARAGUATATUBA;1° DOSE;21317;;;;
CARAGUATATUBA;2° DOSE;11624;;;;
CARAPICUÍBA;1° DOSE;58847;;;;
CARAPICUÍBA;2° DOSE;30710;;;;
CARDOSO;1° DOSE;2971;;;;
CARDOSO;2° DOSE;1559;;;;
CASA BRANCA;1° DOSE;6223;;;;
CASA BRANCA;2° DOSE;3304;;;;
CÁSSIA DOS COQUEIROS;1° DOSE;714;;;;
CÁSSIA DOS COQUEIROS;2° DOSE;363;;;;
CASTILHO;1° DOSE;4502;;;;
CASTILHO;2° DOSE;2293;;;;
CATANDUVA;1° DOSE;32420;;;;
CATANDUVA;2° DOSE;18674;;;;
CATIGUÁ;1° DOSE;1565;;;;
CATIGUÁ;2° DOSE;772;;;;
CEDRAL;1° DOSE;2531;;;;
CEDRAL;2° DOSE;1422;;;;
CERQUEIRA CÉSAR;1° DOSE;4138;;;;
CERQUEIRA CÉSAR;2° DOSE;2049;;;;
CERQUILHO;1° DOSE;8894;;;;
CERQUILHO;2° DOSE;4280;;;;
CESÁRIO LANGE;1° DOSE;3010;;;;
CESÁRIO LANGE;2° DOSE;1631;;;;
CHARQUEADA;1° DOSE;2890;;;;
CHARQUEADA;2° DOSE;1639;;;;
CHAVANTES;1° DOSE;2652;;;;
CHAVANTES;2° DOSE;1243;;;;
CLEMENTINA;1° DOSE;1473;;;;
CLEMENTINA;2° DOSE;692;;;;
COLINA;1° DOSE;3971;;;;
COLINA;2° DOSE;2076;;;;
COLÔMBIA;1° DOSE;1297;;;;
COLÔMBIA;2° DOSE;756;;;;
CONCHAL;1° DOSE;4738;;;;
CONCHAL;2° DOSE;2403;;;;
CONCHAS;1° DOSE;3948;;;;
CONCHAS;2° DOSE;2019;;;;
CORDEIRÓPOLIS;1° DOSE;4015;;;;
CORDEIRÓPOLIS;2° DOSE;2458;;;;
COROADOS;1° DOSE;1344;;;;
COROADOS;2° DOSE;570;;;;
CORONEL MACEDO;1° DOSE;1218;;;;
CORONEL MACEDO;2° DOSE;580;;;;
CORUMBATAÍ;1° DOSE;847;;;;
CORUMBATAÍ;2° DOSE;476;;;;
COSMÓPOLIS;1° DOSE;10086;;;;
COSMÓPOLIS;2° DOSE;4974;;;;
COSMORAMA;1° DOSE;2032;;;;
COSMORAMA;2° DOSE;1091;;;;
COTIA;1° DOSE;36212;;;;
COTIA;2° DOSE;17710;;;;
CRAVINHOS;1° DOSE;6456;;;;
CRAVINHOS;2° DOSE;3049;;;;
CRISTAIS PAULISTA;1° DOSE;1752;;;;
CRISTAIS PAULISTA;2° DOSE;833;;;;
CRUZÁLIA;1° DOSE;609;;;;
CRUZÁLIA;2° DOSE;263;;;;
CRUZEIRO;1° DOSE;15475;;;;
CRUZEIRO;2° DOSE;8602;;;;
CUBATÃO;1° DOSE;19826;;;;
CUBATÃO;2° DOSE;10605;;;;
CUNHA;1° DOSE;4962;;;;
CUNHA;2° DOSE;2395;;;;
DESCALVADO;1° DOSE;8502;;;;
DESCALVADO;2° DOSE;4686;;;;
DIADEMA;1° DOSE;64451;;;;
DIADEMA;2° DOSE;31354;;;;
DIRCE REIS;1° DOSE;473;;;;
DIRCE REIS;2° DOSE;259;;;;
DIVINOLÂNDIA;1° DOSE;3737;;;;
DIVINOLÂNDIA;2° DOSE;1827;;;;
DOBRADA;1° DOSE;1281;;;;
DOBRADA;2° DOSE;680;;;;
DOIS CÓRREGOS;1° DOSE;4877;;;;
DOIS CÓRREGOS;2° DOSE;2766;;;;
DOLCINÓPOLIS;1° DOSE;685;;;;
DOLCINÓPOLIS;2° DOSE;355;;;;
DOURADO;1° DOSE;2209;;;;
DOURADO;2° DOSE;1209;;;;
DRACENA;1° DOSE;12816;;;;
DRACENA;2° DOSE;7401;;;;
DUARTINA;1° DOSE;3685;;;;
DUARTINA;2° DOSE;1901;;;;
DUMONT;1° DOSE;1626;;;;
DUMONT;2° DOSE;817;;;;
ECHAPORÃ;1° DOSE;1474;;;;
ECHAPORÃ;2° DOSE;1007;;;;
ELDORADO;1° DOSE;4411;;;;
ELDORADO;2° DOSE;2415;;;;
ELIAS FAUSTO;1° DOSE;3017;;;;
ELIAS FAUSTO;2° DOSE;1571;;;;
ELISIÁRIO;1° DOSE;735;;;;
ELISIÁRIO;2° DOSE;417;;;;
EMBAÚBA;1° DOSE;596;;;;
EMBAÚBA;2° DOSE;315;;;;
EMBU DAS ARTES;1° DOSE;35388;;;;
EMBU DAS ARTES;2° DOSE;19600;;;;
EMBU-GUAÇU;1° DOSE;8946;;;;
EMBU-GUAÇU;2° DOSE;5984;;;;
EMILIANÓPOLIS;1° DOSE;880;;;;
EMILIANÓPOLIS;2° DOSE;471;;;;
ENGENHEIRO COELHO;1° DOSE;2617;;;;
ENGENHEIRO COELHO;2° DOSE;1450;;;;
ESPÍRITO SANTO DO PINHAL;1° DOSE;10705;;;;
ESPÍRITO SANTO DO PINHAL;2° DOSE;5697;;;;
ESPÍRITO SANTO DO TURVO;1° DOSE;884;;;;
ESPÍRITO SANTO DO TURVO;2° DOSE;398;;;;
ESTIVA GERBI;1° DOSE;2135;;;;
ESTIVA GERBI;2° DOSE;865;;;;
ESTRELA DO NORTE;1° DOSE;723;;;;
ESTRELA DO NORTE;2° DOSE;310;;;;
ESTRELA D'OESTE;1° DOSE;2308;;;;
ESTRELA D'OESTE;2° DOSE;1204;;;;
EUCLIDES DA CUNHA PAULISTA;1° DOSE;1633;;;;
EUCLIDES DA CUNHA PAULISTA;2° DOSE;846;;;;
FARTURA;1° DOSE;3655;;;;
FARTURA;2° DOSE;1962;;;;
FERNANDO PRESTES;1° DOSE;1595;;;;
FERNANDO PRESTES;2° DOSE;930;;;;
FERNANDÓPOLIS;1° DOSE;20378;;;;
FERNANDÓPOLIS;2° DOSE;11027;;;;
FERNÃO;1° DOSE;477;;;;
FERNÃO;2° DOSE;275;;;;
FERRAZ DE VASCONCELOS;1° DOSE;24963;;;;
FERRAZ DE VASCONCELOS;2° DOSE;13475;;;;
FLORA RICA;1° DOSE;616;;;;
FLORA RICA;2° DOSE;356;;;;
FLOREAL;1° DOSE;1008;;;;
FLOREAL;2° DOSE;545;;;;
FLÓRIDA PAULISTA;1° DOSE;2734;;;;
FLÓRIDA PAULISTA;2° DOSE;1458;;;;
FLORÍNEA;1° DOSE;890;;;;
FLORÍNEA;2° DOSE;445;;;;
FRANCA;1° DOSE;68889;;;;
FRANCA;2° DOSE;34053;;;;
FRANCISCO MORATO;1° DOSE;23719;;;;
FRANCISCO MORATO;2° DOSE;10253;;;;
FRANCO DA ROCHA;1° DOSE;24685;;;;
FRANCO DA ROCHA;2° DOSE;13562;;;;
GABRIEL MONTEIRO;1° DOSE;765;;;;
GABRIEL MONTEIRO;2° DOSE;386;;;;
GÁLIA;1° DOSE;1813;;;;
GÁLIA;2° DOSE;1035;;;;
GARÇA;1° DOSE;10526;;;;
GARÇA;2° DOSE;5492;;;;
GASTÃO VIDIGAL;1° DOSE;902;;;;
GASTÃO VIDIGAL;2° DOSE;518;;;;
GAVIÃO PEIXOTO;1° DOSE;924;;;;
GAVIÃO PEIXOTO;2° DOSE;398;;;;
GENERAL SALGADO;1° DOSE;2919;;;;
GENERAL SALGADO;2° DOSE;1569;;;;
GETULINA;1° DOSE;2122;;;;
GETULINA;2° DOSE;1272;;;;
GLICÉRIO;1° DOSE;962;;;;
GLICÉRIO;2° DOSE;530;;;;
GUAIÇARA;1° DOSE;2123;;;;
GUAIÇARA;2° DOSE;1107;;;;
GUAIMBÊ;1° DOSE;1330;;;;
GUAIMBÊ;2° DOSE;652;;;;
GUAÍRA;1° DOSE;8549;;;;
GUAÍRA;2° DOSE;4250;;;;
GUAPIAÇU;1° DOSE;3941;;;;
GUAPIAÇU;2° DOSE;2059;;;;
GUAPIARA;1° DOSE;3362;;;;
GUAPIARA;2° DOSE;1939;;;;
GUARÁ;1° DOSE;3990;;;;
GUARÁ;2° DOSE;2408;;;;
GUARAÇAÍ;1° DOSE;2210;;;;
GUARAÇAÍ;2° DOSE;1134;;;;
GUARACI;1° DOSE;2049;;;;
GUARACI;2° DOSE;1237;;;;
GUARANI D'OESTE;1° DOSE;578;;;;
GUARANI D'OESTE;2° DOSE;308;;;;
GUARANTÃ;1° DOSE;1331;;;;
GUARANTÃ;2° DOSE;705;;;;
GUARARAPES;1° DOSE;7089;;;;
GUARARAPES;2° DOSE;3858;;;;
GUARAREMA;1° DOSE;6140;;;;
GUARAREMA;2° DOSE;3146;;;;
GUARATINGUETÁ;1° DOSE;26856;;;;
GUARATINGUETÁ;2° DOSE;13565;;;;
GUAREÍ;1° DOSE;2406;;;;
GUAREÍ;2° DOSE;1119;;;;
GUARIBA;1° DOSE;5982;;;;
GUARIBA;2° DOSE;2900;;;;
GUARUJÁ;1° DOSE;52631;;;;
GUARUJÁ;2° DOSE;27777;;;;
GUARULHOS;1° DOSE;178027;;;;
GUARULHOS;2° DOSE;99506;;;;
GUATAPARÁ;1° DOSE;1617;;;;
GUATAPARÁ;2° DOSE;816;;;;
GUZOLÂNDIA;1° DOSE;968;;;;
GUZOLÂNDIA;2° DOSE;495;;;;
HERCULÂNDIA;1° DOSE;1877;;;;
HERCULÂNDIA;2° DOSE;964;;;;
HOLAMBRA;1° DOSE;2863;;;;
HOLAMBRA;2° DOSE;1315;;;;
HORTOLÂNDIA;1° DOSE;31453;;;;
HORTOLÂNDIA;2° DOSE;17278;;;;
IACANGA;1° DOSE;2551;;;;
IACANGA;2° DOSE;1332;;;;
IACRI;1° DOSE;1540;;;;
IACRI;2° DOSE;836;;;;
IARAS;1° DOSE;1083;;;;
IARAS;2° DOSE;506;;;;
IBATÉ;1° DOSE;5218;;;;
IBATÉ;2° DOSE;2484;;;;
IBIRÁ;1° DOSE;2898;;;;
IBIRÁ;2° DOSE;1553;;;;
IBIRAREMA;1° DOSE;1625;;;;
IBIRAREMA;2° DOSE;904;;;;
IBITINGA;1° DOSE;11557;;;;
IBITINGA;2° DOSE;6124;;;;
IBIÚNA;1° DOSE;14894;;;;
IBIÚNA;2° DOSE;7780;;;;
ICÉM;1° DOSE;1601;;;;
ICÉM;2° DOSE;851;;;;
IEPÊ;1° DOSE;2157;;;;
IEPÊ;2° DOSE;1062;;;;
IGARAÇU DO TIETÊ;1° DOSE;4006;;;;
IGARAÇU DO TIETÊ;2° DOSE;1985;;;;
IGARAPAVA;1° DOSE;6392;;;;
IGARAPAVA;2° DOSE;2885;;;;
IGARATÁ;1° DOSE;1953;;;;
IGARATÁ;2° DOSE;1117;;;;
IGUAPE;1° DOSE;7315;;;;
IGUAPE;2° DOSE;3910;;;;
ILHA COMPRIDA;1° DOSE;3081;;;;
ILHA COMPRIDA;2° DOSE;1511;;;;
ILHA SOLTEIRA;1° DOSE;7068;;;;
ILHA SOLTEIRA;2° DOSE;4004;;;;
ILHABELA;1° DOSE;6687;;;;
ILHABELA;2° DOSE;3028;;;;
INDAIATUBA;1° DOSE;46700;;;;
INDAIATUBA;2° DOSE;25152;;;;
INDIANA;1° DOSE;1440;;;;
INDIANA;2° DOSE;620;;;;
INDIAPORÃ;1° DOSE;1245;;;;
INDIAPORÃ;2° DOSE;699;;;;
INÚBIA PAULISTA;1° DOSE;951;;;;
INÚBIA PAULISTA;2° DOSE;492;;;;
IPAUSSU;1° DOSE;3104;;;;
IPAUSSU;2° DOSE;1605;;;;
IPERÓ;1° DOSE;4396;;;;
IPERÓ;2° DOSE;2279;;;;
IPEÚNA;1° DOSE;1081;;;;
IPEÚNA;2° DOSE;540;;;;
IPIGUÁ;1° DOSE;1193;;;;
IPIGUÁ;2° DOSE;626;;;;
IPORANGA;1° DOSE;1225;;;;
IPORANGA;2° DOSE;712;;;;
IPUÃ;1° DOSE;2697;;;;
IPUÃ;2° DOSE;1398;;;;
IRACEMÁPOLIS;1° DOSE;3875;;;;
IRACEMÁPOLIS;2° DOSE;2136;;;;
IRAPUÃ;1° DOSE;1620;;;;
IRAPUÃ;2° DOSE;850;;;;
IRAPURU;1° DOSE;1690;;;;
IRAPURU;2° DOSE;835;;;;
ITABERÁ;1° DOSE;3893;;;;
ITABERÁ;2° DOSE;1868;;;;
ITAÍ;1° DOSE;4777;;;;
ITAÍ;2° DOSE;2189;;;;
ITAJOBI;1° DOSE;4094;;;;
ITAJOBI;2° DOSE;2197;;;;
ITAJU;1° DOSE;810;;;;
ITAJU;2° DOSE;411;;;;
ITANHAÉM;1° DOSE;23302;;;;
ITANHAÉM;2° DOSE;12985;;;;
ITAOCA;1° DOSE;850;;;;
ITAOCA;2° DOSE;595;;;;
ITAPECERICA DA SERRA;1° DOSE;23647;;;;
ITAPECERICA DA SERRA;2° DOSE;11928;;;;
ITAPETININGA;1° DOSE;31575;;;;
ITAPETININGA;2° DOSE;18048;;;;
ITAPEVA;1° DOSE;16582;;;;
ITAPEVA;2° DOSE;8832;;;;
ITAPEVI;1° DOSE;26511;;;;
ITAPEVI;2° DOSE;14115;;;;
ITAPIRA;1° DOSE;16779;;;;
ITAPIRA;2° DOSE;9402;;;;
ITAPIRAPUÃ PAULISTA;1° DOSE;658;;;;
ITAPIRAPUÃ PAULISTA;2° DOSE;428;;;;
ITÁPOLIS;1° DOSE;8933;;;;
ITÁPOLIS;2° DOSE;5155;;;;
ITAPORANGA;1° DOSE;3416;;;;
ITAPORANGA;2° DOSE;1843;;;;
ITAPUÍ;1° DOSE;2791;;;;
ITAPUÍ;2° DOSE;1270;;;;
ITAPURA;1° DOSE;970;;;;
ITAPURA;2° DOSE;490;;;;
ITAQUAQUECETUBA;1° DOSE;39390;;;;
ITAQUAQUECETUBA;2° DOSE;19080;;;;
ITARARÉ;1° DOSE;9088;;;;
ITARARÉ;2° DOSE;4852;;;;
ITARIRI;1° DOSE;3005;;;;
ITARIRI;2° DOSE;1574;;;;
ITATIBA;1° DOSE;21935;;;;
ITATIBA;2° DOSE;12266;;;;
ITATINGA;1° DOSE;3215;;;;
ITATINGA;2° DOSE;1576;;;;
ITIRAPINA;1° DOSE;2779;;;;
ITIRAPINA;2° DOSE;1542;;;;
ITIRAPUÃ;1° DOSE;1278;;;;
ITIRAPUÃ;2° DOSE;689;;;;
ITOBI;1° DOSE;1739;;;;
ITOBI;2° DOSE;781;;;;
ITU;1° DOSE;34380;;;;
ITU;2° DOSE;16661;;;;
ITUPEVA;1° DOSE;7981;;;;
ITUPEVA;2° DOSE;4081;;;;
ITUVERAVA;1° DOSE;9877;;;;
ITUVERAVA;2° DOSE;5440;;;;
JABORANDI;1° DOSE;1532;;;;
JABORANDI;2° DOSE;832;;;;
JABOTICABAL;1° DOSE;18308;;;;
JABOTICABAL;2° DOSE;8724;;;;
JACAREÍ;1° DOSE;49177;;;;
JACAREÍ;2° DOSE;23821;;;;
JACI;1° DOSE;1610;;;;
JACI;2° DOSE;876;;;;
JACUPIRANGA;1° DOSE;3234;;;;
JACUPIRANGA;2° DOSE;1747;;;;
JAGUARIÚNA;1° DOSE;10189;;;;
JAGUARIÚNA;2° DOSE;5145;;;;
JALES;1° DOSE;13646;;;;
JALES;2° DOSE;7423;;;;
JAMBEIRO;1° DOSE;1174;;;;
JAMBEIRO;2° DOSE;619;;;;
JANDIRA;1° DOSE;15468;;;;
JANDIRA;2° DOSE;7566;;;;
JARDINÓPOLIS;1° DOSE;7814;;;;
JARDINÓPOLIS;2° DOSE;4212;;;;
JARINU;1° DOSE;5313;;;;
JARINU;2° DOSE;2723;;;;
JAÚ;1° DOSE;28771;;;;
JAÚ;2° DOSE;17929;;;;
JERIQUARA;1° DOSE;707;;;;
JERIQUARA;2° DOSE;351;;;;
JOANÓPOLIS;1° DOSE;3143;;;;
JOANÓPOLIS;2° DOSE;1699;;;;
JOÃO RAMALHO;1° DOSE;831;;;;
JOÃO RAMALHO;2° DOSE;389;;;;
JOSÉ BONIFÁCIO;1° DOSE;8239;;;;
JOSÉ BONIFÁCIO;2° DOSE;4259;;;;
JÚLIO MESQUITA;1° DOSE;929;;;;
JÚLIO MESQUITA;2° DOSE;438;;;;
JUMIRIM;1° DOSE;629;;;;
JUMIRIM;2° DOSE;291;;;;
JUNDIAÍ;1° DOSE;89536;;;;
JUNDIAÍ;2° DOSE;46451;;;;
JUNQUEIRÓPOLIS;1° DOSE;4842;;;;
JUNQUEIRÓPOLIS;2° DOSE;2774;;;;
JUQUIÁ;1° DOSE;3881;;;;
JUQUIÁ;2° DOSE;2194;;;;
JUQUITIBA;1° DOSE;5462;;;;
