Município;Dose;Total Doses Aplicadas;;;;
BOITUVA;1° DOSE;9238;;;;
BOITUVA;2° DOSE;5070;;;;
BOM JESUS DOS PERDÕES;1° DOSE;3794;;;;
BOM JESUS DOS PERDÕES;2° DOSE;1760;;;;
BOM SUCESSO DE ITARARÉ;1° DOSE;508;;;;
BOM SUCESSO DE ITARARÉ;2° DOSE;251;;;;
BORÁ;1° DOSE;223;;;;
BORÁ;2° DOSE;136;;;;
BORACÉIA;1° DOSE;961;;;;
BORACÉIA;2° DOSE;592;;;;
BORBOREMA;1° DOSE;3577;;;;
BORBOREMA;2° DOSE;1784;;;;
BOREBI;1° DOSE;499;;;;
BOREBI;2° DOSE;241;;;;
BOTUCATU;1° DOSE;36573;;;;
BOTUCATU;2° DOSE;20892;;;;
BRAGANÇA PAULISTA;1° DOSE;37661;;;;
BRAGANÇA PAULISTA;2° DOSE;20297;;;;
BRAÚNA;1° DOSE;1304;;;;
BRAÚNA;2° DOSE;750;;;;
BREJO ALEGRE;1° DOSE;618;;;;
BREJO ALEGRE;2° DOSE;377;;;;
BRODOWSKI;1° DOSE;4478;;;;
BRODOWSKI;2° DOSE;2624;;;;
BROTAS;1° DOSE;4777;;;;
BROTAS;2° DOSE;2502;;;;
BURI;1° DOSE;3065;;;;
BURI;2° DOSE;1602;;;;
BURITAMA;1° DOSE;3970;;;;
BURITAMA;2° DOSE;1943;;;;
BURITIZAL;1° DOSE;979;;;;
BURITIZAL;2° DOSE;525;;;;
CABRÁLIA PAULISTA;1° DOSE;895;;;;
CABRÁLIA PAULISTA;2° DOSE;486;;;;
CABREÚVA;1° DOSE;6054;;;;
CABREÚVA;2° DOSE;3054;;;;
CAÇAPAVA;1° DOSE;17691;;;;
CAÇAPAVA;2° DOSE;9960;;;;
CACHOEIRA PAULISTA;1° DOSE;6706;;;;
CACHOEIRA PAULISTA;2° DOSE;3782;;;;
CACONDE;1° DOSE;4269;;;;
CACONDE;2° DOSE;2213;;;;
CAFELÂNDIA;1° DOSE;3575;;;;
CAFELÂNDIA;2° DOSE;2021;;;;
CAIABU;1° DOSE;953;;;;
CAIABU;2° DOSE;482;;;;
CAIEIRAS;1° DOSE;15613;;;;
CAIEIRAS;2° DOSE;7807;;;;
CAIUÁ;1° DOSE;1067;;;;
CAIUÁ;2° DOSE;669;;;;
CAJAMAR;1° DOSE;9681;;;;
CAJAMAR;2° DOSE;3849;;;;
CAJATI;1° DOSE;4509;;;;
CAJATI;2° DOSE;2386;;;;
CAJOBI;1° DOSE;2297;;;;
CAJOBI;2° DOSE;1262;;;;
CAJURU;1° DOSE;5093;;;;
CAJURU;2° DOSE;3009;;;;
CAMPINA DO MONTE ALEGRE;1° DOSE;1306;;;;
CAMPINA DO MONTE ALEGRE;2° DOSE;579;;;;
CAMPINAS;1° DOSE;238444;;;;
CAMPINAS;2° DOSE;140739;;;;
CAMPO LIMPO PAULISTA;1° DOSE;13013;;;;
CAMPO LIMPO PAULISTA;2° DOSE;7054;;;;
CAMPOS DO JORDÃO;1° DOSE;8855;;;;
CAMPOS DO JORDÃO;2° DOSE;4753;;;;
CAMPOS NOVOS PAULISTA;1° DOSE;1012;;;;
CAMPOS NOVOS PAULISTA;2° DOSE;509;;;;
CANANÉIA;1° DOSE;2584;;;;
CANANÉIA;2° DOSE;1346;;;;
CANAS;1° DOSE;761;;;;
CANAS;2° DOSE;393;;;;
CÂNDIDO MOTA;1° DOSE;6488;;;;
CÂNDIDO MOTA;2° DOSE;3337;;;;
CÂNDIDO RODRIGUES;1° DOSE;804;;;;
CÂNDIDO RODRIGUES;2° DOSE;411;;;;
CANITAR;1° DOSE;805;;;;
CANITAR;2° DOSE;400;;;;
CAPÃO BONITO;1° DOSE;8525;;;;
CAPÃO BONITO;2° DOSE;4308;;;;
CAPELA DO ALTO;1° DOSE;3297;;;;
CAPELA DO ALTO;2° DOSE;1647;;;;
CAPIVARI;1° DOSE;9159;;;;
CAPIVARI;2° DOSE;4957;;;;
CARAGUATATUBA;1° DOSE;20404;;;;
CARAGUATATUBA;2° DOSE;11472;;;;
CARAPICUÍBA;1° DOSE;56479;;;;
CARAPICUÍBA;2° DOSE;30443;;;;
CARDOSO;1° DOSE;2971;;;;
CARDOSO;2° DOSE;1559;;;;
CASA BRANCA;1° DOSE;6198;;;;
CASA BRANCA;2° DOSE;3190;;;;
CÁSSIA DOS COQUEIROS;1° DOSE;692;;;;
CÁSSIA DOS COQUEIROS;2° DOSE;363;;;;
CASTILHO;1° DOSE;4390;;;;
CASTILHO;2° DOSE;2290;;;;
CATANDUVA;1° DOSE;31431;;;;
CATANDUVA;2° DOSE;18568;;;;
CATIGUÁ;1° DOSE;1512;;;;
CATIGUÁ;2° DOSE;772;;;;
CEDRAL;1° DOSE;2466;;;;
CEDRAL;2° DOSE;1419;;;;
CERQUEIRA CÉSAR;1° DOSE;4025;;;;
CERQUEIRA CÉSAR;2° DOSE;2048;;;;
CERQUILHO;1° DOSE;8677;;;;
CERQUILHO;2° DOSE;4280;;;;
CESÁRIO LANGE;1° DOSE;2932;;;;
CESÁRIO LANGE;2° DOSE;1624;;;;
CHARQUEADA;1° DOSE;2795;;;;
CHARQUEADA;2° DOSE;1613;;;;
CHAVANTES;1° DOSE;2546;;;;
CHAVANTES;2° DOSE;1232;;;;
CLEMENTINA;1° DOSE;1422;;;;
CLEMENTINA;2° DOSE;692;;;;
COLINA;1° DOSE;3876;;;;
COLINA;2° DOSE;2075;;;;
COLÔMBIA;1° DOSE;1288;;;;
COLÔMBIA;2° DOSE;756;;;;
CONCHAL;1° DOSE;4623;;;;
CONCHAL;2° DOSE;2387;;;;
CONCHAS;1° DOSE;3845;;;;
CONCHAS;2° DOSE;2003;;;;
CORDEIRÓPOLIS;1° DOSE;3893;;;;
CORDEIRÓPOLIS;2° DOSE;2270;;;;
COROADOS;1° DOSE;1274;;;;
COROADOS;2° DOSE;570;;;;
CORONEL MACEDO;1° DOSE;1158;;;;
CORONEL MACEDO;2° DOSE;580;;;;
CORUMBATAÍ;1° DOSE;831;;;;
CORUMBATAÍ;2° DOSE;475;;;;
COSMÓPOLIS;1° DOSE;9683;;;;
COSMÓPOLIS;2° DOSE;4918;;;;
COSMORAMA;1° DOSE;2022;;;;
COSMORAMA;2° DOSE;1091;;;;
COTIA;1° DOSE;35639;;;;
COTIA;2° DOSE;17101;;;;
CRAVINHOS;1° DOSE;6322;;;;
CRAVINHOS;2° DOSE;2953;;;;
CRISTAIS PAULISTA;1° DOSE;1702;;;;
CRISTAIS PAULISTA;2° DOSE;833;;;;
CRUZÁLIA;1° DOSE;584;;;;
CRUZÁLIA;2° DOSE;263;;;;
CRUZEIRO;1° DOSE;15217;;;;
CRUZEIRO;2° DOSE;8589;;;;
CUBATÃO;1° DOSE;19034;;;;
CUBATÃO;2° DOSE;10525;;;;
CUNHA;1° DOSE;4759;;;;
CUNHA;2° DOSE;2373;;;;
DESCALVADO;1° DOSE;8179;;;;
DESCALVADO;2° DOSE;4650;;;;
DIADEMA;1° DOSE;62228;;;;
DIADEMA;2° DOSE;30598;;;;
DIRCE REIS;1° DOSE;473;;;;
DIRCE REIS;2° DOSE;251;;;;
DIVINOLÂNDIA;1° DOSE;3557;;;;
DIVINOLÂNDIA;2° DOSE;1826;;;;
DOBRADA;1° DOSE;1248;;;;
DOBRADA;2° DOSE;673;;;;
DOIS CÓRREGOS;1° DOSE;4833;;;;
DOIS CÓRREGOS;2° DOSE;2766;;;;
DOLCINÓPOLIS;1° DOSE;666;;;;
DOLCINÓPOLIS;2° DOSE;355;;;;
DOURADO;1° DOSE;2175;;;;
DOURADO;2° DOSE;1209;;;;
DRACENA;1° DOSE;12374;;;;
DRACENA;2° DOSE;7375;;;;
DUARTINA;1° DOSE;3408;;;;
DUARTINA;2° DOSE;1901;;;;
DUMONT;1° DOSE;1611;;;;
DUMONT;2° DOSE;816;;;;
ECHAPORÃ;1° DOSE;1439;;;;
ECHAPORÃ;2° DOSE;1007;;;;
ELDORADO;1° DOSE;4107;;;;
ELDORADO;2° DOSE;2399;;;;
ELIAS FAUSTO;1° DOSE;2892;;;;
ELIAS FAUSTO;2° DOSE;1530;;;;
ELISIÁRIO;1° DOSE;718;;;;
ELISIÁRIO;2° DOSE;417;;;;
EMBAÚBA;1° DOSE;587;;;;
EMBAÚBA;2° DOSE;315;;;;
EMBU DAS ARTES;1° DOSE;33656;;;;
EMBU DAS ARTES;2° DOSE;18269;;;;
EMBU-GUAÇU;1° DOSE;8671;;;;
EMBU-GUAÇU;2° DOSE;5935;;;;
EMILIANÓPOLIS;1° DOSE;855;;;;
EMILIANÓPOLIS;2° DOSE;471;;;;
ENGENHEIRO COELHO;1° DOSE;2546;;;;
ENGENHEIRO COELHO;2° DOSE;1447;;;;
ESPÍRITO SANTO DO PINHAL;1° DOSE;10255;;;;
ESPÍRITO SANTO DO PINHAL;2° DOSE;5636;;;;
ESPÍRITO SANTO DO TURVO;1° DOSE;786;;;;
ESPÍRITO SANTO DO TURVO;2° DOSE;395;;;;
ESTIVA GERBI;1° DOSE;2023;;;;
ESTIVA GERBI;2° DOSE;862;;;;
ESTRELA DO NORTE;1° DOSE;634;;;;
ESTRELA DO NORTE;2° DOSE;310;;;;
ESTRELA D'OESTE;1° DOSE;2267;;;;
ESTRELA D'OESTE;2° DOSE;1204;;;;
EUCLIDES DA CUNHA PAULISTA;1° DOSE;1587;;;;
EUCLIDES DA CUNHA PAULISTA;2° DOSE;846;;;;
FARTURA;1° DOSE;3601;;;;
FARTURA;2° DOSE;1962;;;;
FERNANDO PRESTES;1° DOSE;1560;;;;
FERNANDO PRESTES;2° DOSE;928;;;;
FERNANDÓPOLIS;1° DOSE;19665;;;;
FERNANDÓPOLIS;2° DOSE;10896;;;;
FERNÃO;1° DOSE;454;;;;
FERNÃO;2° DOSE;265;;;;
FERRAZ DE VASCONCELOS;1° DOSE;24324;;;;
FERRAZ DE VASCONCELOS;2° DOSE;13425;;;;
FLORA RICA;1° DOSE;569;;;;
FLORA RICA;2° DOSE;356;;;;
FLOREAL;1° DOSE;987;;;;
FLOREAL;2° DOSE;545;;;;
FLÓRIDA PAULISTA;1° DOSE;2600;;;;
FLÓRIDA PAULISTA;2° DOSE;1458;;;;
FLORÍNEA;1° DOSE;871;;;;
FLORÍNEA;2° DOSE;441;;;;
FRANCA;1° DOSE;66715;;;;
FRANCA;2° DOSE;33998;;;;
FRANCISCO MORATO;1° DOSE;22495;;;;
FRANCISCO MORATO;2° DOSE;10171;;;;
FRANCO DA ROCHA;1° DOSE;23919;;;;
FRANCO DA ROCHA;2° DOSE;13368;;;;
GABRIEL MONTEIRO;1° DOSE;723;;;;
GABRIEL MONTEIRO;2° DOSE;386;;;;
GÁLIA;1° DOSE;1767;;;;
GÁLIA;2° DOSE;1031;;;;
GARÇA;1° DOSE;10298;;;;
GARÇA;2° DOSE;5443;;;;
GASTÃO VIDIGAL;1° DOSE;877;;;;
GASTÃO VIDIGAL;2° DOSE;518;;;;
GAVIÃO PEIXOTO;1° DOSE;893;;;;
GAVIÃO PEIXOTO;2° DOSE;398;;;;
GENERAL SALGADO;1° DOSE;2863;;;;
GENERAL SALGADO;2° DOSE;1567;;;;
GETULINA;1° DOSE;2111;;;;
GETULINA;2° DOSE;1272;;;;
GLICÉRIO;1° DOSE;937;;;;
GLICÉRIO;2° DOSE;530;;;;
GUAIÇARA;1° DOSE;2069;;;;
GUAIÇARA;2° DOSE;1099;;;;
GUAIMBÊ;1° DOSE;1283;;;;
GUAIMBÊ;2° DOSE;649;;;;
GUAÍRA;1° DOSE;8203;;;;
GUAÍRA;2° DOSE;4157;;;;
GUAPIAÇU;1° DOSE;3885;;;;
GUAPIAÇU;2° DOSE;2057;;;;
GUAPIARA;1° DOSE;3313;;;;
GUAPIARA;2° DOSE;1895;;;;
GUARÁ;1° DOSE;3858;;;;
GUARÁ;2° DOSE;2405;;;;
GUARAÇAÍ;1° DOSE;2165;;;;
GUARAÇAÍ;2° DOSE;1134;;;;
GUARACI;1° DOSE;1888;;;;
GUARACI;2° DOSE;1176;;;;
GUARANI D'OESTE;1° DOSE;573;;;;
GUARANI D'OESTE;2° DOSE;288;;;;
GUARANTÃ;1° DOSE;1314;;;;
GUARANTÃ;2° DOSE;704;;;;
GUARARAPES;1° DOSE;6897;;;;
GUARARAPES;2° DOSE;3847;;;;
GUARAREMA;1° DOSE;5913;;;;
GUARAREMA;2° DOSE;3143;;;;
GUARATINGUETÁ;1° DOSE;25497;;;;
GUARATINGUETÁ;2° DOSE;13492;;;;
GUAREÍ;1° DOSE;2378;;;;
GUAREÍ;2° DOSE;1119;;;;
GUARIBA;1° DOSE;5624;;;;
GUARIBA;2° DOSE;2899;;;;
GUARUJÁ;1° DOSE;51361;;;;
GUARUJÁ;2° DOSE;26703;;;;
GUARULHOS;1° DOSE;173286;;;;
GUARULHOS;2° DOSE;95950;;;;
GUATAPARÁ;1° DOSE;1558;;;;
GUATAPARÁ;2° DOSE;816;;;;
GUZOLÂNDIA;1° DOSE;945;;;;
GUZOLÂNDIA;2° DOSE;489;;;;
HERCULÂNDIA;1° DOSE;1834;;;;
HERCULÂNDIA;2° DOSE;963;;;;
HOLAMBRA;1° DOSE;2595;;;;
HOLAMBRA;2° DOSE;1309;;;;
HORTOLÂNDIA;1° DOSE;30461;;;;
HORTOLÂNDIA;2° DOSE;17011;;;;
IACANGA;1° DOSE;2312;;;;
IACANGA;2° DOSE;1332;;;;
IACRI;1° DOSE;1488;;;;
IACRI;2° DOSE;833;;;;
IARAS;1° DOSE;1050;;;;
IARAS;2° DOSE;497;;;;
IBATÉ;1° DOSE;5039;;;;
IBATÉ;2° DOSE;2459;;;;
IBIRÁ;1° DOSE;2851;;;;
IBIRÁ;2° DOSE;1553;;;;
IBIRAREMA;1° DOSE;1595;;;;
IBIRAREMA;2° DOSE;889;;;;
IBITINGA;1° DOSE;11514;;;;
IBITINGA;2° DOSE;5920;;;;
IBIÚNA;1° DOSE;14805;;;;
IBIÚNA;2° DOSE;7494;;;;
ICÉM;1° DOSE;1585;;;;
ICÉM;2° DOSE;848;;;;
IEPÊ;1° DOSE;1953;;;;
IEPÊ;2° DOSE;1062;;;;
IGARAÇU DO TIETÊ;1° DOSE;3887;;;;
IGARAÇU DO TIETÊ;2° DOSE;1900;;;;
IGARAPAVA;1° DOSE;5960;;;;
IGARAPAVA;2° DOSE;2883;;;;
IGARATÁ;1° DOSE;1948;;;;
IGARATÁ;2° DOSE;1109;;;;
IGUAPE;1° DOSE;7081;;;;
IGUAPE;2° DOSE;3896;;;;
ILHA COMPRIDA;1° DOSE;2933;;;;
ILHA COMPRIDA;2° DOSE;1511;;;;
ILHA SOLTEIRA;1° DOSE;6768;;;;
ILHA SOLTEIRA;2° DOSE;3985;;;;
ILHABELA;1° DOSE;6167;;;;
ILHABELA;2° DOSE;3023;;;;
INDAIATUBA;1° DOSE;46340;;;;
INDAIATUBA;2° DOSE;25123;;;;
INDIANA;1° DOSE;1363;;;;
INDIANA;2° DOSE;573;;;;
INDIAPORÃ;1° DOSE;1202;;;;
INDIAPORÃ;2° DOSE;699;;;;
INÚBIA PAULISTA;1° DOSE;923;;;;
INÚBIA PAULISTA;2° DOSE;492;;;;
IPAUSSU;1° DOSE;2818;;;;
IPAUSSU;2° DOSE;1599;;;;
IPERÓ;1° DOSE;4243;;;;
IPERÓ;2° DOSE;2278;;;;
IPEÚNA;1° DOSE;1072;;;;
IPEÚNA;2° DOSE;540;;;;
IPIGUÁ;1° DOSE;1168;;;;
IPIGUÁ;2° DOSE;626;;;;
IPORANGA;1° DOSE;1136;;;;
IPORANGA;2° DOSE;703;;;;
IPUÃ;1° DOSE;2617;;;;
IPUÃ;2° DOSE;1384;;;;
IRACEMÁPOLIS;1° DOSE;3778;;;;
IRACEMÁPOLIS;2° DOSE;2123;;;;
IRAPUÃ;1° DOSE;1595;;;;
IRAPUÃ;2° DOSE;850;;;;
IRAPURU;1° DOSE;1658;;;;
IRAPURU;2° DOSE;835;;;;
ITABERÁ;1° DOSE;3708;;;;
ITABERÁ;2° DOSE;1867;;;;
ITAÍ;1° DOSE;4501;;;;
ITAÍ;2° DOSE;2189;;;;
ITAJOBI;1° DOSE;3889;;;;
ITAJOBI;2° DOSE;2192;;;;
ITAJU;1° DOSE;769;;;;
ITAJU;2° DOSE;411;;;;
ITANHAÉM;1° DOSE;21817;;;;
ITANHAÉM;2° DOSE;12974;;;;
ITAOCA;1° DOSE;719;;;;
ITAOCA;2° DOSE;595;;;;
ITAPECERICA DA SERRA;1° DOSE;22627;;;;
ITAPECERICA DA SERRA;2° DOSE;11567;;;;
ITAPETININGA;1° DOSE;31327;;;;
ITAPETININGA;2° DOSE;17050;;;;
ITAPEVA;1° DOSE;16449;;;;
ITAPEVA;2° DOSE;8578;;;;
ITAPEVI;1° DOSE;25203;;;;
ITAPEVI;2° DOSE;13981;;;;
ITAPIRA;1° DOSE;16779;;;;
ITAPIRA;2° DOSE;9402;;;;
ITAPIRAPUÃ PAULISTA;1° DOSE;658;;;;
ITAPIRAPUÃ PAULISTA;2° DOSE;428;;;;
ITÁPOLIS;1° DOSE;8899;;;;
ITÁPOLIS;2° DOSE;5087;;;;
ITAPORANGA;1° DOSE;3267;;;;
ITAPORANGA;2° DOSE;1783;;;;
ITAPUÍ;1° DOSE;2506;;;;
ITAPUÍ;2° DOSE;1267;;;;
ITAPURA;1° DOSE;960;;;;
ITAPURA;2° DOSE;490;;;;
ITAQUAQUECETUBA;1° DOSE;37242;;;;
ITAQUAQUECETUBA;2° DOSE;18240;;;;
ITARARÉ;1° DOSE;8759;;;;
ITARARÉ;2° DOSE;4828;;;;
ITARIRI;1° DOSE;2865;;;;
ITARIRI;2° DOSE;1556;;;;
ITATIBA;1° DOSE;21433;;;;
ITATIBA;2° DOSE;12241;;;;
ITATINGA;1° DOSE;3109;;;;
ITATINGA;2° DOSE;1423;;;;
ITIRAPINA;1° DOSE;2735;;;;
ITIRAPINA;2° DOSE;1541;;;;
ITIRAPUÃ;1° DOSE;1262;;;;
ITIRAPUÃ;2° DOSE;680;;;;
ITOBI;1° DOSE;1651;;;;
ITOBI;2° DOSE;773;;;;
ITU;1° DOSE;32709;;;;
ITU;2° DOSE;16638;;;;
ITUPEVA;1° DOSE;7798;;;;
ITUPEVA;2° DOSE;4052;;;;
ITUVERAVA;1° DOSE;9436;;;;
ITUVERAVA;2° DOSE;5430;;;;
JABORANDI;1° DOSE;1462;;;;
JABORANDI;2° DOSE;786;;;;
JABOTICABAL;1° DOSE;17663;;;;
JABOTICABAL;2° DOSE;8710;;;;
JACAREÍ;1° DOSE;45888;;;;
JACAREÍ;2° DOSE;23752;;;;
JACI;1° DOSE;1555;;;;
JACI;2° DOSE;873;;;;
JACUPIRANGA;1° DOSE;3054;;;;
JACUPIRANGA;2° DOSE;1676;;;;
JAGUARIÚNA;1° DOSE;9865;;;;
JAGUARIÚNA;2° DOSE;5144;;;;
JALES;1° DOSE;13376;;;;
JALES;2° DOSE;7406;;;;
JAMBEIRO;1° DOSE;1162;;;;
JAMBEIRO;2° DOSE;618;;;;
JANDIRA;1° DOSE;14944;;;;
JANDIRA;2° DOSE;7473;;;;
JARDINÓPOLIS;1° DOSE;7402;;;;
JARDINÓPOLIS;2° DOSE;4212;;;;
JARINU;1° DOSE;5175;;;;
JARINU;2° DOSE;2704;;;;
JAÚ;1° DOSE;28255;;;;
JAÚ;2° DOSE;17894;;;;
JERIQUARA;1° DOSE;673;;;;
JERIQUARA;2° DOSE;351;;;;
JOANÓPOLIS;1° DOSE;3077;;;;
JOANÓPOLIS;2° DOSE;1699;;;;
JOÃO RAMALHO;1° DOSE;823;;;;
JOÃO RAMALHO;2° DOSE;388;;;;
JOSÉ BONIFÁCIO;1° DOSE;7717;;;;
JOSÉ BONIFÁCIO;2° DOSE;4019;;;;
JÚLIO MESQUITA;1° DOSE;914;;;;
JÚLIO MESQUITA;2° DOSE;432;;;;
JUMIRIM;1° DOSE;596;;;;
JUMIRIM;2° DOSE;291;;;;
JUNDIAÍ;1° DOSE;85178;;;;
JUNDIAÍ;2° DOSE;46186;;;;
JUNQUEIRÓPOLIS;1° DOSE;4729;;;;
JUNQUEIRÓPOLIS;2° DOSE;2774;;;;
JUQUIÁ;1° DOSE;3700;;;;
JUQUIÁ;2° DOSE;2182;;;;
JUQUITIBA;1° DOSE;5362;;;;
