Município;Dose;Total Doses Aplicadas;;;;
APIAÍ;1° DOSE;4776;;;;
APIAÍ;2° DOSE;2554;;;;
ARAÇARIGUAMA;1° DOSE;2696;;;;
ARAÇARIGUAMA;2° DOSE;1571;;;;
ARAÇATUBA;1° DOSE;49870;;;;
ARAÇATUBA;2° DOSE;26886;;;;
ARAÇOIABA DA SERRA;1° DOSE;5712;;;;
ARAÇOIABA DA SERRA;2° DOSE;2985;;;;
ARAMINA;1° DOSE;1284;;;;
ARAMINA;2° DOSE;620;;;;
ARANDU;1° DOSE;1392;;;;
ARANDU;2° DOSE;669;;;;
ARAPEÍ;1° DOSE;594;;;;
ARAPEÍ;2° DOSE;337;;;;
ARARAQUARA;1° DOSE;57736;;;;
ARARAQUARA;2° DOSE;31879;;;;
ARARAS;1° DOSE;29420;;;;
ARARAS;2° DOSE;15862;;;;
ARCO-ÍRIS;1° DOSE;693;;;;
ARCO-ÍRIS;2° DOSE;485;;;;
AREALVA;1° DOSE;2240;;;;
AREALVA;2° DOSE;1222;;;;
AREIAS;1° DOSE;776;;;;
AREIAS;2° DOSE;451;;;;
AREIÓPOLIS;1° DOSE;1557;;;;
AREIÓPOLIS;2° DOSE;821;;;;
ARIRANHA;1° DOSE;2027;;;;
ARIRANHA;2° DOSE;1095;;;;
ARTUR NOGUEIRA;1° DOSE;9429;;;;
ARTUR NOGUEIRA;2° DOSE;4803;;;;
ARUJÁ;1° DOSE;15624;;;;
ARUJÁ;2° DOSE;6974;;;;
ASPÁSIA;1° DOSE;601;;;;
ASPÁSIA;2° DOSE;284;;;;
ASSIS;1° DOSE;24556;;;;
ASSIS;2° DOSE;13715;;;;
ATIBAIA;1° DOSE;30843;;;;
ATIBAIA;2° DOSE;16577;;;;
AURIFLAMA;1° DOSE;3559;;;;
AURIFLAMA;2° DOSE;1851;;;;
AVAÍ;1° DOSE;1353;;;;
AVAÍ;2° DOSE;989;;;;
AVANHANDAVA;1° DOSE;2121;;;;
AVANHANDAVA;2° DOSE;1026;;;;
AVARÉ;1° DOSE;20812;;;;
AVARÉ;2° DOSE;10854;;;;
BADY BASSITT;1° DOSE;4055;;;;
BADY BASSITT;2° DOSE;2050;;;;
BALBINOS;1° DOSE;435;;;;
BALBINOS;2° DOSE;220;;;;
BÁLSAMO;1° DOSE;2389;;;;
BÁLSAMO;2° DOSE;1331;;;;
BANANAL;1° DOSE;2537;;;;
BANANAL;2° DOSE;1514;;;;
BARÃO DE ANTONINA;1° DOSE;874;;;;
BARÃO DE ANTONINA;2° DOSE;531;;;;
BARBOSA;1° DOSE;1441;;;;
BARBOSA;2° DOSE;809;;;;
BARIRI;1° DOSE;7953;;;;
BARIRI;2° DOSE;4306;;;;
BARRA BONITA;1° DOSE;8902;;;;
BARRA BONITA;2° DOSE;4810;;;;
BARRA DO CHAPÉU;1° DOSE;985;;;;
BARRA DO CHAPÉU;2° DOSE;486;;;;
BARRA DO TURVO;1° DOSE;2040;;;;
BARRA DO TURVO;2° DOSE;1353;;;;
BARRETOS;1° DOSE;29104;;;;
BARRETOS;2° DOSE;16701;;;;
BARRINHA;1° DOSE;4272;;;;
BARRINHA;2° DOSE;2274;;;;
BARUERI;1° DOSE;47517;;;;
BARUERI;2° DOSE;25544;;;;
BASTOS;1° DOSE;5033;;;;
BASTOS;2° DOSE;2271;;;;
BATATAIS;1° DOSE;14283;;;;
BATATAIS;2° DOSE;7065;;;;
BAURU;1° DOSE;89867;;;;
BAURU;2° DOSE;49096;;;;
BEBEDOURO;1° DOSE;18049;;;;
BEBEDOURO;2° DOSE;9731;;;;
BENTO DE ABREU;1° DOSE;548;;;;
BENTO DE ABREU;2° DOSE;310;;;;
BERNARDINO DE CAMPOS;1° DOSE;3028;;;;
BERNARDINO DE CAMPOS;2° DOSE;1683;;;;
BERTIOGA;1° DOSE;10226;;;;
BERTIOGA;2° DOSE;4913;;;;
BILAC;1° DOSE;2108;;;;
BILAC;2° DOSE;1109;;;;
BIRIGUI;1° DOSE;22259;;;;
BIRIGUI;2° DOSE;12061;;;;
BIRITIBA MIRIM;1° DOSE;5734;;;;
BIRITIBA MIRIM;2° DOSE;2834;;;;
BOA ESPERANÇA DO SUL;1° DOSE;2544;;;;
BOA ESPERANÇA DO SUL;2° DOSE;1398;;;;
BOCAINA;1° DOSE;2667;;;;
BOCAINA;2° DOSE;1208;;;;
BOFETE;1° DOSE;2497;;;;
BOFETE;2° DOSE;1232;;;;
BOITUVA;1° DOSE;9700;;;;
BOITUVA;2° DOSE;5090;;;;
BOM JESUS DOS PERDÕES;1° DOSE;4217;;;;
BOM JESUS DOS PERDÕES;2° DOSE;1792;;;;
BOM SUCESSO DE ITARARÉ;1° DOSE;552;;;;
BOM SUCESSO DE ITARARÉ;2° DOSE;268;;;;
BORÁ;1° DOSE;234;;;;
BORÁ;2° DOSE;136;;;;
BORACÉIA;1° DOSE;996;;;;
BORACÉIA;2° DOSE;610;;;;
BORBOREMA;1° DOSE;3749;;;;
BORBOREMA;2° DOSE;1863;;;;
BOREBI;1° DOSE;538;;;;
BOREBI;2° DOSE;267;;;;
BOTUCATU;1° DOSE;103728;;;;
BOTUCATU;2° DOSE;21162;;;;
BRAGANÇA PAULISTA;1° DOSE;39922;;;;
BRAGANÇA PAULISTA;2° DOSE;20373;;;;
BRAÚNA;1° DOSE;1321;;;;
BRAÚNA;2° DOSE;784;;;;
BREJO ALEGRE;1° DOSE;649;;;;
BREJO ALEGRE;2° DOSE;395;;;;
BRODOWSKI;1° DOSE;4828;;;;
BRODOWSKI;2° DOSE;2651;;;;
BROTAS;1° DOSE;5057;;;;
BROTAS;2° DOSE;2530;;;;
BURI;1° DOSE;3282;;;;
BURI;2° DOSE;1635;;;;
BURITAMA;1° DOSE;4061;;;;
BURITAMA;2° DOSE;2103;;;;
BURITIZAL;1° DOSE;1053;;;;
BURITIZAL;2° DOSE;537;;;;
CABRÁLIA PAULISTA;1° DOSE;939;;;;
CABRÁLIA PAULISTA;2° DOSE;520;;;;
CABREÚVA;1° DOSE;6638;;;;
CABREÚVA;2° DOSE;3225;;;;
CAÇAPAVA;1° DOSE;18982;;;;
CAÇAPAVA;2° DOSE;10078;;;;
CACHOEIRA PAULISTA;1° DOSE;6995;;;;
CACHOEIRA PAULISTA;2° DOSE;3856;;;;
CACONDE;1° DOSE;4550;;;;
CACONDE;2° DOSE;2235;;;;
CAFELÂNDIA;1° DOSE;3598;;;;
CAFELÂNDIA;2° DOSE;2072;;;;
CAIABU;1° DOSE;1049;;;;
CAIABU;2° DOSE;520;;;;
CAIEIRAS;1° DOSE;16967;;;;
CAIEIRAS;2° DOSE;8016;;;;
CAIUÁ;1° DOSE;1078;;;;
CAIUÁ;2° DOSE;694;;;;
CAJAMAR;1° DOSE;10912;;;;
CAJAMAR;2° DOSE;4178;;;;
CAJATI;1° DOSE;4752;;;;
CAJATI;2° DOSE;2418;;;;
CAJOBI;1° DOSE;2401;;;;
CAJOBI;2° DOSE;1262;;;;
CAJURU;1° DOSE;5714;;;;
CAJURU;2° DOSE;3051;;;;
CAMPINA DO MONTE ALEGRE;1° DOSE;1463;;;;
CAMPINA DO MONTE ALEGRE;2° DOSE;593;;;;
CAMPINAS;1° DOSE;255965;;;;
CAMPINAS;2° DOSE;143552;;;;
CAMPO LIMPO PAULISTA;1° DOSE;13656;;;;
CAMPO LIMPO PAULISTA;2° DOSE;7280;;;;
CAMPOS DO JORDÃO;1° DOSE;9605;;;;
CAMPOS DO JORDÃO;2° DOSE;4991;;;;
CAMPOS NOVOS PAULISTA;1° DOSE;1067;;;;
CAMPOS NOVOS PAULISTA;2° DOSE;548;;;;
CANANÉIA;1° DOSE;2697;;;;
CANANÉIA;2° DOSE;1346;;;;
CANAS;1° DOSE;785;;;;
CANAS;2° DOSE;407;;;;
CÂNDIDO MOTA;1° DOSE;7196;;;;
CÂNDIDO MOTA;2° DOSE;3340;;;;
CÂNDIDO RODRIGUES;1° DOSE;854;;;;
CÂNDIDO RODRIGUES;2° DOSE;441;;;;
CANITAR;1° DOSE;858;;;;
CANITAR;2° DOSE;411;;;;
CAPÃO BONITO;1° DOSE;9091;;;;
CAPÃO BONITO;2° DOSE;4318;;;;
CAPELA DO ALTO;1° DOSE;3363;;;;
CAPELA DO ALTO;2° DOSE;1666;;;;
CAPIVARI;1° DOSE;9600;;;;
CAPIVARI;2° DOSE;5017;;;;
CARAGUATATUBA;1° DOSE;21957;;;;
CARAGUATATUBA;2° DOSE;12078;;;;
CARAPICUÍBA;1° DOSE;60975;;;;
CARAPICUÍBA;2° DOSE;30926;;;;
CARDOSO;1° DOSE;3152;;;;
CARDOSO;2° DOSE;1559;;;;
CASA BRANCA;1° DOSE;6284;;;;
CASA BRANCA;2° DOSE;3332;;;;
CÁSSIA DOS COQUEIROS;1° DOSE;714;;;;
CÁSSIA DOS COQUEIROS;2° DOSE;363;;;;
CASTILHO;1° DOSE;4615;;;;
CASTILHO;2° DOSE;2401;;;;
CATANDUVA;1° DOSE;33043;;;;
CATANDUVA;2° DOSE;18868;;;;
CATIGUÁ;1° DOSE;1606;;;;
CATIGUÁ;2° DOSE;797;;;;
CEDRAL;1° DOSE;2566;;;;
CEDRAL;2° DOSE;1473;;;;
CERQUEIRA CÉSAR;1° DOSE;4222;;;;
CERQUEIRA CÉSAR;2° DOSE;2053;;;;
CERQUILHO;1° DOSE;9140;;;;
CERQUILHO;2° DOSE;4280;;;;
CESÁRIO LANGE;1° DOSE;3154;;;;
CESÁRIO LANGE;2° DOSE;1635;;;;
CHARQUEADA;1° DOSE;3025;;;;
CHARQUEADA;2° DOSE;1641;;;;
CHAVANTES;1° DOSE;2691;;;;
CHAVANTES;2° DOSE;1280;;;;
CLEMENTINA;1° DOSE;1485;;;;
CLEMENTINA;2° DOSE;711;;;;
COLINA;1° DOSE;4053;;;;
COLINA;2° DOSE;2133;;;;
COLÔMBIA;1° DOSE;1300;;;;
COLÔMBIA;2° DOSE;756;;;;
CONCHAL;1° DOSE;4741;;;;
CONCHAL;2° DOSE;2539;;;;
CONCHAS;1° DOSE;4041;;;;
CONCHAS;2° DOSE;2024;;;;
CORDEIRÓPOLIS;1° DOSE;4137;;;;
CORDEIRÓPOLIS;2° DOSE;2571;;;;
COROADOS;1° DOSE;1414;;;;
COROADOS;2° DOSE;572;;;;
CORONEL MACEDO;1° DOSE;1262;;;;
CORONEL MACEDO;2° DOSE;620;;;;
CORUMBATAÍ;1° DOSE;892;;;;
CORUMBATAÍ;2° DOSE;476;;;;
COSMÓPOLIS;1° DOSE;10303;;;;
COSMÓPOLIS;2° DOSE;4997;;;;
COSMORAMA;1° DOSE;2214;;;;
COSMORAMA;2° DOSE;1091;;;;
COTIA;1° DOSE;37142;;;;
COTIA;2° DOSE;18775;;;;
CRAVINHOS;1° DOSE;6637;;;;
CRAVINHOS;2° DOSE;3115;;;;
CRISTAIS PAULISTA;1° DOSE;1773;;;;
CRISTAIS PAULISTA;2° DOSE;833;;;;
CRUZÁLIA;1° DOSE;610;;;;
CRUZÁLIA;2° DOSE;263;;;;
CRUZEIRO;1° DOSE;16253;;;;
CRUZEIRO;2° DOSE;8674;;;;
CUBATÃO;1° DOSE;20427;;;;
CUBATÃO;2° DOSE;11054;;;;
CUNHA;1° DOSE;5377;;;;
CUNHA;2° DOSE;2420;;;;
DESCALVADO;1° DOSE;9062;;;;
DESCALVADO;2° DOSE;4715;;;;
DIADEMA;1° DOSE;65930;;;;
DIADEMA;2° DOSE;32710;;;;
DIRCE REIS;1° DOSE;480;;;;
DIRCE REIS;2° DOSE;260;;;;
DIVINOLÂNDIA;1° DOSE;3798;;;;
DIVINOLÂNDIA;2° DOSE;1844;;;;
DOBRADA;1° DOSE;1324;;;;
DOBRADA;2° DOSE;685;;;;
DOIS CÓRREGOS;1° DOSE;4964;;;;
DOIS CÓRREGOS;2° DOSE;2766;;;;
DOLCINÓPOLIS;1° DOSE;685;;;;
DOLCINÓPOLIS;2° DOSE;355;;;;
DOURADO;1° DOSE;2264;;;;
DOURADO;2° DOSE;1214;;;;
DRACENA;1° DOSE;12959;;;;
DRACENA;2° DOSE;7413;;;;
DUARTINA;1° DOSE;3791;;;;
DUARTINA;2° DOSE;1971;;;;
DUMONT;1° DOSE;1699;;;;
DUMONT;2° DOSE;860;;;;
ECHAPORÃ;1° DOSE;1489;;;;
ECHAPORÃ;2° DOSE;1027;;;;
ELDORADO;1° DOSE;4479;;;;
ELDORADO;2° DOSE;2500;;;;
ELIAS FAUSTO;1° DOSE;3069;;;;
ELIAS FAUSTO;2° DOSE;1571;;;;
ELISIÁRIO;1° DOSE;740;;;;
ELISIÁRIO;2° DOSE;417;;;;
EMBAÚBA;1° DOSE;606;;;;
EMBAÚBA;2° DOSE;324;;;;
EMBU DAS ARTES;1° DOSE;37151;;;;
EMBU DAS ARTES;2° DOSE;20124;;;;
EMBU-GUAÇU;1° DOSE;9393;;;;
EMBU-GUAÇU;2° DOSE;6013;;;;
EMILIANÓPOLIS;1° DOSE;905;;;;
EMILIANÓPOLIS;2° DOSE;473;;;;
ENGENHEIRO COELHO;1° DOSE;2687;;;;
ENGENHEIRO COELHO;2° DOSE;1478;;;;
ESPÍRITO SANTO DO PINHAL;1° DOSE;10928;;;;
ESPÍRITO SANTO DO PINHAL;2° DOSE;5873;;;;
ESPÍRITO SANTO DO TURVO;1° DOSE;884;;;;
ESPÍRITO SANTO DO TURVO;2° DOSE;398;;;;
ESTIVA GERBI;1° DOSE;2186;;;;
ESTIVA GERBI;2° DOSE;866;;;;
ESTRELA DO NORTE;1° DOSE;792;;;;
ESTRELA DO NORTE;2° DOSE;322;;;;
ESTRELA D'OESTE;1° DOSE;2402;;;;
ESTRELA D'OESTE;2° DOSE;1286;;;;
EUCLIDES DA CUNHA PAULISTA;1° DOSE;1663;;;;
EUCLIDES DA CUNHA PAULISTA;2° DOSE;853;;;;
FARTURA;1° DOSE;3713;;;;
FARTURA;2° DOSE;1962;;;;
FERNANDO PRESTES;1° DOSE;1596;;;;
FERNANDO PRESTES;2° DOSE;941;;;;
FERNANDÓPOLIS;1° DOSE;20718;;;;
FERNANDÓPOLIS;2° DOSE;11481;;;;
FERNÃO;1° DOSE;485;;;;
FERNÃO;2° DOSE;283;;;;
FERRAZ DE VASCONCELOS;1° DOSE;25777;;;;
FERRAZ DE VASCONCELOS;2° DOSE;13510;;;;
FLORA RICA;1° DOSE;650;;;;
FLORA RICA;2° DOSE;356;;;;
FLOREAL;1° DOSE;1024;;;;
FLOREAL;2° DOSE;570;;;;
FLÓRIDA PAULISTA;1° DOSE;2814;;;;
FLÓRIDA PAULISTA;2° DOSE;1515;;;;
FLORÍNEA;1° DOSE;901;;;;
FLORÍNEA;2° DOSE;446;;;;
FRANCA;1° DOSE;71247;;;;
FRANCA;2° DOSE;34455;;;;
FRANCISCO MORATO;1° DOSE;24625;;;;
FRANCISCO MORATO;2° DOSE;10345;;;;
FRANCO DA ROCHA;1° DOSE;25288;;;;
FRANCO DA ROCHA;2° DOSE;13642;;;;
GABRIEL MONTEIRO;1° DOSE;774;;;;
GABRIEL MONTEIRO;2° DOSE;386;;;;
GÁLIA;1° DOSE;1864;;;;
GÁLIA;2° DOSE;1103;;;;
GARÇA;1° DOSE;10687;;;;
GARÇA;2° DOSE;5518;;;;
GASTÃO VIDIGAL;1° DOSE;930;;;;
GASTÃO VIDIGAL;2° DOSE;520;;;;
GAVIÃO PEIXOTO;1° DOSE;985;;;;
GAVIÃO PEIXOTO;2° DOSE;424;;;;
GENERAL SALGADO;1° DOSE;2993;;;;
GENERAL SALGADO;2° DOSE;1576;;;;
GETULINA;1° DOSE;2254;;;;
GETULINA;2° DOSE;1307;;;;
GLICÉRIO;1° DOSE;962;;;;
GLICÉRIO;2° DOSE;530;;;;
GUAIÇARA;1° DOSE;2156;;;;
GUAIÇARA;2° DOSE;1107;;;;
GUAIMBÊ;1° DOSE;1340;;;;
GUAIMBÊ;2° DOSE;652;;;;
GUAÍRA;1° DOSE;8549;;;;
GUAÍRA;2° DOSE;4250;;;;
GUAPIAÇU;1° DOSE;4005;;;;
GUAPIAÇU;2° DOSE;2175;;;;
GUAPIARA;1° DOSE;3477;;;;
GUAPIARA;2° DOSE;1944;;;;
GUARÁ;1° DOSE;3990;;;;
GUARÁ;2° DOSE;2409;;;;
GUARAÇAÍ;1° DOSE;2211;;;;
GUARAÇAÍ;2° DOSE;1217;;;;
GUARACI;1° DOSE;2161;;;;
GUARACI;2° DOSE;1289;;;;
GUARANI D'OESTE;1° DOSE;578;;;;
GUARANI D'OESTE;2° DOSE;327;;;;
GUARANTÃ;1° DOSE;1341;;;;
GUARANTÃ;2° DOSE;707;;;;
GUARARAPES;1° DOSE;7188;;;;
GUARARAPES;2° DOSE;4078;;;;
GUARAREMA;1° DOSE;6343;;;;
GUARAREMA;2° DOSE;3152;;;;
GUARATINGUETÁ;1° DOSE;28301;;;;
GUARATINGUETÁ;2° DOSE;13689;;;;
GUAREÍ;1° DOSE;2481;;;;
GUAREÍ;2° DOSE;1326;;;;
GUARIBA;1° DOSE;6045;;;;
GUARIBA;2° DOSE;2901;;;;
GUARUJÁ;1° DOSE;53995;;;;
GUARUJÁ;2° DOSE;28622;;;;
GUARULHOS;1° DOSE;181109;;;;
GUARULHOS;2° DOSE;102489;;;;
GUATAPARÁ;1° DOSE;1638;;;;
GUATAPARÁ;2° DOSE;816;;;;
GUZOLÂNDIA;1° DOSE;990;;;;
GUZOLÂNDIA;2° DOSE;530;;;;
HERCULÂNDIA;1° DOSE;1918;;;;
HERCULÂNDIA;2° DOSE;1008;;;;
HOLAMBRA;1° DOSE;2871;;;;
HOLAMBRA;2° DOSE;1369;;;;
HORTOLÂNDIA;1° DOSE;32436;;;;
HORTOLÂNDIA;2° DOSE;17787;;;;
IACANGA;1° DOSE;2551;;;;
IACANGA;2° DOSE;1332;;;;
IACRI;1° DOSE;1576;;;;
IACRI;2° DOSE;841;;;;
IARAS;1° DOSE;1116;;;;
IARAS;2° DOSE;538;;;;
IBATÉ;1° DOSE;5356;;;;
IBATÉ;2° DOSE;2484;;;;
IBIRÁ;1° DOSE;2933;;;;
IBIRÁ;2° DOSE;1570;;;;
IBIRAREMA;1° DOSE;1717;;;;
IBIRAREMA;2° DOSE;923;;;;
IBITINGA;1° DOSE;11695;;;;
IBITINGA;2° DOSE;6263;;;;
IBIÚNA;1° DOSE;15172;;;;
IBIÚNA;2° DOSE;8225;;;;
ICÉM;1° DOSE;1610;;;;
ICÉM;2° DOSE;851;;;;
IEPÊ;1° DOSE;2166;;;;
IEPÊ;2° DOSE;1062;;;;
IGARAÇU DO TIETÊ;1° DOSE;4097;;;;
IGARAÇU DO TIETÊ;2° DOSE;2018;;;;
IGARAPAVA;1° DOSE;6464;;;;
IGARAPAVA;2° DOSE;2925;;;;
IGARATÁ;1° DOSE;2062;;;;
IGARATÁ;2° DOSE;1119;;;;
IGUAPE;1° DOSE;7498;;;;
IGUAPE;2° DOSE;3918;;;;
ILHA COMPRIDA;1° DOSE;3231;;;;
ILHA COMPRIDA;2° DOSE;1511;;;;
ILHA SOLTEIRA;1° DOSE;7160;;;;
ILHA SOLTEIRA;2° DOSE;4017;;;;
ILHABELA;1° DOSE;6808;;;;
ILHABELA;2° DOSE;3152;;;;
INDAIATUBA;1° DOSE;48152;;;;
INDAIATUBA;2° DOSE;25160;;;;
INDIANA;1° DOSE;1451;;;;
INDIANA;2° DOSE;661;;;;
INDIAPORÃ;1° DOSE;1283;;;;
INDIAPORÃ;2° DOSE;699;;;;
INÚBIA PAULISTA;1° DOSE;961;;;;
INÚBIA PAULISTA;2° DOSE;522;;;;
IPAUSSU;1° DOSE;3169;;;;
IPAUSSU;2° DOSE;1615;;;;
IPERÓ;1° DOSE;4501;;;;
IPERÓ;2° DOSE;2282;;;;
IPEÚNA;1° DOSE;1112;;;;
IPEÚNA;2° DOSE;540;;;;
IPIGUÁ;1° DOSE;1218;;;;
IPIGUÁ;2° DOSE;634;;;;
IPORANGA;1° DOSE;1257;;;;
IPORANGA;2° DOSE;712;;;;
IPUÃ;1° DOSE;2737;;;;
IPUÃ;2° DOSE;1407;;;;
IRACEMÁPOLIS;1° DOSE;3959;;;;
IRACEMÁPOLIS;2° DOSE;2172;;;;
IRAPUÃ;1° DOSE;1639;;;;
IRAPUÃ;2° DOSE;901;;;;
IRAPURU;1° DOSE;1716;;;;
IRAPURU;2° DOSE;864;;;;
ITABERÁ;1° DOSE;3947;;;;
ITABERÁ;2° DOSE;1868;;;;
ITAÍ;1° DOSE;4828;;;;
ITAÍ;2° DOSE;2200;;;;
ITAJOBI;1° DOSE;4142;;;;
ITAJOBI;2° DOSE;2247;;;;
ITAJU;1° DOSE;812;;;;
ITAJU;2° DOSE;411;;;;
ITANHAÉM;1° DOSE;25086;;;;
ITANHAÉM;2° DOSE;13417;;;;
ITAOCA;1° DOSE;858;;;;
ITAOCA;2° DOSE;595;;;;
ITAPECERICA DA SERRA;1° DOSE;24886;;;;
ITAPECERICA DA SERRA;2° DOSE;12210;;;;
ITAPETININGA;1° DOSE;31715;;;;
ITAPETININGA;2° DOSE;18149;;;;
ITAPEVA;1° DOSE;18518;;;;
ITAPEVA;2° DOSE;9513;;;;
ITAPEVI;1° DOSE;27662;;;;
ITAPEVI;2° DOSE;14147;;;;
ITAPIRA;1° DOSE;17190;;;;
ITAPIRA;2° DOSE;9676;;;;
ITAPIRAPUÃ PAULISTA;1° DOSE;660;;;;
ITAPIRAPUÃ PAULISTA;2° DOSE;428;;;;
ITÁPOLIS;1° DOSE;9026;;;;
ITÁPOLIS;2° DOSE;5359;;;;
ITAPORANGA;1° DOSE;3465;;;;
ITAPORANGA;2° DOSE;1854;;;;
ITAPUÍ;1° DOSE;2929;;;;
ITAPUÍ;2° DOSE;1276;;;;
ITAPURA;1° DOSE;978;;;;
ITAPURA;2° DOSE;544;;;;
ITAQUAQUECETUBA;1° DOSE;41841;;;;
ITAQUAQUECETUBA;2° DOSE;19512;;;;
ITARARÉ;1° DOSE;9090;;;;
ITARARÉ;2° DOSE;4869;;;;
ITARIRI;1° DOSE;3068;;;;
ITARIRI;2° DOSE;1575;;;;
ITATIBA;1° DOSE;22738;;;;
ITATIBA;2° DOSE;12338;;;;
ITATINGA;1° DOSE;3316;;;;
ITATINGA;2° DOSE;1576;;;;
ITIRAPINA;1° DOSE;2924;;;;
ITIRAPINA;2° DOSE;1542;;;;
ITIRAPUÃ;1° DOSE;1321;;;;
ITIRAPUÃ;2° DOSE;718;;;;
ITOBI;1° DOSE;1739;;;;
ITOBI;2° DOSE;781;;;;
ITU;1° DOSE;34616;;;;
ITU;2° DOSE;16660;;;;
ITUPEVA;1° DOSE;8059;;;;
ITUPEVA;2° DOSE;4081;;;;
ITUVERAVA;1° DOSE;9921;;;;
ITUVERAVA;2° DOSE;5832;;;;
JABORANDI;1° DOSE;1583;;;;
JABORANDI;2° DOSE;877;;;;
JABOTICABAL;1° DOSE;19021;;;;
JABOTICABAL;2° DOSE;9248;;;;
JACAREÍ;1° DOSE;51474;;;;
JACAREÍ;2° DOSE;24185;;;;
JACI;1° DOSE;1654;;;;
JACI;2° DOSE;910;;;;
JACUPIRANGA;1° DOSE;3352;;;;
JACUPIRANGA;2° DOSE;1754;;;;
JAGUARIÚNA;1° DOSE;10495;;;;
JAGUARIÚNA;2° DOSE;5145;;;;
JALES;1° DOSE;13754;;;;
JALES;2° DOSE;7425;;;;
JAMBEIRO;1° DOSE;1185;;;;
JAMBEIRO;2° DOSE;619;;;;
JANDIRA;1° DOSE;15903;;;;
JANDIRA;2° DOSE;7599;;;;
JARDINÓPOLIS;1° DOSE;7982;;;;
JARDINÓPOLIS;2° DOSE;4354;;;;
JARINU;1° DOSE;5411;;;;
JARINU;2° DOSE;2729;;;;
JAÚ;1° DOSE;29180;;;;
JAÚ;2° DOSE;17946;;;;
JERIQUARA;1° DOSE;719;;;;
JERIQUARA;2° DOSE;351;;;;
JOANÓPOLIS;1° DOSE;3177;;;;
JOANÓPOLIS;2° DOSE;1707;;;;
JOÃO RAMALHO;1° DOSE;863;;;;
JOÃO RAMALHO;2° DOSE;389;;;;
JOSÉ BONIFÁCIO;1° DOSE;8430;;;;
JOSÉ BONIFÁCIO;2° DOSE;4360;;;;
JÚLIO MESQUITA;1° DOSE;929;;;;
JÚLIO MESQUITA;2° DOSE;440;;;;
JUMIRIM;1° DOSE;637;;;;
JUMIRIM;2° DOSE;291;;;;
JUNDIAÍ;1° DOSE;92351;;;;
JUNDIAÍ;2° DOSE;46668;;;;
JUNQUEIRÓPOLIS;1° DOSE;4852;;;;
JUNQUEIRÓPOLIS;2° DOSE;2786;;;;
JUQUIÁ;1° DOSE;4029;;;;
JUQUIÁ;2° DOSE;2213;;;;
JUQUITIBA;1° DOSE;5556;;;;
