Município;Dose;Total Doses Aplicadas;;;;
CABREÚVA;1° DOSE;5042;;;;
CABREÚVA;2° DOSE;2311;;;;
CAÇAPAVA;1° DOSE;14081;;;;
CAÇAPAVA;2° DOSE;8599;;;;
CACHOEIRA PAULISTA;1° DOSE;5525;;;;
CACHOEIRA PAULISTA;2° DOSE;3190;;;;
CACONDE;1° DOSE;3375;;;;
CACONDE;2° DOSE;1943;;;;
CAFELÂNDIA;1° DOSE;3132;;;;
CAFELÂNDIA;2° DOSE;1825;;;;
CAIABU;1° DOSE;759;;;;
CAIABU;2° DOSE;428;;;;
CAIEIRAS;1° DOSE;12804;;;;
CAIEIRAS;2° DOSE;6823;;;;
CAIUÁ;1° DOSE;948;;;;
CAIUÁ;2° DOSE;608;;;;
CAJAMAR;1° DOSE;8061;;;;
CAJAMAR;2° DOSE;3360;;;;
CAJATI;1° DOSE;3591;;;;
CAJATI;2° DOSE;2222;;;;
CAJOBI;1° DOSE;1938;;;;
CAJOBI;2° DOSE;1083;;;;
CAJURU;1° DOSE;4227;;;;
CAJURU;2° DOSE;2598;;;;
CAMPINA DO MONTE ALEGRE;1° DOSE;1014;;;;
CAMPINA DO MONTE ALEGRE;2° DOSE;519;;;;
CAMPINAS;1° DOSE;198744;;;;
CAMPINAS;2° DOSE;123513;;;;
CAMPO LIMPO PAULISTA;1° DOSE;10176;;;;
CAMPO LIMPO PAULISTA;2° DOSE;5028;;;;
CAMPOS DO JORDÃO;1° DOSE;7275;;;;
CAMPOS DO JORDÃO;2° DOSE;4093;;;;
CAMPOS NOVOS PAULISTA;1° DOSE;837;;;;
CAMPOS NOVOS PAULISTA;2° DOSE;503;;;;
CANANÉIA;1° DOSE;2210;;;;
CANANÉIA;2° DOSE;1216;;;;
CANAS;1° DOSE;640;;;;
CANAS;2° DOSE;320;;;;
CÂNDIDO MOTA;1° DOSE;5398;;;;
CÂNDIDO MOTA;2° DOSE;3095;;;;
CÂNDIDO RODRIGUES;1° DOSE;677;;;;
CÂNDIDO RODRIGUES;2° DOSE;383;;;;
CANITAR;1° DOSE;593;;;;
CANITAR;2° DOSE;341;;;;
CAPÃO BONITO;1° DOSE;6782;;;;
CAPÃO BONITO;2° DOSE;3805;;;;
CAPELA DO ALTO;1° DOSE;2766;;;;
CAPELA DO ALTO;2° DOSE;1391;;;;
CAPIVARI;1° DOSE;7681;;;;
CAPIVARI;2° DOSE;4205;;;;
CARAGUATATUBA;1° DOSE;15257;;;;
CARAGUATATUBA;2° DOSE;9275;;;;
CARAPICUÍBA;1° DOSE;45368;;;;
CARAPICUÍBA;2° DOSE;23597;;;;
CARDOSO;1° DOSE;2532;;;;
CARDOSO;2° DOSE;1483;;;;
CASA BRANCA;1° DOSE;5155;;;;
CASA BRANCA;2° DOSE;2971;;;;
CÁSSIA DOS COQUEIROS;1° DOSE;597;;;;
CÁSSIA DOS COQUEIROS;2° DOSE;310;;;;
CASTILHO;1° DOSE;3950;;;;
CASTILHO;2° DOSE;1841;;;;
CATANDUVA;1° DOSE;26358;;;;
CATANDUVA;2° DOSE;17278;;;;
CATIGUÁ;1° DOSE;1278;;;;
CATIGUÁ;2° DOSE;716;;;;
CEDRAL;1° DOSE;2089;;;;
CEDRAL;2° DOSE;1197;;;;
CERQUEIRA CÉSAR;1° DOSE;3269;;;;
CERQUEIRA CÉSAR;2° DOSE;1857;;;;
CERQUILHO;1° DOSE;6893;;;;
CERQUILHO;2° DOSE;3637;;;;
CESÁRIO LANGE;1° DOSE;2426;;;;
CESÁRIO LANGE;2° DOSE;1421;;;;
CHARQUEADA;1° DOSE;2259;;;;
CHARQUEADA;2° DOSE;1436;;;;
CHAVANTES;1° DOSE;2118;;;;
CHAVANTES;2° DOSE;1113;;;;
CLEMENTINA;1° DOSE;1147;;;;
CLEMENTINA;2° DOSE;644;;;;
COLINA;1° DOSE;3234;;;;
COLINA;2° DOSE;1747;;;;
COLÔMBIA;1° DOSE;1070;;;;
COLÔMBIA;2° DOSE;659;;;;
CONCHAL;1° DOSE;3689;;;;
CONCHAL;2° DOSE;2141;;;;
CONCHAS;1° DOSE;3163;;;;
CONCHAS;2° DOSE;1627;;;;
CORDEIRÓPOLIS;1° DOSE;3291;;;;
CORDEIRÓPOLIS;2° DOSE;1698;;;;
COROADOS;1° DOSE;929;;;;
COROADOS;2° DOSE;525;;;;
CORONEL MACEDO;1° DOSE;916;;;;
CORONEL MACEDO;2° DOSE;552;;;;
CORUMBATAÍ;1° DOSE;681;;;;
CORUMBATAÍ;2° DOSE;471;;;;
COSMÓPOLIS;1° DOSE;7859;;;;
COSMÓPOLIS;2° DOSE;4054;;;;
COSMORAMA;1° DOSE;1646;;;;
COSMORAMA;2° DOSE;1013;;;;
COTIA;1° DOSE;29505;;;;
COTIA;2° DOSE;13489;;;;
CRAVINHOS;1° DOSE;4979;;;;
CRAVINHOS;2° DOSE;2731;;;;
CRISTAIS PAULISTA;1° DOSE;1353;;;;
CRISTAIS PAULISTA;2° DOSE;786;;;;
CRUZÁLIA;1° DOSE;487;;;;
CRUZÁLIA;2° DOSE;233;;;;
CRUZEIRO;1° DOSE;13315;;;;
CRUZEIRO;2° DOSE;7259;;;;
CUBATÃO;1° DOSE;15506;;;;
CUBATÃO;2° DOSE;8521;;;;
CUNHA;1° DOSE;3878;;;;
CUNHA;2° DOSE;2168;;;;
DESCALVADO;1° DOSE;6837;;;;
DESCALVADO;2° DOSE;4386;;;;
DIADEMA;1° DOSE;51472;;;;
DIADEMA;2° DOSE;23807;;;;
DIRCE REIS;1° DOSE;404;;;;
DIRCE REIS;2° DOSE;251;;;;
DIVINOLÂNDIA;1° DOSE;2758;;;;
DIVINOLÂNDIA;2° DOSE;1759;;;;
DOBRADA;1° DOSE;1013;;;;
DOBRADA;2° DOSE;482;;;;
DOIS CÓRREGOS;1° DOSE;4355;;;;
DOIS CÓRREGOS;2° DOSE;2534;;;;
DOLCINÓPOLIS;1° DOSE;522;;;;
DOLCINÓPOLIS;2° DOSE;314;;;;
DOURADO;1° DOSE;1790;;;;
DOURADO;2° DOSE;1060;;;;
DRACENA;1° DOSE;10582;;;;
DRACENA;2° DOSE;6061;;;;
DUARTINA;1° DOSE;2981;;;;
DUARTINA;2° DOSE;1771;;;;
DUMONT;1° DOSE;1331;;;;
DUMONT;2° DOSE;721;;;;
ECHAPORÃ;1° DOSE;1290;;;;
ECHAPORÃ;2° DOSE;807;;;;
ELDORADO;1° DOSE;3952;;;;
ELDORADO;2° DOSE;2180;;;;
ELIAS FAUSTO;1° DOSE;2298;;;;
ELIAS FAUSTO;2° DOSE;1256;;;;
ELISIÁRIO;1° DOSE;606;;;;
ELISIÁRIO;2° DOSE;391;;;;
EMBAÚBA;1° DOSE;476;;;;
EMBAÚBA;2° DOSE;276;;;;
EMBU DAS ARTES;1° DOSE;28846;;;;
EMBU DAS ARTES;2° DOSE;14404;;;;
EMBU-GUAÇU;1° DOSE;7498;;;;
EMBU-GUAÇU;2° DOSE;5112;;;;
EMILIANÓPOLIS;1° DOSE;686;;;;
EMILIANÓPOLIS;2° DOSE;443;;;;
ENGENHEIRO COELHO;1° DOSE;2095;;;;
ENGENHEIRO COELHO;2° DOSE;1242;;;;
ESPÍRITO SANTO DO PINHAL;1° DOSE;8539;;;;
ESPÍRITO SANTO DO PINHAL;2° DOSE;4989;;;;
ESPÍRITO SANTO DO TURVO;1° DOSE;636;;;;
ESPÍRITO SANTO DO TURVO;2° DOSE;334;;;;
ESTIVA GERBI;1° DOSE;1583;;;;
ESTIVA GERBI;2° DOSE;765;;;;
ESTRELA DO NORTE;1° DOSE;488;;;;
ESTRELA DO NORTE;2° DOSE;269;;;;
ESTRELA D'OESTE;1° DOSE;1837;;;;
ESTRELA D'OESTE;2° DOSE;1137;;;;
EUCLIDES DA CUNHA PAULISTA;1° DOSE;1353;;;;
EUCLIDES DA CUNHA PAULISTA;2° DOSE;684;;;;
FARTURA;1° DOSE;2967;;;;
FARTURA;2° DOSE;1780;;;;
FERNANDO PRESTES;1° DOSE;1346;;;;
FERNANDO PRESTES;2° DOSE;808;;;;
FERNANDÓPOLIS;1° DOSE;16158;;;;
FERNANDÓPOLIS;2° DOSE;9638;;;;
FERNÃO;1° DOSE;375;;;;
FERNÃO;2° DOSE;237;;;;
FERRAZ DE VASCONCELOS;1° DOSE;19235;;;;
FERRAZ DE VASCONCELOS;2° DOSE;11007;;;;
FLORA RICA;1° DOSE;503;;;;
FLORA RICA;2° DOSE;324;;;;
FLOREAL;1° DOSE;840;;;;
FLOREAL;2° DOSE;509;;;;
FLÓRIDA PAULISTA;1° DOSE;2199;;;;
FLÓRIDA PAULISTA;2° DOSE;1289;;;;
FLORÍNEA;1° DOSE;660;;;;
FLORÍNEA;2° DOSE;393;;;;
FRANCA;1° DOSE;53884;;;;
FRANCA;2° DOSE;31476;;;;
FRANCISCO MORATO;1° DOSE;17824;;;;
FRANCISCO MORATO;2° DOSE;8864;;;;
FRANCO DA ROCHA;1° DOSE;20185;;;;
FRANCO DA ROCHA;2° DOSE;10624;;;;
GABRIEL MONTEIRO;1° DOSE;579;;;;
GABRIEL MONTEIRO;2° DOSE;330;;;;
GÁLIA;1° DOSE;1501;;;;
GÁLIA;2° DOSE;950;;;;
GARÇA;1° DOSE;8745;;;;
GARÇA;2° DOSE;4857;;;;
GASTÃO VIDIGAL;1° DOSE;736;;;;
GASTÃO VIDIGAL;2° DOSE;470;;;;
GAVIÃO PEIXOTO;1° DOSE;747;;;;
GAVIÃO PEIXOTO;2° DOSE;355;;;;
GENERAL SALGADO;1° DOSE;2311;;;;
GENERAL SALGADO;2° DOSE;1414;;;;
GETULINA;1° DOSE;1815;;;;
GETULINA;2° DOSE;1206;;;;
GLICÉRIO;1° DOSE;767;;;;
GLICÉRIO;2° DOSE;481;;;;
GUAIÇARA;1° DOSE;1687;;;;
GUAIÇARA;2° DOSE;881;;;;
GUAIMBÊ;1° DOSE;1037;;;;
GUAIMBÊ;2° DOSE;615;;;;
GUAÍRA;1° DOSE;6551;;;;
GUAÍRA;2° DOSE;3961;;;;
GUAPIAÇU;1° DOSE;3262;;;;
GUAPIAÇU;2° DOSE;1944;;;;
GUAPIARA;1° DOSE;2797;;;;
GUAPIARA;2° DOSE;1616;;;;
GUARÁ;1° DOSE;3134;;;;
GUARÁ;2° DOSE;2161;;;;
GUARAÇAÍ;1° DOSE;1794;;;;
GUARAÇAÍ;2° DOSE;1017;;;;
GUARACI;1° DOSE;1670;;;;
GUARACI;2° DOSE;1141;;;;
GUARANI D'OESTE;1° DOSE;414;;;;
GUARANI D'OESTE;2° DOSE;260;;;;
GUARANTÃ;1° DOSE;1085;;;;
GUARANTÃ;2° DOSE;661;;;;
GUARARAPES;1° DOSE;5669;;;;
GUARARAPES;2° DOSE;3506;;;;
GUARAREMA;1° DOSE;4745;;;;
GUARAREMA;2° DOSE;2829;;;;
GUARATINGUETÁ;1° DOSE;20245;;;;
GUARATINGUETÁ;2° DOSE;10784;;;;
GUAREÍ;1° DOSE;1924;;;;
GUAREÍ;2° DOSE;1119;;;;
GUARIBA;1° DOSE;4566;;;;
GUARIBA;2° DOSE;2599;;;;
GUARUJÁ;1° DOSE;43888;;;;
GUARUJÁ;2° DOSE;20933;;;;
GUARULHOS;1° DOSE;137086;;;;
GUARULHOS;2° DOSE;79138;;;;
GUATAPARÁ;1° DOSE;1305;;;;
GUATAPARÁ;2° DOSE;732;;;;
GUZOLÂNDIA;1° DOSE;764;;;;
GUZOLÂNDIA;2° DOSE;460;;;;
HERCULÂNDIA;1° DOSE;1440;;;;
HERCULÂNDIA;2° DOSE;802;;;;
HOLAMBRA;1° DOSE;2052;;;;
HOLAMBRA;2° DOSE;1153;;;;
HORTOLÂNDIA;1° DOSE;26598;;;;
HORTOLÂNDIA;2° DOSE;11100;;;;
IACANGA;1° DOSE;2091;;;;
IACANGA;2° DOSE;1133;;;;
IACRI;1° DOSE;1230;;;;
IACRI;2° DOSE;737;;;;
IARAS;1° DOSE;895;;;;
IARAS;2° DOSE;443;;;;
IBATÉ;1° DOSE;4015;;;;
IBATÉ;2° DOSE;2145;;;;
IBIRÁ;1° DOSE;2384;;;;
IBIRÁ;2° DOSE;1429;;;;
IBIRAREMA;1° DOSE;1243;;;;
IBIRAREMA;2° DOSE;834;;;;
IBITINGA;1° DOSE;9399;;;;
IBITINGA;2° DOSE;5429;;;;
IBIÚNA;1° DOSE;12272;;;;
IBIÚNA;2° DOSE;6385;;;;
ICÉM;1° DOSE;1326;;;;
ICÉM;2° DOSE;726;;;;
IEPÊ;1° DOSE;1616;;;;
IEPÊ;2° DOSE;1008;;;;
IGARAÇU DO TIETÊ;1° DOSE;3066;;;;
IGARAÇU DO TIETÊ;2° DOSE;1569;;;;
IGARAPAVA;1° DOSE;4484;;;;
IGARAPAVA;2° DOSE;2552;;;;
IGARATÁ;1° DOSE;1638;;;;
IGARATÁ;2° DOSE;1025;;;;
IGUAPE;1° DOSE;5674;;;;
IGUAPE;2° DOSE;3549;;;;
ILHA COMPRIDA;1° DOSE;2262;;;;
ILHA COMPRIDA;2° DOSE;1360;;;;
ILHA SOLTEIRA;1° DOSE;5695;;;;
ILHA SOLTEIRA;2° DOSE;3575;;;;
ILHABELA;1° DOSE;4540;;;;
ILHABELA;2° DOSE;2691;;;;
INDAIATUBA;1° DOSE;36036;;;;
INDAIATUBA;2° DOSE;23685;;;;
INDIANA;1° DOSE;1056;;;;
INDIANA;2° DOSE;544;;;;
INDIAPORÃ;1° DOSE;1010;;;;
INDIAPORÃ;2° DOSE;669;;;;
INÚBIA PAULISTA;1° DOSE;751;;;;
INÚBIA PAULISTA;2° DOSE;456;;;;
IPAUSSU;1° DOSE;2309;;;;
IPAUSSU;2° DOSE;1382;;;;
IPERÓ;1° DOSE;3362;;;;
IPERÓ;2° DOSE;2028;;;;
IPEÚNA;1° DOSE;805;;;;
IPEÚNA;2° DOSE;466;;;;
IPIGUÁ;1° DOSE;913;;;;
IPIGUÁ;2° DOSE;591;;;;
IPORANGA;1° DOSE;938;;;;
IPORANGA;2° DOSE;635;;;;
IPUÃ;1° DOSE;2143;;;;
IPUÃ;2° DOSE;1264;;;;
IRACEMÁPOLIS;1° DOSE;3087;;;;
IRACEMÁPOLIS;2° DOSE;1907;;;;
IRAPUÃ;1° DOSE;1316;;;;
IRAPUÃ;2° DOSE;796;;;;
IRAPURU;1° DOSE;1411;;;;
IRAPURU;2° DOSE;795;;;;
ITABERÁ;1° DOSE;2960;;;;
ITABERÁ;2° DOSE;1715;;;;
ITAÍ;1° DOSE;3581;;;;
ITAÍ;2° DOSE;1882;;;;
ITAJOBI;1° DOSE;3344;;;;
ITAJOBI;2° DOSE;2041;;;;
ITAJU;1° DOSE;675;;;;
ITAJU;2° DOSE;384;;;;
ITANHAÉM;1° DOSE;17901;;;;
ITANHAÉM;2° DOSE;11911;;;;
ITAOCA;1° DOSE;651;;;;
ITAOCA;2° DOSE;535;;;;
ITAPECERICA DA SERRA;1° DOSE;18332;;;;
ITAPECERICA DA SERRA;2° DOSE;10000;;;;
ITAPETININGA;1° DOSE;25336;;;;
ITAPETININGA;2° DOSE;15436;;;;
ITAPEVA;1° DOSE;14119;;;;
ITAPEVA;2° DOSE;8332;;;;
ITAPEVI;1° DOSE;19850;;;;
ITAPEVI;2° DOSE;12106;;;;
ITAPIRA;1° DOSE;14174;;;;
ITAPIRA;2° DOSE;8636;;;;
ITAPIRAPUÃ PAULISTA;1° DOSE;563;;;;
ITAPIRAPUÃ PAULISTA;2° DOSE;348;;;;
ITÁPOLIS;1° DOSE;7644;;;;
ITÁPOLIS;2° DOSE;4396;;;;
ITAPORANGA;1° DOSE;2813;;;;
ITAPORANGA;2° DOSE;1478;;;;
ITAPUÍ;1° DOSE;2034;;;;
ITAPUÍ;2° DOSE;1169;;;;
ITAPURA;1° DOSE;776;;;;
ITAPURA;2° DOSE;454;;;;
ITAQUAQUECETUBA;1° DOSE;30130;;;;
ITAQUAQUECETUBA;2° DOSE;15928;;;;
ITARARÉ;1° DOSE;7457;;;;
ITARARÉ;2° DOSE;4047;;;;
ITARIRI;1° DOSE;2370;;;;
ITARIRI;2° DOSE;1417;;;;
ITATIBA;1° DOSE;17706;;;;
ITATIBA;2° DOSE;10893;;;;
ITATINGA;1° DOSE;2474;;;;
ITATINGA;2° DOSE;1405;;;;
ITIRAPINA;1° DOSE;2195;;;;
ITIRAPINA;2° DOSE;1408;;;;
ITIRAPUÃ;1° DOSE;1169;;;;
ITIRAPUÃ;2° DOSE;590;;;;
ITOBI;1° DOSE;1550;;;;
ITOBI;2° DOSE;726;;;;
ITU;1° DOSE;25980;;;;
ITU;2° DOSE;15103;;;;
ITUPEVA;1° DOSE;6386;;;;
ITUPEVA;2° DOSE;3346;;;;
ITUVERAVA;1° DOSE;8205;;;;
ITUVERAVA;2° DOSE;4647;;;;
JABORANDI;1° DOSE;1172;;;;
JABORANDI;2° DOSE;705;;;;
JABOTICABAL;1° DOSE;13499;;;;
JABOTICABAL;2° DOSE;8005;;;;
JACAREÍ;1° DOSE;36849;;;;
JACAREÍ;2° DOSE;22210;;;;
JACI;1° DOSE;1192;;;;
JACI;2° DOSE;801;;;;
JACUPIRANGA;1° DOSE;2503;;;;
JACUPIRANGA;2° DOSE;1494;;;;
JAGUARIÚNA;1° DOSE;7878;;;;
JAGUARIÚNA;2° DOSE;4436;;;;
JALES;1° DOSE;11230;;;;
JALES;2° DOSE;6269;;;;
JAMBEIRO;1° DOSE;995;;;;
JAMBEIRO;2° DOSE;526;;;;
JANDIRA;1° DOSE;11943;;;;
JANDIRA;2° DOSE;6104;;;;
JARDINÓPOLIS;1° DOSE;6329;;;;
JARDINÓPOLIS;2° DOSE;3835;;;;
JARINU;1° DOSE;4043;;;;
JARINU;2° DOSE;1872;;;;
JAÚ;1° DOSE;26236;;;;
JAÚ;2° DOSE;15873;;;;
JERIQUARA;1° DOSE;520;;;;
JERIQUARA;2° DOSE;317;;;;
JOANÓPOLIS;1° DOSE;2545;;;;
JOANÓPOLIS;2° DOSE;1476;;;;
JOÃO RAMALHO;1° DOSE;630;;;;
JOÃO RAMALHO;2° DOSE;362;;;;
JOSÉ BONIFÁCIO;1° DOSE;6052;;;;
JOSÉ BONIFÁCIO;2° DOSE;3665;;;;
JÚLIO MESQUITA;1° DOSE;730;;;;
JÚLIO MESQUITA;2° DOSE;402;;;;
JUMIRIM;1° DOSE;485;;;;
JUMIRIM;2° DOSE;263;;;;
JUNDIAÍ;1° DOSE;71023;;;;
JUNDIAÍ;2° DOSE;41912;;;;
JUNQUEIRÓPOLIS;1° DOSE;3948;;;;
JUNQUEIRÓPOLIS;2° DOSE;2326;;;;
JUQUIÁ;1° DOSE;3181;;;;
JUQUIÁ;2° DOSE;1931;;;;
JUQUITIBA;1° DOSE;4557;;;;
JUQUITIBA;2° DOSE;2613;;;;
