Ds Município;Dose;Contagem de Id Vacinacao
VISTA ALEGRE DO ALTO;2° DOSE;251
INDIAPORÃ;2° DOSE;239
GUARANTÃ;2° DOSE;265
RAFARD;2° DOSE;210
INDIANA;2° DOSE;255
GUATAPARÁ;2° DOSE;227
SILVEIRAS;2° DOSE;266
AMÉRICO DE CAMPOS;2° DOSE;190
TAPIRAÍ;2° DOSE;223
SANTO ANTÔNIO DO PINHAL;2° DOSE;271
ALFREDO MARCONDES;2° DOSE;263
LAGOINHA;2° DOSE;270
APARECIDA D'OESTE;2° DOSE;285
SALTO GRANDE;2° DOSE;119
SANTA CRUZ DA CONCEIÇÃO;2° DOSE;268
SANTO ANTÔNIO DO JARDIM;2° DOSE;235
CATIGUÁ;2° DOSE;196
JABORANDI;2° DOSE;287
SALES;2° DOSE;256
IPORANGA;2° DOSE;396
IACRI;2° DOSE;255
ITOBI;2° DOSE;265
BRAÚNA;2° DOSE;334
MENDONÇA;2° DOSE;324
DUMONT;2° DOSE;271
PEREIRAS;2° DOSE;204
REGINÓPOLIS;2° DOSE;259
PARAÍSO;2° DOSE;309
TAIAÇU;2° DOSE;298
TRÊS FRONTEIRAS;2° DOSE;274
QUINTANA;2° DOSE;307
EUCLIDES DA CUNHA PAULISTA;2° DOSE;259
ÁGUAS DE SÃO PEDRO;2° DOSE;275
ESTIVA GERBI;2° DOSE;245
RIOLÂNDIA;2° DOSE;235
SANTO ANTÔNIO DO ARACANGUÁ;2° DOSE;281
CRISTAIS PAULISTA;2° DOSE;231
IRAPURU;2° DOSE;200
SÃO PEDRO DO TURVO;2° DOSE;222
ECHAPORÃ;2° DOSE;366
LINDÓIA;2° DOSE;270
VARGEM;2° DOSE;245
IRAPUÃ;2° DOSE;323
NOVA ALIANÇA;2° DOSE;327
SARAPUÍ;2° DOSE;198
QUELUZ;2° DOSE;291
TUIUTI;2° DOSE;206
NUPORANGA;2° DOSE;280
POLONI;2° DOSE;303
LUÍS ANTÔNIO;2° DOSE;300
IBIRAREMA;2° DOSE;326
ORIENTE;2° DOSE;239
AVANHANDAVA;2° DOSE;256
ICÉM;2° DOSE;262
SALTINHO;2° DOSE;285
TAIÚVA;2° DOSE;324
NATIVIDADE DA SERRA;2° DOSE;355
NOVA EUROPA;2° DOSE;241
SANTA ALBERTINA;2° DOSE;292
SANTO ANTÔNIO DA ALEGRIA;2° DOSE;311
JACI;2° DOSE;348
GUAIÇARA;2° DOSE;255
HERCULÂNDIA;2° DOSE;282
FERNANDO PRESTES;2° DOSE;365
SUD MENNUCCI;2° DOSE;342
PIQUETE;2° DOSE;272
ROSEIRA;2° DOSE;339
MONTE ALEGRE DO SUL;2° DOSE;279
RINÓPOLIS;2° DOSE;432
AVAÍ;2° DOSE;522
GÁLIA;2° DOSE;351
COSMORAMA;2° DOSE;294
RINCÃO;2° DOSE;344
AREALVA;2° DOSE;277
SERRA AZUL;2° DOSE;473
MANDURI;2° DOSE;334
TAGUAÍ;2° DOSE;298
IGARATÁ;2° DOSE;332
BOFETE;2° DOSE;282
PEDRO DE TOLEDO;2° DOSE;355
ÁGUAS DA PRATA;2° DOSE;286
ARIRANHA;2° DOSE;403
IEPÊ;2° DOSE;417
DOURADO;2° DOSE;365
PAULO DE FARIA;2° DOSE;442
GETULINA;2° DOSE;435
BOCAINA;2° DOSE;340
OURO VERDE;2° DOSE;452
HOLAMBRA;2° DOSE;329
MACAUBAL;2° DOSE;430
VALENTIM GENTIL;2° DOSE;349
GUAREÍ;2° DOSE;327
PORANGABA;2° DOSE;279
TERRA ROXA;2° DOSE;456
MINEIROS DO TIETÊ;2° DOSE;329
BILAC;2° DOSE;392
SÃO LOURENÇO DA SERRA;2° DOSE;308
SEVERÍNIA;2° DOSE;436
RIBEIRÃO BRANCO;2° DOSE;319
ALUMÍNIO;2° DOSE;335
TARUMÃ;2° DOSE;452
SETE BARRAS;2° DOSE;405
BOA ESPERANÇA DO SUL;2° DOSE;399
IACANGA;2° DOSE;391
GUARAÇAÍ;2° DOSE;438
GUARACI;2° DOSE;463
ESTRELA D'OESTE;2° DOSE;444
ILHA COMPRIDA;2° DOSE;332
PIRAPORA DO BOM JESUS;2° DOSE;522
OUROESTE;2° DOSE;491
TORRINHA;2° DOSE;390
ITAPUÍ;2° DOSE;437
CHAVANTES;2° DOSE;375
PRADÓPOLIS;2° DOSE;342
BURI;2° DOSE;288
SÃO BENTO DO SAPUCAÍ;2° DOSE;436
ELIAS FAUSTO;2° DOSE;397
ARAÇARIGUAMA;2° DOSE;320
CAJOBI;2° DOSE;492
SÃO SEBASTIÃO DA GRAMA;2° DOSE;406
CAPELA DO ALTO;2° DOSE;343
RIBEIRÃO BONITO;2° DOSE;456
BÁLSAMO;2° DOSE;481
IPUÃ;2° DOSE;445
CHARQUEADA;2° DOSE;439
MORUNGABA;2° DOSE;396
BANANAL;2° DOSE;463
SÃO LUIZ DO PARAITINGA;2° DOSE;449
ENGENHEIRO COELHO;2° DOSE;510
CANANÉIA;2° DOSE;456
SALES OLIVEIRA;2° DOSE;490
CARDOSO;2° DOSE;389
BARRA DO TURVO;2° DOSE;595
PIRANGI;2° DOSE;461
MARACAÍ;2° DOSE;512
QUATÁ;2° DOSE;514
TAPIRATIBA;2° DOSE;524
URÂNIA;2° DOSE;528
ITATINGA;2° DOSE;371
PALMEIRA D'OESTE;2° DOSE;537
POTIM;2° DOSE;658
PANORAMA;2° DOSE;442
ITARIRI;2° DOSE;505
FLÓRIDA PAULISTA;2° DOSE;525
PARAPUÃ;2° DOSE;489
PATROCÍNIO PAULISTA;2° DOSE;542
IPAUSSU;2° DOSE;466
UCHOA;2° DOSE;514
CESÁRIO LANGE;2° DOSE;485
SANTA BRANCA;2° DOSE;471
JACUPIRANGA;2° DOSE;539
ITIRAPINA;2° DOSE;513
SÃO SIMÃO;2° DOSE;497
GENERAL SALGADO;2° DOSE;498
GUAPIARA;2° DOSE;380
TABATINGA;2° DOSE;461
SANTA GERTRUDES;2° DOSE;542
PALESTINA;2° DOSE;421
NEVES PAULISTA;2° DOSE;542
VERA CRUZ;2° DOSE;506
BADY BASSITT;2° DOSE;779
JOANÓPOLIS;2° DOSE;499
TABAPUÃ;2° DOSE;581
PEDREGULHO;2° DOSE;519
CEDRAL;2° DOSE;551
SALESÓPOLIS;2° DOSE;457
PINHALZINHO;2° DOSE;366
PACAEMBU;2° DOSE;482
ITAPORANGA;2° DOSE;501
BERNARDINO DE CAMPOS;2° DOSE;565
CAFELÂNDIA;2° DOSE;388
PARANAPANEMA;2° DOSE;518
IBIRÁ;2° DOSE;569
NAZARÉ PAULISTA;2° DOSE;439
MACATUBA;2° DOSE;602
IGARAÇU DO TIETÊ;2° DOSE;514
URUPÊS;2° DOSE;614
PARAIBUNA;2° DOSE;455
BORBOREMA;2° DOSE;517
NHANDEARA;2° DOSE;600
BOM JESUS DOS PERDÕES;2° DOSE;431
AURIFLAMA;2° DOSE;543
VIRADOURO;2° DOSE;488
COLINA;2° DOSE;578
PIRATININGA;2° DOSE;681
ITABERÁ;2° DOSE;605
MIRACATU;2° DOSE;595
JUQUIÁ;2° DOSE;471
ALTINÓPOLIS;2° DOSE;582
FARTURA;2° DOSE;539
DUARTINA;2° DOSE;612
GUAPIAÇU;2° DOSE;700
SANTA ADÉLIA;2° DOSE;719
CONCHAS;2° DOSE;615
BURITAMA;2° DOSE;663
DIVINOLÂNDIA;2° DOSE;640
IRACEMÁPOLIS;2° DOSE;714
CACONDE;2° DOSE;477
IPERÓ;2° DOSE;632
CASTILHO;2° DOSE;642
CERQUEIRA CÉSAR;2° DOSE;625
SANTO ANTÔNIO DE POSSE;2° DOSE;689
TEODORO SAMPAIO;2° DOSE;572
MIRANTE DO PARANAPANEMA;2° DOSE;617
MIGUELÓPOLIS;2° DOSE;588
ITAÍ;2° DOSE;614
REGENTE FEIJÓ;2° DOSE;621
MONTE AZUL PAULISTA;2° DOSE;702
BARRINHA;2° DOSE;715
CORDEIRÓPOLIS;2° DOSE;610
PINDORAMA;2° DOSE;755
ANGATUBA;2° DOSE;635
SANTA ROSA DE VITERBO;2° DOSE;563
POTIRENDABA;2° DOSE;732
ÁGUAS DE LINDÓIA;2° DOSE;617
ITAJOBI;2° DOSE;751
SERRANA;2° DOSE;1075
CONCHAL;2° DOSE;778
APIAÍ;2° DOSE;715
ROSANA;2° DOSE;709
CAJATI;2° DOSE;706
GUARÁ;2° DOSE;745
CUNHA;2° DOSE;697
NOVA GRANADA;2° DOSE;846
PIRAJUÍ;2° DOSE;650
PRESIDENTE BERNARDES;2° DOSE;758
CAJURU;2° DOSE;810
BASTOS;2° DOSE;827
VALPARAÍSO;2° DOSE;823
BROTAS;2° DOSE;812
JARINU;2° DOSE;700
IBATÉ;2° DOSE;827
TUPI PAULISTA;2° DOSE;833
TAMBAÚ;2° DOSE;870
PIRAPOZINHO;2° DOSE;732
BIRITIBA MIRIM;2° DOSE;727
CRAVINHOS;2° DOSE;692
LUCÉLIA;2° DOSE;937
ORLÂNDIA;2° DOSE;1089
JUNQUEIRÓPOLIS;2° DOSE;761
CABREÚVA;2° DOSE;847
RIO DAS PEDRAS;2° DOSE;878
TAQUARITUBA;2° DOSE;867
BRODOWSKI;2° DOSE;1064
RIO GRANDE DA SERRA;2° DOSE;1022
PONTAL;2° DOSE;946
ÁLVARES MACHADO;2° DOSE;819
MORRO AGUDO;2° DOSE;983
SANTO ANASTÁCIO;2° DOSE;859
GUARIBA;2° DOSE;1030
PIRACAIA;2° DOSE;855
IGARAPAVA;2° DOSE;922
JUQUITIBA;2° DOSE;948
ARAÇOIABA DA SERRA;2° DOSE;737
GUARAREMA;2° DOSE;820
PILAR DO SUL;2° DOSE;748
DOIS CÓRREGOS;2° DOSE;970
PITANGUEIRAS;2° DOSE;1096
ILHABELA;2° DOSE;1109
MARTINÓPOLIS;2° DOSE;925
SÃO MIGUEL ARCANJO;2° DOSE;995
POMPÉIA;2° DOSE;1046
PALMITAL;2° DOSE;964
LOUVEIRA;2° DOSE;977
LARANJAL PAULISTA;2° DOSE;955
PEREIRA BARRETO;2° DOSE;1001
JARDINÓPOLIS;2° DOSE;1051
PARIQUERA-AÇU;2° DOSE;1284
SANTA CRUZ DAS PALMEIRAS;2° DOSE;1084
MONTE APRAZÍVEL;2° DOSE;1070
VARGEM GRANDE PAULISTA;2° DOSE;1053
ELDORADO;2° DOSE;1516
APARECIDA;2° DOSE;1137
PIEDADE;2° DOSE;464
AGUAÍ;2° DOSE;1093
CERQUILHO;2° DOSE;948
ITUPEVA;2° DOSE;1074
CASA BRANCA;2° DOSE;1185
CACHOEIRA PAULISTA;2° DOSE;990
RANCHARIA;2° DOSE;1225
TANABI;2° DOSE;1254
CÂNDIDO MOTA;2° DOSE;1180
IGUAPE;2° DOSE;1220
ILHA SOLTEIRA;2° DOSE;1220
SÃO MANUEL;2° DOSE;964
MIRANDÓPOLIS;2° DOSE;1407
GUARARAPES;2° DOSE;1307
SÃO PEDRO;2° DOSE;955
PIRAJU;2° DOSE;1161
SERRA NEGRA;2° DOSE;1166
AMÉRICO BRASILIENSE;2° DOSE;1590
JOSÉ BONIFÁCIO;2° DOSE;1424
PARAGUAÇU PAULISTA;2° DOSE;1404
GUAÍRA;2° DOSE;1412
PROMISSÃO;2° DOSE;1346
CAPÃO BONITO;2° DOSE;1014
TIETÊ;2° DOSE;1162
ITARARÉ;2° DOSE;1032
MAIRINQUE;2° DOSE;1120
COSMÓPOLIS;2° DOSE;1115
PEDERNEIRAS;2° DOSE;1300
BOITUVA;2° DOSE;1246
NOVA ODESSA;2° DOSE;1027
SANTA RITA DO PASSA QUATRO;2° DOSE;1405
MONTE MOR;2° DOSE;1237
BARIRI;2° DOSE;1398
SALTO DE PIRAPORA;2° DOSE;1404
PRESIDENTE EPITÁCIO;2° DOSE;1319
ITUVERAVA;2° DOSE;1373
ARTUR NOGUEIRA;2° DOSE;1397
BARRA BONITA;2° DOSE;1472
CAMPOS DO JORDÃO;2° DOSE;1510
DESCALVADO;2° DOSE;1591
JAGUARIÚNA;2° DOSE;1525
AGUDOS;2° DOSE;1609
SANTA ISABEL;2° DOSE;1363
BERTIOGA;2° DOSE;1655
OSVALDO CRUZ;2° DOSE;1736
PORTO FELIZ;2° DOSE;1294
PEDREIRA;2° DOSE;1687
NOVO HORIZONTE;2° DOSE;1712
TREMEMBÉ;2° DOSE;1979
CAJAMAR;2° DOSE;1482
CAPIVARI;2° DOSE;1662
SOCORRO;2° DOSE;1195
BATATAIS;2° DOSE;1860
CAMPO LIMPO PAULISTA;2° DOSE;1604
ITÁPOLIS;2° DOSE;1725
SANTA CRUZ DO RIO PARDO;2° DOSE;1799
MONGAGUÁ;2° DOSE;1251
SANTA FÉ DO SUL;2° DOSE;2053
SÃO JOAQUIM DA BARRA;2° DOSE;2119
ESPÍRITO SANTO DO PINHAL;2° DOSE;2001
IBIÚNA;2° DOSE;1876
ADAMANTINA;2° DOSE;2161
VARGEM GRANDE DO SUL;2° DOSE;2652
GARÇA;2° DOSE;2045
PORTO FERREIRA;2° DOSE;1633
EMBU-GUAÇU;2° DOSE;2253
PRESIDENTE VENCESLAU;2° DOSE;1985
MONTE ALTO;2° DOSE;2017
LENÇÓIS PAULISTA;2° DOSE;1893
ARUJÁ;2° DOSE;1970
JANDIRA;2° DOSE;2143
VÁRZEA PAULISTA;2° DOSE;1664
IBITINGA;2° DOSE;1858
MIRASSOL;2° DOSE;1995
SÃO SEBASTIÃO;2° DOSE;2319
OLÍMPIA;2° DOSE;2209
CRUZEIRO;2° DOSE;2207
SÃO JOSÉ DO RIO PARDO;2° DOSE;1914
VOTORANTIM;2° DOSE;2513
REGISTRO;2° DOSE;2550
TAQUARITINGA;2° DOSE;2351
POÁ;2° DOSE;2919
MAIRIPORÃ;2° DOSE;2128
PERUÍBE;2° DOSE;1797
ANDRADINA;2° DOSE;2410
CAIEIRAS;2° DOSE;2122
VINHEDO;2° DOSE;2644
JALES;2° DOSE;2429
UBATUBA;2° DOSE;2670
DRACENA;2° DOSE;2902
SÃO ROQUE;2° DOSE;2374
BEBEDOURO;2° DOSE;2263
PAULÍNIA;2° DOSE;2555
ITAPIRA;2° DOSE;2713
PENÁPOLIS;2° DOSE;2807
MATÃO;2° DOSE;2519
AMPARO;2° DOSE;2609
MOCOCA;2° DOSE;2679
SANTANA DE PARNAÍBA;2° DOSE;2502
JABOTICABAL;2° DOSE;2968
LORENA;2° DOSE;2988
ITAPEVA;2° DOSE;2884
PIRASSUNUNGA;2° DOSE;3243
FRANCISCO MORATO;2° DOSE;2882
CUBATÃO;2° DOSE;3031
CAÇAPAVA;2° DOSE;3192
FERRAZ DE VASCONCELOS;2° DOSE;3436
TUPÃ;2° DOSE;3123
SALTO;2° DOSE;3343
LINS;2° DOSE;3748
LEME;2° DOSE;3489
AVARÉ;2° DOSE;3265
SERTÃOZINHO;2° DOSE;3898
ITATIBA;2° DOSE;3180
BIRIGUI;2° DOSE;3283
MOGI MIRIM;2° DOSE;3852
VALINHOS;2° DOSE;3737
CARAGUATATUBA;2° DOSE;4225
ITAPECERICA DA SERRA;2° DOSE;4019
ITAPEVI;2° DOSE;3677
FERNANDÓPOLIS;2° DOSE;4531
FRANCO DA ROCHA;2° DOSE;3685
GUARATINGUETÁ;2° DOSE;3807
TATUÍ;2° DOSE;4293
ITANHAÉM;2° DOSE;4297
RIBEIRÃO PIRES;2° DOSE;4814
COTIA;2° DOSE;4531
OURINHOS;2° DOSE;4306
ARARAS;2° DOSE;4435
ASSIS;2° DOSE;5089
HORTOLÂNDIA;2° DOSE;5060
VOTUPORANGA;2° DOSE;4977
PINDAMONHANGABA;2° DOSE;4774
ITAQUAQUECETUBA;2° DOSE;4225
SÃO JOÃO DA BOA VISTA;2° DOSE;5390
MOGI GUAÇU;2° DOSE;4660
EMBU DAS ARTES;2° DOSE;5930
SANTA BÁRBARA D'OESTE;2° DOSE;4948
ITU;2° DOSE;5284
ITAPETININGA;2° DOSE;5870
BARRETOS;2° DOSE;6632
ATIBAIA;2° DOSE;6220
JAÚ;2° DOSE;6510
BRAGANÇA PAULISTA;2° DOSE;6897
CATANDUVA;2° DOSE;7613
SUMARÉ;2° DOSE;6314
TABOÃO DA SERRA;2° DOSE;7488
AMERICANA;2° DOSE;7578
SUZANO;2° DOSE;6712
CARAPICUÍBA;2° DOSE;6575
LIMEIRA;2° DOSE;5330
BOTUCATU;2° DOSE;7947
BARUERI;2° DOSE;9488
INDAIATUBA;2° DOSE;7868
JACAREÍ;2° DOSE;9347
GUARUJÁ;2° DOSE;6340
ARAÇATUBA;2° DOSE;9059
RIO CLARO;2° DOSE;9766
FRANCA;2° DOSE;8319
TAUBATÉ;2° DOSE;6591
DIADEMA;2° DOSE;9266
MARÍLIA;2° DOSE;10961
SÃO CARLOS;2° DOSE;10621
PRESIDENTE PRUDENTE;2° DOSE;11187
SÃO CAETANO DO SUL;2° DOSE;11665
ARARAQUARA;2° DOSE;10530
SÃO VICENTE;2° DOSE;10603
MAUÁ;2° DOSE;13199
PRAIA GRANDE;2° DOSE;10135
MOGI DAS CRUZES;2° DOSE;13167
JUNDIAÍ;2° DOSE;14451
PIRACICABA;2° DOSE;15100
BAURU;2° DOSE;20850
OSASCO;2° DOSE;15230
SOROCABA;2° DOSE;19233
SÃO JOSÉ DO RIO PRETO;2° DOSE;24939
SÃO JOSÉ DOS CAMPOS;2° DOSE;27658
RIBEIRÃO PRETO;2° DOSE;29728
SANTOS;2° DOSE;30040
GUARULHOS;2° DOSE;29040
SANTO ANDRÉ;2° DOSE;29527
SÃO BERNARDO DO CAMPO;2° DOSE;32387
CAMPINAS;2° DOSE;46733
SÃO PAULO;2° DOSE;475354
BORÁ;1° DOSE;134
NOVA CASTILHO;1° DOSE;140
TRABIJU;1° DOSE;206
SAGRES;1° DOSE;225
URU;1° DOSE;234
PAULISTÂNIA;1° DOSE;241
UNIÃO PAULISTA;1° DOSE;217
ESTRELA DO NORTE;1° DOSE;242
PRACINHA;1° DOSE;218
NOVAIS;1° DOSE;262
BOREBI;1° DOSE;254
VITÓRIA BRASIL;1° DOSE;261
SANTANA DA PONTE PENSA;1° DOSE;296
BALBINOS;1° DOSE;269
BOM SUCESSO DE ITARARÉ;1° DOSE;291
GUARANI D'OESTE;1° DOSE;273
FERNÃO;1° DOSE;283
ASPÁSIA;1° DOSE;263
CRUZÁLIA;1° DOSE;284
DIRCE REIS;1° DOSE;275
BENTO DE ABREU;1° DOSE;295
NANTES;1° DOSE;267
PARISI;1° DOSE;295
SÃO JOÃO DE IRACEMA;1° DOSE;294
ZACARIAS;1° DOSE;307
SABINO;1° DOSE;355
SANTA CRUZ DA ESPERANÇA;1° DOSE;303
EMBAÚBA;1° DOSE;314
JUMIRIM;1° DOSE;296
SÃO JOÃO DAS DUAS PONTES;1° DOSE;305
AREIAS;1° DOSE;277
ARAPEÍ;1° DOSE;304
MARINÓPOLIS;1° DOSE;316
LUCIANÓPOLIS;1° DOSE;339
SANTA CLARA D'OESTE;1° DOSE;314
PONTES GESTAL;1° DOSE;317
MESÓPOLIS;1° DOSE;312
SANTA SALETE;1° DOSE;325
ÓLEO;1° DOSE;308
PLATINA;1° DOSE;329
JOÃO RAMALHO;1° DOSE;352
SANDOVALINA;1° DOSE;343
GABRIEL MONTEIRO;1° DOSE;358
TURIÚBA;1° DOSE;314
NOVA CANAÃ PAULISTA;1° DOSE;340
RUBIÁCEA;1° DOSE;322
TAQUARIVAÍ;1° DOSE;349
TAQUARAL;1° DOSE;331
NOVA GUATAPORANGA;1° DOSE;349
NOVA INDEPENDÊNCIA;1° DOSE;339
DOLCINÓPOLIS;1° DOSE;344
QUEIROZ;1° DOSE;326
ITAPIRAPUÃ PAULISTA;1° DOSE;375
MARABÁ PAULISTA;1° DOSE;386
CANITAR;1° DOSE;348
CANAS;1° DOSE;356
CÁSSIA DOS COQUEIROS;1° DOSE;354
LOURDES;1° DOSE;369
ESPÍRITO SANTO DO TURVO;1° DOSE;364
QUADRA;1° DOSE;397
ALVINLÂNDIA;1° DOSE;387
JERIQUARA;1° DOSE;371
ÁLVARO DE CARVALHO;1° DOSE;384
RIBEIRÃO CORRENTE;1° DOSE;383
NOVA LUZITÂNIA;1° DOSE;381
TEJUPÁ;1° DOSE;410
PRATÂNIA;1° DOSE;402
TORRE DE PEDRA;1° DOSE;377
SUZANÁPOLIS;1° DOSE;418
