Município;Dose;Total Doses Aplicadas;;;;
BADY BASSITT;2° DOSE;2033;;;;
BALBINOS;1° DOSE;427;;;;
BALBINOS;2° DOSE;182;;;;
BÁLSAMO;1° DOSE;2368;;;;
BÁLSAMO;2° DOSE;1263;;;;
BANANAL;1° DOSE;2489;;;;
BANANAL;2° DOSE;1420;;;;
BARÃO DE ANTONINA;1° DOSE;865;;;;
BARÃO DE ANTONINA;2° DOSE;496;;;;
BARBOSA;1° DOSE;1411;;;;
BARBOSA;2° DOSE;802;;;;
BARIRI;1° DOSE;7730;;;;
BARIRI;2° DOSE;4300;;;;
BARRA BONITA;1° DOSE;8842;;;;
BARRA BONITA;2° DOSE;4809;;;;
BARRA DO CHAPÉU;1° DOSE;947;;;;
BARRA DO CHAPÉU;2° DOSE;469;;;;
BARRA DO TURVO;1° DOSE;2040;;;;
BARRA DO TURVO;2° DOSE;1337;;;;
BARRETOS;1° DOSE;28714;;;;
BARRETOS;2° DOSE;16696;;;;
BARRINHA;1° DOSE;4231;;;;
BARRINHA;2° DOSE;2193;;;;
BARUERI;1° DOSE;47086;;;;
BARUERI;2° DOSE;25043;;;;
BASTOS;1° DOSE;4966;;;;
BASTOS;2° DOSE;2271;;;;
BATATAIS;1° DOSE;14028;;;;
BATATAIS;2° DOSE;7034;;;;
BAURU;1° DOSE;88842;;;;
BAURU;2° DOSE;48637;;;;
BEBEDOURO;1° DOSE;18038;;;;
BEBEDOURO;2° DOSE;9724;;;;
BENTO DE ABREU;1° DOSE;544;;;;
BENTO DE ABREU;2° DOSE;310;;;;
BERNARDINO DE CAMPOS;1° DOSE;3026;;;;
BERNARDINO DE CAMPOS;2° DOSE;1617;;;;
BERTIOGA;1° DOSE;10150;;;;
BERTIOGA;2° DOSE;4893;;;;
BILAC;1° DOSE;2090;;;;
BILAC;2° DOSE;1108;;;;
BIRIGUI;1° DOSE;21703;;;;
BIRIGUI;2° DOSE;11991;;;;
BIRITIBA MIRIM;1° DOSE;5541;;;;
BIRITIBA MIRIM;2° DOSE;2763;;;;
BOA ESPERANÇA DO SUL;1° DOSE;2494;;;;
BOA ESPERANÇA DO SUL;2° DOSE;1398;;;;
BOCAINA;1° DOSE;2478;;;;
BOCAINA;2° DOSE;1208;;;;
BOFETE;1° DOSE;2453;;;;
BOFETE;2° DOSE;1232;;;;
BOITUVA;1° DOSE;9634;;;;
BOITUVA;2° DOSE;5090;;;;
BOM JESUS DOS PERDÕES;1° DOSE;4134;;;;
BOM JESUS DOS PERDÕES;2° DOSE;1782;;;;
BOM SUCESSO DE ITARARÉ;1° DOSE;542;;;;
BOM SUCESSO DE ITARARÉ;2° DOSE;251;;;;
BORÁ;1° DOSE;234;;;;
BORÁ;2° DOSE;136;;;;
BORACÉIA;1° DOSE;980;;;;
BORACÉIA;2° DOSE;603;;;;
BORBOREMA;1° DOSE;3711;;;;
BORBOREMA;2° DOSE;1784;;;;
BOREBI;1° DOSE;528;;;;
BOREBI;2° DOSE;241;;;;
BOTUCATU;1° DOSE;103060;;;;
BOTUCATU;2° DOSE;21110;;;;
BRAGANÇA PAULISTA;1° DOSE;39587;;;;
BRAGANÇA PAULISTA;2° DOSE;20368;;;;
BRAÚNA;1° DOSE;1318;;;;
BRAÚNA;2° DOSE;780;;;;
BREJO ALEGRE;1° DOSE;636;;;;
BREJO ALEGRE;2° DOSE;377;;;;
BRODOWSKI;1° DOSE;4817;;;;
BRODOWSKI;2° DOSE;2651;;;;
BROTAS;1° DOSE;4962;;;;
BROTAS;2° DOSE;2524;;;;
BURI;1° DOSE;3222;;;;
BURI;2° DOSE;1629;;;;
BURITAMA;1° DOSE;4022;;;;
BURITAMA;2° DOSE;2067;;;;
BURITIZAL;1° DOSE;1053;;;;
BURITIZAL;2° DOSE;525;;;;
CABRÁLIA PAULISTA;1° DOSE;917;;;;
CABRÁLIA PAULISTA;2° DOSE;503;;;;
CABREÚVA;1° DOSE;6633;;;;
CABREÚVA;2° DOSE;3170;;;;
CAÇAPAVA;1° DOSE;18754;;;;
CAÇAPAVA;2° DOSE;10037;;;;
CACHOEIRA PAULISTA;1° DOSE;6959;;;;
CACHOEIRA PAULISTA;2° DOSE;3813;;;;
CACONDE;1° DOSE;4480;;;;
CACONDE;2° DOSE;2213;;;;
CAFELÂNDIA;1° DOSE;3579;;;;
CAFELÂNDIA;2° DOSE;2055;;;;
CAIABU;1° DOSE;1012;;;;
CAIABU;2° DOSE;505;;;;
CAIEIRAS;1° DOSE;16589;;;;
CAIEIRAS;2° DOSE;7978;;;;
CAIUÁ;1° DOSE;1078;;;;
CAIUÁ;2° DOSE;694;;;;
CAJAMAR;1° DOSE;10865;;;;
CAJAMAR;2° DOSE;4163;;;;
CAJATI;1° DOSE;4691;;;;
CAJATI;2° DOSE;2404;;;;
CAJOBI;1° DOSE;2313;;;;
CAJOBI;2° DOSE;1262;;;;
CAJURU;1° DOSE;5570;;;;
CAJURU;2° DOSE;3014;;;;
CAMPINA DO MONTE ALEGRE;1° DOSE;1373;;;;
CAMPINA DO MONTE ALEGRE;2° DOSE;579;;;;
CAMPINAS;1° DOSE;253645;;;;
CAMPINAS;2° DOSE;143231;;;;
CAMPO LIMPO PAULISTA;1° DOSE;13386;;;;
CAMPO LIMPO PAULISTA;2° DOSE;7209;;;;
CAMPOS DO JORDÃO;1° DOSE;9508;;;;
CAMPOS DO JORDÃO;2° DOSE;4888;;;;
CAMPOS NOVOS PAULISTA;1° DOSE;1061;;;;
CAMPOS NOVOS PAULISTA;2° DOSE;513;;;;
CANANÉIA;1° DOSE;2697;;;;
CANANÉIA;2° DOSE;1346;;;;
CANAS;1° DOSE;784;;;;
CANAS;2° DOSE;393;;;;
CÂNDIDO MOTA;1° DOSE;6949;;;;
CÂNDIDO MOTA;2° DOSE;3340;;;;
CÂNDIDO RODRIGUES;1° DOSE;853;;;;
CÂNDIDO RODRIGUES;2° DOSE;425;;;;
CANITAR;1° DOSE;837;;;;
CANITAR;2° DOSE;402;;;;
CAPÃO BONITO;1° DOSE;8931;;;;
CAPÃO BONITO;2° DOSE;4311;;;;
CAPELA DO ALTO;1° DOSE;3349;;;;
CAPELA DO ALTO;2° DOSE;1654;;;;
CAPIVARI;1° DOSE;9485;;;;
CAPIVARI;2° DOSE;4992;;;;
CARAGUATATUBA;1° DOSE;21510;;;;
CARAGUATATUBA;2° DOSE;11723;;;;
CARAPICUÍBA;1° DOSE;59685;;;;
CARAPICUÍBA;2° DOSE;30814;;;;
CARDOSO;1° DOSE;3152;;;;
CARDOSO;2° DOSE;1559;;;;
CASA BRANCA;1° DOSE;6245;;;;
CASA BRANCA;2° DOSE;3332;;;;
CÁSSIA DOS COQUEIROS;1° DOSE;714;;;;
CÁSSIA DOS COQUEIROS;2° DOSE;363;;;;
CASTILHO;1° DOSE;4568;;;;
CASTILHO;2° DOSE;2367;;;;
CATANDUVA;1° DOSE;32680;;;;
CATANDUVA;2° DOSE;18746;;;;
CATIGUÁ;1° DOSE;1577;;;;
CATIGUÁ;2° DOSE;772;;;;
CEDRAL;1° DOSE;2531;;;;
CEDRAL;2° DOSE;1422;;;;
CERQUEIRA CÉSAR;1° DOSE;4175;;;;
CERQUEIRA CÉSAR;2° DOSE;2051;;;;
CERQUILHO;1° DOSE;9090;;;;
CERQUILHO;2° DOSE;4280;;;;
CESÁRIO LANGE;1° DOSE;3059;;;;
CESÁRIO LANGE;2° DOSE;1635;;;;
CHARQUEADA;1° DOSE;2954;;;;
CHARQUEADA;2° DOSE;1639;;;;
CHAVANTES;1° DOSE;2667;;;;
CHAVANTES;2° DOSE;1262;;;;
CLEMENTINA;1° DOSE;1483;;;;
CLEMENTINA;2° DOSE;692;;;;
COLINA;1° DOSE;3995;;;;
COLINA;2° DOSE;2076;;;;
COLÔMBIA;1° DOSE;1297;;;;
COLÔMBIA;2° DOSE;756;;;;
CONCHAL;1° DOSE;4738;;;;
CONCHAL;2° DOSE;2403;;;;
CONCHAS;1° DOSE;3990;;;;
CONCHAS;2° DOSE;2019;;;;
CORDEIRÓPOLIS;1° DOSE;4099;;;;
CORDEIRÓPOLIS;2° DOSE;2540;;;;
COROADOS;1° DOSE;1388;;;;
COROADOS;2° DOSE;571;;;;
CORONEL MACEDO;1° DOSE;1234;;;;
CORONEL MACEDO;2° DOSE;596;;;;
CORUMBATAÍ;1° DOSE;847;;;;
CORUMBATAÍ;2° DOSE;476;;;;
COSMÓPOLIS;1° DOSE;10156;;;;
COSMÓPOLIS;2° DOSE;4979;;;;
COSMORAMA;1° DOSE;2202;;;;
COSMORAMA;2° DOSE;1091;;;;
COTIA;1° DOSE;36436;;;;
COTIA;2° DOSE;18308;;;;
CRAVINHOS;1° DOSE;6522;;;;
CRAVINHOS;2° DOSE;3078;;;;
CRISTAIS PAULISTA;1° DOSE;1762;;;;
CRISTAIS PAULISTA;2° DOSE;833;;;;
CRUZÁLIA;1° DOSE;610;;;;
CRUZÁLIA;2° DOSE;263;;;;
CRUZEIRO;1° DOSE;16104;;;;
CRUZEIRO;2° DOSE;8673;;;;
CUBATÃO;1° DOSE;20067;;;;
CUBATÃO;2° DOSE;10628;;;;
CUNHA;1° DOSE;5268;;;;
CUNHA;2° DOSE;2405;;;;
DESCALVADO;1° DOSE;8754;;;;
DESCALVADO;2° DOSE;4703;;;;
DIADEMA;1° DOSE;64825;;;;
DIADEMA;2° DOSE;31983;;;;
DIRCE REIS;1° DOSE;473;;;;
DIRCE REIS;2° DOSE;260;;;;
DIVINOLÂNDIA;1° DOSE;3763;;;;
DIVINOLÂNDIA;2° DOSE;1827;;;;
DOBRADA;1° DOSE;1303;;;;
DOBRADA;2° DOSE;683;;;;
DOIS CÓRREGOS;1° DOSE;4918;;;;
DOIS CÓRREGOS;2° DOSE;2766;;;;
DOLCINÓPOLIS;1° DOSE;685;;;;
DOLCINÓPOLIS;2° DOSE;355;;;;
DOURADO;1° DOSE;2235;;;;
DOURADO;2° DOSE;1210;;;;
DRACENA;1° DOSE;12836;;;;
DRACENA;2° DOSE;7405;;;;
DUARTINA;1° DOSE;3756;;;;
DUARTINA;2° DOSE;1901;;;;
DUMONT;1° DOSE;1656;;;;
DUMONT;2° DOSE;821;;;;
ECHAPORÃ;1° DOSE;1474;;;;
ECHAPORÃ;2° DOSE;1007;;;;
ELDORADO;1° DOSE;4479;;;;
ELDORADO;2° DOSE;2478;;;;
ELIAS FAUSTO;1° DOSE;3035;;;;
ELIAS FAUSTO;2° DOSE;1571;;;;
ELISIÁRIO;1° DOSE;735;;;;
ELISIÁRIO;2° DOSE;417;;;;
EMBAÚBA;1° DOSE;601;;;;
EMBAÚBA;2° DOSE;315;;;;
EMBU DAS ARTES;1° DOSE;36195;;;;
EMBU DAS ARTES;2° DOSE;20036;;;;
EMBU-GUAÇU;1° DOSE;9120;;;;
EMBU-GUAÇU;2° DOSE;5996;;;;
EMILIANÓPOLIS;1° DOSE;883;;;;
EMILIANÓPOLIS;2° DOSE;471;;;;
ENGENHEIRO COELHO;1° DOSE;2656;;;;
ENGENHEIRO COELHO;2° DOSE;1456;;;;
ESPÍRITO SANTO DO PINHAL;1° DOSE;10789;;;;
ESPÍRITO SANTO DO PINHAL;2° DOSE;5698;;;;
ESPÍRITO SANTO DO TURVO;1° DOSE;884;;;;
ESPÍRITO SANTO DO TURVO;2° DOSE;398;;;;
ESTIVA GERBI;1° DOSE;2146;;;;
ESTIVA GERBI;2° DOSE;865;;;;
ESTRELA DO NORTE;1° DOSE;764;;;;
ESTRELA DO NORTE;2° DOSE;310;;;;
ESTRELA D'OESTE;1° DOSE;2337;;;;
ESTRELA D'OESTE;2° DOSE;1250;;;;
EUCLIDES DA CUNHA PAULISTA;1° DOSE;1638;;;;
EUCLIDES DA CUNHA PAULISTA;2° DOSE;851;;;;
FARTURA;1° DOSE;3686;;;;
FARTURA;2° DOSE;1962;;;;
FERNANDO PRESTES;1° DOSE;1595;;;;
FERNANDO PRESTES;2° DOSE;930;;;;
FERNANDÓPOLIS;1° DOSE;20507;;;;
FERNANDÓPOLIS;2° DOSE;11155;;;;
FERNÃO;1° DOSE;477;;;;
FERNÃO;2° DOSE;276;;;;
FERRAZ DE VASCONCELOS;1° DOSE;25180;;;;
FERRAZ DE VASCONCELOS;2° DOSE;13493;;;;
FLORA RICA;1° DOSE;639;;;;
FLORA RICA;2° DOSE;356;;;;
FLOREAL;1° DOSE;1018;;;;
FLOREAL;2° DOSE;545;;;;
FLÓRIDA PAULISTA;1° DOSE;2739;;;;
FLÓRIDA PAULISTA;2° DOSE;1458;;;;
FLORÍNEA;1° DOSE;890;;;;
FLORÍNEA;2° DOSE;445;;;;
FRANCA;1° DOSE;69958;;;;
FRANCA;2° DOSE;34054;;;;
FRANCISCO MORATO;1° DOSE;24047;;;;
FRANCISCO MORATO;2° DOSE;10304;;;;
FRANCO DA ROCHA;1° DOSE;24902;;;;
FRANCO DA ROCHA;2° DOSE;13606;;;;
GABRIEL MONTEIRO;1° DOSE;765;;;;
GABRIEL MONTEIRO;2° DOSE;386;;;;
GÁLIA;1° DOSE;1835;;;;
GÁLIA;2° DOSE;1035;;;;
GARÇA;1° DOSE;10655;;;;
GARÇA;2° DOSE;5498;;;;
GASTÃO VIDIGAL;1° DOSE;911;;;;
GASTÃO VIDIGAL;2° DOSE;519;;;;
GAVIÃO PEIXOTO;1° DOSE;954;;;;
GAVIÃO PEIXOTO;2° DOSE;418;;;;
GENERAL SALGADO;1° DOSE;2968;;;;
GENERAL SALGADO;2° DOSE;1572;;;;
GETULINA;1° DOSE;2211;;;;
GETULINA;2° DOSE;1283;;;;
GLICÉRIO;1° DOSE;962;;;;
GLICÉRIO;2° DOSE;530;;;;
GUAIÇARA;1° DOSE;2140;;;;
GUAIÇARA;2° DOSE;1107;;;;
GUAIMBÊ;1° DOSE;1330;;;;
GUAIMBÊ;2° DOSE;652;;;;
GUAÍRA;1° DOSE;8549;;;;
GUAÍRA;2° DOSE;4250;;;;
GUAPIAÇU;1° DOSE;3975;;;;
GUAPIAÇU;2° DOSE;2104;;;;
GUAPIARA;1° DOSE;3364;;;;
GUAPIARA;2° DOSE;1939;;;;
GUARÁ;1° DOSE;3990;;;;
GUARÁ;2° DOSE;2408;;;;
GUARAÇAÍ;1° DOSE;2210;;;;
GUARAÇAÍ;2° DOSE;1203;;;;
GUARACI;1° DOSE;2161;;;;
GUARACI;2° DOSE;1289;;;;
GUARANI D'OESTE;1° DOSE;578;;;;
GUARANI D'OESTE;2° DOSE;327;;;;
GUARANTÃ;1° DOSE;1331;;;;
GUARANTÃ;2° DOSE;705;;;;
GUARARAPES;1° DOSE;7126;;;;
GUARARAPES;2° DOSE;3888;;;;
GUARAREMA;1° DOSE;6259;;;;
GUARAREMA;2° DOSE;3149;;;;
GUARATINGUETÁ;1° DOSE;27662;;;;
GUARATINGUETÁ;2° DOSE;13611;;;;
GUAREÍ;1° DOSE;2422;;;;
GUAREÍ;2° DOSE;1208;;;;
GUARIBA;1° DOSE;5986;;;;
GUARIBA;2° DOSE;2901;;;;
GUARUJÁ;1° DOSE;53152;;;;
GUARUJÁ;2° DOSE;28196;;;;
GUARULHOS;1° DOSE;178889;;;;
GUARULHOS;2° DOSE;100402;;;;
GUATAPARÁ;1° DOSE;1617;;;;
GUATAPARÁ;2° DOSE;816;;;;
GUZOLÂNDIA;1° DOSE;974;;;;
GUZOLÂNDIA;2° DOSE;520;;;;
HERCULÂNDIA;1° DOSE;1883;;;;
HERCULÂNDIA;2° DOSE;968;;;;
HOLAMBRA;1° DOSE;2865;;;;
HOLAMBRA;2° DOSE;1315;;;;
HORTOLÂNDIA;1° DOSE;31957;;;;
HORTOLÂNDIA;2° DOSE;17308;;;;
IACANGA;1° DOSE;2551;;;;
IACANGA;2° DOSE;1332;;;;
IACRI;1° DOSE;1550;;;;
IACRI;2° DOSE;839;;;;
IARAS;1° DOSE;1097;;;;
IARAS;2° DOSE;519;;;;
IBATÉ;1° DOSE;5239;;;;
IBATÉ;2° DOSE;2484;;;;
IBIRÁ;1° DOSE;2912;;;;
IBIRÁ;2° DOSE;1553;;;;
IBIRAREMA;1° DOSE;1648;;;;
IBIRAREMA;2° DOSE;904;;;;
IBITINGA;1° DOSE;11646;;;;
IBITINGA;2° DOSE;6251;;;;
IBIÚNA;1° DOSE;14978;;;;
IBIÚNA;2° DOSE;7902;;;;
ICÉM;1° DOSE;1609;;;;
ICÉM;2° DOSE;851;;;;
IEPÊ;1° DOSE;2157;;;;
IEPÊ;2° DOSE;1062;;;;
IGARAÇU DO TIETÊ;1° DOSE;4062;;;;
IGARAÇU DO TIETÊ;2° DOSE;2013;;;;
IGARAPAVA;1° DOSE;6424;;;;
IGARAPAVA;2° DOSE;2908;;;;
IGARATÁ;1° DOSE;1974;;;;
IGARATÁ;2° DOSE;1119;;;;
IGUAPE;1° DOSE;7346;;;;
IGUAPE;2° DOSE;3913;;;;
ILHA COMPRIDA;1° DOSE;3151;;;;
ILHA COMPRIDA;2° DOSE;1511;;;;
ILHA SOLTEIRA;1° DOSE;7071;;;;
ILHA SOLTEIRA;2° DOSE;4004;;;;
ILHABELA;1° DOSE;6708;;;;
ILHABELA;2° DOSE;3078;;;;
INDAIATUBA;1° DOSE;47082;;;;
INDAIATUBA;2° DOSE;25153;;;;
INDIANA;1° DOSE;1447;;;;
INDIANA;2° DOSE;631;;;;
INDIAPORÃ;1° DOSE;1253;;;;
INDIAPORÃ;2° DOSE;699;;;;
INÚBIA PAULISTA;1° DOSE;956;;;;
INÚBIA PAULISTA;2° DOSE;492;;;;
IPAUSSU;1° DOSE;3129;;;;
IPAUSSU;2° DOSE;1606;;;;
IPERÓ;1° DOSE;4408;;;;
IPERÓ;2° DOSE;2279;;;;
IPEÚNA;1° DOSE;1082;;;;
IPEÚNA;2° DOSE;540;;;;
IPIGUÁ;1° DOSE;1205;;;;
IPIGUÁ;2° DOSE;627;;;;
IPORANGA;1° DOSE;1237;;;;
IPORANGA;2° DOSE;712;;;;
IPUÃ;1° DOSE;2711;;;;
IPUÃ;2° DOSE;1399;;;;
IRACEMÁPOLIS;1° DOSE;3894;;;;
IRACEMÁPOLIS;2° DOSE;2157;;;;
IRAPUÃ;1° DOSE;1635;;;;
IRAPUÃ;2° DOSE;850;;;;
IRAPURU;1° DOSE;1702;;;;
IRAPURU;2° DOSE;851;;;;
ITABERÁ;1° DOSE;3907;;;;
ITABERÁ;2° DOSE;1868;;;;
ITAÍ;1° DOSE;4784;;;;
ITAÍ;2° DOSE;2190;;;;
ITAJOBI;1° DOSE;4094;;;;
ITAJOBI;2° DOSE;2197;;;;
ITAJU;1° DOSE;810;;;;
ITAJU;2° DOSE;411;;;;
ITANHAÉM;1° DOSE;24624;;;;
ITANHAÉM;2° DOSE;13344;;;;
ITAOCA;1° DOSE;858;;;;
ITAOCA;2° DOSE;595;;;;
ITAPECERICA DA SERRA;1° DOSE;24068;;;;
ITAPECERICA DA SERRA;2° DOSE;12006;;;;
ITAPETININGA;1° DOSE;31626;;;;
ITAPETININGA;2° DOSE;18048;;;;
ITAPEVA;1° DOSE;18424;;;;
ITAPEVA;2° DOSE;9281;;;;
ITAPEVI;1° DOSE;26953;;;;
ITAPEVI;2° DOSE;14145;;;;
ITAPIRA;1° DOSE;16779;;;;
ITAPIRA;2° DOSE;9666;;;;
ITAPIRAPUÃ PAULISTA;1° DOSE;658;;;;
ITAPIRAPUÃ PAULISTA;2° DOSE;428;;;;
ITÁPOLIS;1° DOSE;8940;;;;
ITÁPOLIS;2° DOSE;5185;;;;
ITAPORANGA;1° DOSE;3422;;;;
ITAPORANGA;2° DOSE;1843;;;;
ITAPUÍ;1° DOSE;2868;;;;
ITAPUÍ;2° DOSE;1276;;;;
ITAPURA;1° DOSE;972;;;;
ITAPURA;2° DOSE;517;;;;
ITAQUAQUECETUBA;1° DOSE;40646;;;;
ITAQUAQUECETUBA;2° DOSE;19114;;;;
ITARARÉ;1° DOSE;9090;;;;
ITARARÉ;2° DOSE;4853;;;;
ITARIRI;1° DOSE;3022;;;;
ITARIRI;2° DOSE;1574;;;;
ITATIBA;1° DOSE;22435;;;;
ITATIBA;2° DOSE;12288;;;;
ITATINGA;1° DOSE;3216;;;;
ITATINGA;2° DOSE;1576;;;;
ITIRAPINA;1° DOSE;2812;;;;
ITIRAPINA;2° DOSE;1542;;;;
ITIRAPUÃ;1° DOSE;1278;;;;
ITIRAPUÃ;2° DOSE;689;;;;
ITOBI;1° DOSE;1739;;;;
ITOBI;2° DOSE;781;;;;
ITU;1° DOSE;34454;;;;
ITU;2° DOSE;16660;;;;
ITUPEVA;1° DOSE;8018;;;;
ITUPEVA;2° DOSE;4081;;;;
ITUVERAVA;1° DOSE;9877;;;;
ITUVERAVA;2° DOSE;5440;;;;
JABORANDI;1° DOSE;1551;;;;
JABORANDI;2° DOSE;868;;;;
JABOTICABAL;1° DOSE;18695;;;;
JABOTICABAL;2° DOSE;8725;;;;
JACAREÍ;1° DOSE;51207;;;;
JACAREÍ;2° DOSE;23916;;;;
JACI;1° DOSE;1626;;;;
JACI;2° DOSE;885;;;;
JACUPIRANGA;1° DOSE;3307;;;;
JACUPIRANGA;2° DOSE;1754;;;;
JAGUARIÚNA;1° DOSE;10325;;;;
JAGUARIÚNA;2° DOSE;5145;;;;
JALES;1° DOSE;13663;;;;
JALES;2° DOSE;7424;;;;
JAMBEIRO;1° DOSE;1174;;;;
JAMBEIRO;2° DOSE;619;;;;
JANDIRA;1° DOSE;15594;;;;
JANDIRA;2° DOSE;7583;;;;
JARDINÓPOLIS;1° DOSE;7864;;;;
JARDINÓPOLIS;2° DOSE;4273;;;;
JARINU;1° DOSE;5373;;;;
JARINU;2° DOSE;2727;;;;
JAÚ;1° DOSE;28948;;;;
JAÚ;2° DOSE;17935;;;;
JERIQUARA;1° DOSE;712;;;;
JERIQUARA;2° DOSE;351;;;;
JOANÓPOLIS;1° DOSE;3143;;;;
JOANÓPOLIS;2° DOSE;1699;;;;
JOÃO RAMALHO;1° DOSE;831;;;;
JOÃO RAMALHO;2° DOSE;389;;;;
JOSÉ BONIFÁCIO;1° DOSE;8316;;;;
JOSÉ BONIFÁCIO;2° DOSE;4339;;;;
JÚLIO MESQUITA;1° DOSE;929;;;;
JÚLIO MESQUITA;2° DOSE;438;;;;
JUMIRIM;1° DOSE;629;;;;
JUMIRIM;2° DOSE;291;;;;
JUNDIAÍ;1° DOSE;91157;;;;
JUNDIAÍ;2° DOSE;46594;;;;
JUNQUEIRÓPOLIS;1° DOSE;4849;;;;
JUNQUEIRÓPOLIS;2° DOSE;2774;;;;
JUQUIÁ;1° DOSE;3928;;;;
JUQUIÁ;2° DOSE;2203;;;;
JUQUITIBA;1° DOSE;5494;;;;
