Ds Município;Dose;Contagem de Id Vacinacao;;;;
BOITUVA;2° DOSE;1300;;;;
BOM JESUS DOS PERDÕES;1° DOSE;2029;;;;
BOM JESUS DOS PERDÕES;2° DOSE;525;;;;
BOM SUCESSO DE ITARARÉ;1° DOSE;303;;;;
BOM SUCESSO DE ITARARÉ;2° DOSE;74;;;;
BORÁ;1° DOSE;134;;;;
BORÁ;2° DOSE;59;;;;
BORACÉIA;1° DOSE;616;;;;
BORACÉIA;2° DOSE;157;;;;
BORBOREMA;1° DOSE;1943;;;;
BORBOREMA;2° DOSE;619;;;;
BOREBI;1° DOSE;254;;;;
BOREBI;2° DOSE;74;;;;
BOTUCATU;1° DOSE;23525;;;;
BOTUCATU;2° DOSE;8513;;;;
BRAGANÇA PAULISTA;1° DOSE;19967;;;;
BRAGANÇA PAULISTA;2° DOSE;6923;;;;
BRAÚNA;1° DOSE;779;;;;
BRAÚNA;2° DOSE;341;;;;
BREJO ALEGRE;1° DOSE;392;;;;
BREJO ALEGRE;2° DOSE;163;;;;
BRODOWSKI;1° DOSE;2592;;;;
BRODOWSKI;2° DOSE;1160;;;;
BROTAS;1° DOSE;2574;;;;
BROTAS;2° DOSE;835;;;;
BURI;1° DOSE;1541;;;;
BURI;2° DOSE;289;;;;
BURITAMA;1° DOSE;2131;;;;
BURITAMA;2° DOSE;678;;;;
BURITIZAL;1° DOSE;606;;;;
BURITIZAL;2° DOSE;269;;;;
CABRÁLIA PAULISTA;1° DOSE;519;;;;
CABRÁLIA PAULISTA;2° DOSE;171;;;;
CABREÚVA;1° DOSE;2839;;;;
CABREÚVA;2° DOSE;849;;;;
CAÇAPAVA;1° DOSE;10314;;;;
CAÇAPAVA;2° DOSE;3272;;;;
CACHOEIRA PAULISTA;1° DOSE;3693;;;;
CACHOEIRA PAULISTA;2° DOSE;1011;;;;
CACONDE;1° DOSE;2249;;;;
CACONDE;2° DOSE;477;;;;
CAFELÂNDIA;1° DOSE;2116;;;;
CAFELÂNDIA;2° DOSE;630;;;;
CAIABU;1° DOSE;499;;;;
CAIABU;2° DOSE;165;;;;
CAIEIRAS;1° DOSE;8001;;;;
CAIEIRAS;2° DOSE;2510;;;;
CAIUÁ;1° DOSE;762;;;;
CAIUÁ;2° DOSE;210;;;;
CAJAMAR;1° DOSE;5149;;;;
CAJAMAR;2° DOSE;1527;;;;
CAJATI;1° DOSE;2386;;;;
CAJATI;2° DOSE;737;;;;
CAJOBI;1° DOSE;1325;;;;
CAJOBI;2° DOSE;578;;;;
CAJURU;1° DOSE;2650;;;;
CAJURU;2° DOSE;834;;;;
CAMPINA DO MONTE ALEGRE;1° DOSE;690;;;;
CAMPINA DO MONTE ALEGRE;2° DOSE;153;;;;
CAMPINAS;1° DOSE;141637;;;;
CAMPINAS;2° DOSE;56652;;;;
CAMPO LIMPO PAULISTA;1° DOSE;5691;;;;
CAMPO LIMPO PAULISTA;2° DOSE;1787;;;;
CAMPOS DO JORDÃO;1° DOSE;4899;;;;
CAMPOS DO JORDÃO;2° DOSE;1545;;;;
CAMPOS NOVOS PAULISTA;1° DOSE;561;;;;
CAMPOS NOVOS PAULISTA;2° DOSE;180;;;;
CANANÉIA;1° DOSE;1475;;;;
CANANÉIA;2° DOSE;456;;;;
CANAS;1° DOSE;391;;;;
CANAS;2° DOSE;132;;;;
CÂNDIDO MOTA;1° DOSE;3623;;;;
CÂNDIDO MOTA;2° DOSE;1386;;;;
CÂNDIDO RODRIGUES;1° DOSE;501;;;;
CÂNDIDO RODRIGUES;2° DOSE;150;;;;
CANITAR;1° DOSE;358;;;;
CANITAR;2° DOSE;134;;;;
CAPÃO BONITO;1° DOSE;4504;;;;
CAPÃO BONITO;2° DOSE;1143;;;;
CAPELA DO ALTO;1° DOSE;1587;;;;
CAPELA DO ALTO;2° DOSE;365;;;;
CAPIVARI;1° DOSE;5316;;;;
CAPIVARI;2° DOSE;1845;;;;
CARAGUATATUBA;1° DOSE;11284;;;;
CARAGUATATUBA;2° DOSE;4520;;;;
CARAPICUÍBA;1° DOSE;26239;;;;
CARAPICUÍBA;2° DOSE;6730;;;;
CARDOSO;1° DOSE;1599;;;;
CARDOSO;2° DOSE;389;;;;
CASA BRANCA;1° DOSE;3434;;;;
CASA BRANCA;2° DOSE;1195;;;;
CÁSSIA DOS COQUEIROS;1° DOSE;354;;;;
CÁSSIA DOS COQUEIROS;2° DOSE;145;;;;
CASTILHO;1° DOSE;2293;;;;
CASTILHO;2° DOSE;678;;;;
CATANDUVA;1° DOSE;19634;;;;
CATANDUVA;2° DOSE;8434;;;;
CATIGUÁ;1° DOSE;862;;;;
CATIGUÁ;2° DOSE;291;;;;
CEDRAL;1° DOSE;1641;;;;
CEDRAL;2° DOSE;551;;;;
CERQUEIRA CÉSAR;1° DOSE;2278;;;;
CERQUEIRA CÉSAR;2° DOSE;756;;;;
CERQUILHO;1° DOSE;4252;;;;
CERQUILHO;2° DOSE;1102;;;;
CESÁRIO LANGE;1° DOSE;1627;;;;
CESÁRIO LANGE;2° DOSE;520;;;;
CHARQUEADA;1° DOSE;1530;;;;
CHARQUEADA;2° DOSE;443;;;;
CHAVANTES;1° DOSE;1395;;;;
CHAVANTES;2° DOSE;379;;;;
CLEMENTINA;1° DOSE;701;;;;
CLEMENTINA;2° DOSE;296;;;;
COLINA;1° DOSE;2191;;;;
COLINA;2° DOSE;758;;;;
COLÔMBIA;1° DOSE;719;;;;
COLÔMBIA;2° DOSE;285;;;;
CONCHAL;1° DOSE;2387;;;;
CONCHAL;2° DOSE;853;;;;
CONCHAS;1° DOSE;2113;;;;
CONCHAS;2° DOSE;642;;;;
CORDEIRÓPOLIS;1° DOSE;2336;;;;
CORDEIRÓPOLIS;2° DOSE;690;;;;
COROADOS;1° DOSE;599;;;;
COROADOS;2° DOSE;215;;;;
CORONEL MACEDO;1° DOSE;619;;;;
CORONEL MACEDO;2° DOSE;243;;;;
CORUMBATAÍ;1° DOSE;528;;;;
CORUMBATAÍ;2° DOSE;135;;;;
COSMÓPOLIS;1° DOSE;4998;;;;
COSMÓPOLIS;2° DOSE;1165;;;;
COSMORAMA;1° DOSE;1195;;;;
COSMORAMA;2° DOSE;322;;;;
COTIA;1° DOSE;13871;;;;
COTIA;2° DOSE;4536;;;;
CRAVINHOS;1° DOSE;2788;;;;
CRAVINHOS;2° DOSE;813;;;;
CRISTAIS PAULISTA;1° DOSE;943;;;;
CRISTAIS PAULISTA;2° DOSE;241;;;;
CRUZÁLIA;1° DOSE;308;;;;
CRUZÁLIA;2° DOSE;117;;;;
CRUZEIRO;1° DOSE;8441;;;;
CRUZEIRO;2° DOSE;2763;;;;
CUBATÃO;1° DOSE;10480;;;;
CUBATÃO;2° DOSE;3173;;;;
CUNHA;1° DOSE;2464;;;;
CUNHA;2° DOSE;800;;;;
DESCALVADO;1° DOSE;4958;;;;
DESCALVADO;2° DOSE;1752;;;;
DIADEMA;1° DOSE;30878;;;;
DIADEMA;2° DOSE;9391;;;;
DIRCE REIS;1° DOSE;275;;;;
DIRCE REIS;2° DOSE;96;;;;
DIVINOLÂNDIA;1° DOSE;2155;;;;
DIVINOLÂNDIA;2° DOSE;728;;;;
DOBRADA;1° DOSE;617;;;;
DOBRADA;2° DOSE;226;;;;
DOIS CÓRREGOS;1° DOSE;3007;;;;
DOIS CÓRREGOS;2° DOSE;986;;;;
DOLCINÓPOLIS;1° DOSE;344;;;;
DOLCINÓPOLIS;2° DOSE;110;;;;
DOURADO;1° DOSE;1242;;;;
DOURADO;2° DOSE;370;;;;
DRACENA;1° DOSE;7442;;;;
DRACENA;2° DOSE;3284;;;;
DUARTINA;1° DOSE;2098;;;;
DUARTINA;2° DOSE;719;;;;
DUMONT;1° DOSE;873;;;;
DUMONT;2° DOSE;314;;;;
ECHAPORÃ;1° DOSE;821;;;;
ECHAPORÃ;2° DOSE;366;;;;
ELDORADO;1° DOSE;2910;;;;
ELDORADO;2° DOSE;1516;;;;
ELIAS FAUSTO;1° DOSE;1433;;;;
ELIAS FAUSTO;2° DOSE;482;;;;
ELISIÁRIO;1° DOSE;442;;;;
ELISIÁRIO;2° DOSE;139;;;;
EMBAÚBA;1° DOSE;334;;;;
EMBAÚBA;2° DOSE;80;;;;
EMBU DAS ARTES;1° DOSE;15140;;;;
EMBU DAS ARTES;2° DOSE;6048;;;;
EMBU-GUAÇU;1° DOSE;5673;;;;
EMBU-GUAÇU;2° DOSE;2588;;;;
EMILIANÓPOLIS;1° DOSE;472;;;;
EMILIANÓPOLIS;2° DOSE;208;;;;
ENGENHEIRO COELHO;1° DOSE;1388;;;;
ENGENHEIRO COELHO;2° DOSE;517;;;;
ESPÍRITO SANTO DO PINHAL;1° DOSE;5942;;;;
ESPÍRITO SANTO DO PINHAL;2° DOSE;2050;;;;
ESPÍRITO SANTO DO TURVO;1° DOSE;364;;;;
ESPÍRITO SANTO DO TURVO;2° DOSE;123;;;;
ESTIVA GERBI;1° DOSE;922;;;;
ESTIVA GERBI;2° DOSE;255;;;;
ESTRELA DO NORTE;1° DOSE;280;;;;
ESTRELA DO NORTE;2° DOSE;69;;;;
ESTRELA D'OESTE;1° DOSE;1336;;;;
ESTRELA D'OESTE;2° DOSE;490;;;;
EUCLIDES DA CUNHA PAULISTA;1° DOSE;881;;;;
EUCLIDES DA CUNHA PAULISTA;2° DOSE;278;;;;
FARTURA;1° DOSE;2036;;;;
FARTURA;2° DOSE;539;;;;
FERNANDO PRESTES;1° DOSE;948;;;;
FERNANDO PRESTES;2° DOSE;403;;;;
FERNANDÓPOLIS;1° DOSE;11590;;;;
FERNANDÓPOLIS;2° DOSE;4886;;;;
FERNÃO;1° DOSE;283;;;;
FERNÃO;2° DOSE;85;;;;
FERRAZ DE VASCONCELOS;1° DOSE;11107;;;;
FERRAZ DE VASCONCELOS;2° DOSE;3856;;;;
FLORA RICA;1° DOSE;415;;;;
FLORA RICA;2° DOSE;161;;;;
FLOREAL;1° DOSE;531;;;;
FLOREAL;2° DOSE;182;;;;
FLÓRIDA PAULISTA;1° DOSE;1537;;;;
FLÓRIDA PAULISTA;2° DOSE;637;;;;
FLORÍNEA;1° DOSE;412;;;;
FLORÍNEA;2° DOSE;173;;;;
FRANCA;1° DOSE;31385;;;;
FRANCA;2° DOSE;8862;;;;
FRANCISCO MORATO;1° DOSE;10515;;;;
FRANCISCO MORATO;2° DOSE;2931;;;;
FRANCO DA ROCHA;1° DOSE;13218;;;;
FRANCO DA ROCHA;2° DOSE;4086;;;;
GABRIEL MONTEIRO;1° DOSE;370;;;;
GABRIEL MONTEIRO;2° DOSE;83;;;;
GÁLIA;1° DOSE;1083;;;;
GÁLIA;2° DOSE;423;;;;
GARÇA;1° DOSE;5900;;;;
GARÇA;2° DOSE;2321;;;;
GASTÃO VIDIGAL;1° DOSE;529;;;;
GASTÃO VIDIGAL;2° DOSE;154;;;;
GAVIÃO PEIXOTO;1° DOSE;491;;;;
GAVIÃO PEIXOTO;2° DOSE;174;;;;
GENERAL SALGADO;1° DOSE;1647;;;;
GENERAL SALGADO;2° DOSE;515;;;;
GETULINA;1° DOSE;1221;;;;
GETULINA;2° DOSE;486;;;;
GLICÉRIO;1° DOSE;527;;;;
GLICÉRIO;2° DOSE;184;;;;
GUAIÇARA;1° DOSE;1100;;;;
GUAIÇARA;2° DOSE;276;;;;
GUAIMBÊ;1° DOSE;736;;;;
GUAIMBÊ;2° DOSE;292;;;;
GUAÍRA;1° DOSE;4128;;;;
GUAÍRA;2° DOSE;1492;;;;
GUAPIAÇU;1° DOSE;2054;;;;
GUAPIAÇU;2° DOSE;746;;;;
GUAPIARA;1° DOSE;1820;;;;
GUAPIARA;2° DOSE;381;;;;
GUARÁ;1° DOSE;2440;;;;
GUARÁ;2° DOSE;896;;;;
GUARAÇAÍ;1° DOSE;1270;;;;
GUARAÇAÍ;2° DOSE;444;;;;
GUARACI;1° DOSE;1248;;;;
GUARACI;2° DOSE;463;;;;
GUARANI D'OESTE;1° DOSE;273;;;;
GUARANI D'OESTE;2° DOSE;92;;;;
GUARANTÃ;1° DOSE;728;;;;
GUARANTÃ;2° DOSE;265;;;;
GUARARAPES;1° DOSE;3797;;;;
GUARARAPES;2° DOSE;1379;;;;
GUARAREMA;1° DOSE;3232;;;;
GUARAREMA;2° DOSE;983;;;;
GUARATINGUETÁ;1° DOSE;12742;;;;
GUARATINGUETÁ;2° DOSE;3807;;;;
GUAREÍ;1° DOSE;1436;;;;
GUAREÍ;2° DOSE;376;;;;
GUARIBA;1° DOSE;2748;;;;
GUARIBA;2° DOSE;1030;;;;
GUARUJÁ;1° DOSE;29610;;;;
GUARUJÁ;2° DOSE;6887;;;;
GUARULHOS;1° DOSE;87128;;;;
GUARULHOS;2° DOSE;30659;;;;
GUATAPARÁ;1° DOSE;827;;;;
GUATAPARÁ;2° DOSE;231;;;;
GUZOLÂNDIA;1° DOSE;535;;;;
GUZOLÂNDIA;2° DOSE;144;;;;
HERCULÂNDIA;1° DOSE;1041;;;;
HERCULÂNDIA;2° DOSE;288;;;;
HOLAMBRA;1° DOSE;1249;;;;
HOLAMBRA;2° DOSE;380;;;;
HORTOLÂNDIA;1° DOSE;14540;;;;
HORTOLÂNDIA;2° DOSE;5109;;;;
IACANGA;1° DOSE;1441;;;;
IACANGA;2° DOSE;391;;;;
IACRI;1° DOSE;812;;;;
IACRI;2° DOSE;255;;;;
IARAS;1° DOSE;539;;;;
IARAS;2° DOSE;168;;;;
IBATÉ;1° DOSE;2602;;;;
IBATÉ;2° DOSE;900;;;;
IBIRÁ;1° DOSE;1718;;;;
IBIRÁ;2° DOSE;590;;;;
IBIRAREMA;1° DOSE;910;;;;
IBIRAREMA;2° DOSE;330;;;;
IBITINGA;1° DOSE;6783;;;;
IBITINGA;2° DOSE;1991;;;;
IBIÚNA;1° DOSE;6073;;;;
IBIÚNA;2° DOSE;2093;;;;
ICÉM;1° DOSE;980;;;;
ICÉM;2° DOSE;292;;;;
IEPÊ;1° DOSE;1146;;;;
IEPÊ;2° DOSE;426;;;;
IGARAÇU DO TIETÊ;1° DOSE;1857;;;;
IGARAÇU DO TIETÊ;2° DOSE;514;;;;
IGARAPAVA;1° DOSE;2991;;;;
IGARAPAVA;2° DOSE;1069;;;;
IGARATÁ;1° DOSE;1196;;;;
IGARATÁ;2° DOSE;332;;;;
IGUAPE;1° DOSE;3755;;;;
IGUAPE;2° DOSE;1321;;;;
ILHA COMPRIDA;1° DOSE;1401;;;;
ILHA COMPRIDA;2° DOSE;384;;;;
ILHA SOLTEIRA;1° DOSE;3776;;;;
ILHA SOLTEIRA;2° DOSE;1232;;;;
ILHABELA;1° DOSE;2903;;;;
ILHABELA;2° DOSE;1191;;;;
INDAIATUBA;1° DOSE;25989;;;;
INDAIATUBA;2° DOSE;8870;;;;
INDIANA;1° DOSE;746;;;;
INDIANA;2° DOSE;255;;;;
INDIAPORÃ;1° DOSE;746;;;;
INDIAPORÃ;2° DOSE;307;;;;
INÚBIA PAULISTA;1° DOSE;500;;;;
INÚBIA PAULISTA;2° DOSE;221;;;;
IPAUSSU;1° DOSE;1638;;;;
IPAUSSU;2° DOSE;481;;;;
IPERÓ;1° DOSE;2260;;;;
IPERÓ;2° DOSE;716;;;;
IPEÚNA;1° DOSE;546;;;;
IPEÚNA;2° DOSE;172;;;;
IPIGUÁ;1° DOSE;651;;;;
IPIGUÁ;2° DOSE;224;;;;
IPORANGA;1° DOSE;670;;;;
IPORANGA;2° DOSE;406;;;;
IPUÃ;1° DOSE;1435;;;;
IPUÃ;2° DOSE;448;;;;
IRACEMÁPOLIS;1° DOSE;2129;;;;
IRACEMÁPOLIS;2° DOSE;790;;;;
IRAPUÃ;1° DOSE;871;;;;
IRAPUÃ;2° DOSE;375;;;;
IRAPURU;1° DOSE;970;;;;
IRAPURU;2° DOSE;208;;;;
ITABERÁ;1° DOSE;1973;;;;
ITABERÁ;2° DOSE;629;;;;
ITAÍ;1° DOSE;2368;;;;
ITAÍ;2° DOSE;703;;;;
ITAJOBI;1° DOSE;2225;;;;
ITAJOBI;2° DOSE;757;;;;
ITAJU;1° DOSE;433;;;;
ITAJU;2° DOSE;135;;;;
ITANHAÉM;1° DOSE;13297;;;;
ITANHAÉM;2° DOSE;4434;;;;
ITAOCA;1° DOSE;557;;;;
ITAOCA;2° DOSE;232;;;;
ITAPECERICA DA SERRA;1° DOSE;11779;;;;
ITAPECERICA DA SERRA;2° DOSE;4182;;;;
ITAPETININGA;1° DOSE;17764;;;;
ITAPETININGA;2° DOSE;5954;;;;
ITAPEVA;1° DOSE;9724;;;;
ITAPEVA;2° DOSE;3070;;;;
ITAPEVI;1° DOSE;12298;;;;
ITAPEVI;2° DOSE;3718;;;;
ITAPIRA;1° DOSE;8409;;;;
ITAPIRA;2° DOSE;2831;;;;
ITAPIRAPUÃ PAULISTA;1° DOSE;375;;;;
ITAPIRAPUÃ PAULISTA;2° DOSE;81;;;;
ITÁPOLIS;1° DOSE;5651;;;;
ITÁPOLIS;2° DOSE;1788;;;;
ITAPORANGA;1° DOSE;1876;;;;
ITAPORANGA;2° DOSE;535;;;;
ITAPUÍ;1° DOSE;1367;;;;
ITAPUÍ;2° DOSE;440;;;;
ITAPURA;1° DOSE;539;;;;
ITAPURA;2° DOSE;151;;;;
ITAQUAQUECETUBA;1° DOSE;16546;;;;
ITAQUAQUECETUBA;2° DOSE;4539;;;;
ITARARÉ;1° DOSE;4829;;;;
ITARARÉ;2° DOSE;1120;;;;
ITARIRI;1° DOSE;1551;;;;
ITARIRI;2° DOSE;563;;;;
ITATIBA;1° DOSE;11096;;;;
ITATIBA;2° DOSE;3181;;;;
ITATINGA;1° DOSE;1630;;;;
ITATINGA;2° DOSE;490;;;;
ITIRAPINA;1° DOSE;1610;;;;
ITIRAPINA;2° DOSE;625;;;;
ITIRAPUÃ;1° DOSE;858;;;;
ITIRAPUÃ;2° DOSE;165;;;;
ITOBI;1° DOSE;817;;;;
ITOBI;2° DOSE;297;;;;
ITU;1° DOSE;17651;;;;
ITU;2° DOSE;5652;;;;
ITUPEVA;1° DOSE;3494;;;;
ITUPEVA;2° DOSE;1130;;;;
ITUVERAVA;1° DOSE;5027;;;;
ITUVERAVA;2° DOSE;1405;;;;
JABORANDI;1° DOSE;814;;;;
JABORANDI;2° DOSE;313;;;;
JABOTICABAL;1° DOSE;9319;;;;
JABOTICABAL;2° DOSE;3445;;;;
JACAREÍ;1° DOSE;25226;;;;
JACAREÍ;2° DOSE;10036;;;;
JACI;1° DOSE;947;;;;
JACI;2° DOSE;350;;;;
JACUPIRANGA;1° DOSE;1574;;;;
JACUPIRANGA;2° DOSE;539;;;;
JAGUARIÚNA;1° DOSE;5044;;;;
JAGUARIÚNA;2° DOSE;1782;;;;
JALES;1° DOSE;8178;;;;
JALES;2° DOSE;2431;;;;
JAMBEIRO;1° DOSE;431;;;;
JAMBEIRO;2° DOSE;163;;;;
JANDIRA;1° DOSE;6616;;;;
JANDIRA;2° DOSE;2481;;;;
JARDINÓPOLIS;1° DOSE;3250;;;;
JARDINÓPOLIS;2° DOSE;1060;;;;
JARINU;1° DOSE;2610;;;;
JARINU;2° DOSE;705;;;;
JAÚ;1° DOSE;19083;;;;
JAÚ;2° DOSE;6918;;;;
JERIQUARA;1° DOSE;371;;;;
JERIQUARA;2° DOSE;118;;;;
JOANÓPOLIS;1° DOSE;1754;;;;
JOANÓPOLIS;2° DOSE;526;;;;
JOÃO RAMALHO;1° DOSE;360;;;;
JOÃO RAMALHO;2° DOSE;136;;;;
JOSÉ BONIFÁCIO;1° DOSE;4229;;;;
JOSÉ BONIFÁCIO;2° DOSE;1635;;;;
JÚLIO MESQUITA;1° DOSE;456;;;;
JÚLIO MESQUITA;2° DOSE;104;;;;
JUMIRIM;1° DOSE;318;;;;
JUMIRIM;2° DOSE;110;;;;
JUNDIAÍ;1° DOSE;47643;;;;
JUNDIAÍ;2° DOSE;15656;;;;
JUNQUEIRÓPOLIS;1° DOSE;2815;;;;
JUNQUEIRÓPOLIS;2° DOSE;914;;;;
JUQUIÁ;1° DOSE;2063;;;;
JUQUIÁ;2° DOSE;521;;;;
JUQUITIBA;1° DOSE;2980;;;;
JUQUITIBA;2° DOSE;965;;;;
LAGOINHA;1° DOSE;756;;;;
LAGOINHA;2° DOSE;270;;;;
LARANJAL PAULISTA;1° DOSE;3325;;;;
LARANJAL PAULISTA;2° DOSE;1011;;;;
LAVÍNIA;1° DOSE;800;;;;
