Ds Município;Dose;Contagem de Id Vacinacao
BARÃO DE ANTONINA;2° Dose;166
BARBOSA;1° Dose;653
BARBOSA;2° Dose;240
BARIRI;1° Dose;4079
BARIRI;2° Dose;1144
BARRA BONITA;1° Dose;4593
BARRA BONITA;2° Dose;1248
BARRA DO CHAPÉU;1° Dose;390
BARRA DO CHAPÉU;2° Dose;101
BARRA DO TURVO;1° Dose;1147
BARRA DO TURVO;2° Dose;533
BARRETOS;1° Dose;16068
BARRETOS;2° Dose;6308
BARRINHA;1° Dose;2133
BARRINHA;2° Dose;663
BARUERI;1° Dose;22287
BARUERI;2° Dose;8627
BASTOS;1° Dose;2237
BASTOS;2° Dose;632
BATATAIS;1° Dose;4595
BATATAIS;2° Dose;1852
BAURU;1° Dose;50326
BAURU;2° Dose;19724
BEBEDOURO;1° Dose;7092
BEBEDOURO;2° Dose;2026
BENTO DE ABREU;1° Dose;289
BENTO DE ABREU;2° Dose;78
BERNARDINO DE CAMPOS;1° Dose;1592
BERNARDINO DE CAMPOS;2° Dose;406
BERTIOGA;1° Dose;4204
BERTIOGA;2° Dose;1368
BILAC;1° Dose;1151
BILAC;2° Dose;323
BIRIGUI;1° Dose;10991
BIRIGUI;2° Dose;2585
BIRITIBA MIRIM;1° Dose;2510
BIRITIBA MIRIM;2° Dose;640
BOA ESPERANÇA DO SUL;1° Dose;1201
BOA ESPERANÇA DO SUL;2° Dose;299
BOCAINA;1° Dose;1157
BOCAINA;2° Dose;331
BOFETE;1° Dose;1068
BOFETE;2° Dose;202
BOITUVA;1° Dose;3744
BOITUVA;2° Dose;1054
BOM JESUS DOS PERDÕES;1° Dose;1945
BOM JESUS DOS PERDÕES;2° Dose;383
BOM SUCESSO DE ITARARÉ;1° Dose;260
BOM SUCESSO DE ITARARÉ;2° Dose;67
BORÁ;1° DOSE;134
BORÁ;2° Dose;40
BORACÉIA;1° Dose;544
BORACÉIA;2° Dose;125
BORBOREMA;1° Dose;1739
BORBOREMA;2° Dose;408
BOREBI;1° Dose;238
BOREBI;2° Dose;54
BOTUCATU;1° Dose;22187
BOTUCATU;2° Dose;7043
BRAGANÇA PAULISTA;1° Dose;18378
BRAGANÇA PAULISTA;2° Dose;5956
BRAÚNA;1° Dose;741
BRAÚNA;2° Dose;263
BREJO ALEGRE;1° Dose;348
BREJO ALEGRE;2° Dose;47
BRODOWSKI;1° Dose;2339
BRODOWSKI;2° Dose;953
BROTAS;1° Dose;2396
BROTAS;2° Dose;585
BURI;1° Dose;1326
BURI;2° Dose;288
BURITAMA;1° Dose;1530
BURITAMA;2° Dose;488
BURITIZAL;1° Dose;592
BURITIZAL;2° Dose;220
CABRÁLIA PAULISTA;1° Dose;492
CABRÁLIA PAULISTA;2° Dose;126
CABREÚVA;1° Dose;2399
CABREÚVA;2° Dose;770
CAÇAPAVA;1° Dose;7172
CAÇAPAVA;2° Dose;2275
CACHOEIRA PAULISTA;1° Dose;3392
CACHOEIRA PAULISTA;2° Dose;927
CACONDE;1° Dose;2225
CACONDE;2° DOSE;459
CAFELÂNDIA;1° Dose;1471
CAFELÂNDIA;2° DOSE;273
CAIABU;1° Dose;449
CAIABU;2° Dose;112
CAIEIRAS;1° Dose;7372
CAIEIRAS;2° Dose;2068
CAIUÁ;1° Dose;562
CAIUÁ;2° Dose;188
CAJAMAR;1° Dose;4772
CAJAMAR;2° Dose;1039
CAJATI;1° Dose;2198
CAJATI;2° Dose;609
CAJOBI;1° Dose;1258
CAJOBI;2° Dose;492
CAJURU;1° Dose;2234
CAJURU;2° Dose;732
CAMPINA DO MONTE ALEGRE;1° Dose;683
CAMPINA DO MONTE ALEGRE;2° Dose;129
CAMPINAS;1° Dose;134701
CAMPINAS;2° Dose;41739
CAMPO LIMPO PAULISTA;1° Dose;4613
CAMPO LIMPO PAULISTA;2° Dose;1520
CAMPOS DO JORDÃO;1° Dose;4356
CAMPOS DO JORDÃO;2° Dose;1384
CAMPOS NOVOS PAULISTA;1° Dose;413
CAMPOS NOVOS PAULISTA;2° Dose;144
CANANÉIA;1° Dose;1242
CANANÉIA;2° Dose;354
CANAS;1° Dose;323
CANAS;2° Dose;110
CÂNDIDO MOTA;1° Dose;3349
CÂNDIDO MOTA;2° Dose;1082
CÂNDIDO RODRIGUES;1° Dose;438
CÂNDIDO RODRIGUES;2° Dose;105
CANITAR;1° Dose;345
CANITAR;2° Dose;105
CAPÃO BONITO;1° Dose;4095
CAPÃO BONITO;2° Dose;907
CAPELA DO ALTO;1° Dose;1184
CAPELA DO ALTO;2° Dose;281
CAPIVARI;1° Dose;4887
CAPIVARI;2° Dose;1528
CARAGUATATUBA;1° Dose;10275
CARAGUATATUBA;2° Dose;3676
CARAPICUÍBA;1° Dose;20991
CARAPICUÍBA;2° Dose;5869
CARDOSO;1° Dose;1461
CARDOSO;2° Dose;389
CASA BRANCA;1° Dose;3209
CASA BRANCA;2° Dose;1168
CÁSSIA DOS COQUEIROS;1° Dose;354
CÁSSIA DOS COQUEIROS;2° Dose;113
CASTILHO;1° Dose;2100
CASTILHO;2° Dose;626
CATANDUVA;1° Dose;18170
CATANDUVA;2° Dose;7249
CATIGUÁ;1° Dose;860
CATIGUÁ;2° Dose;138
CEDRAL;1° Dose;1175
CEDRAL;2° Dose;481
CERQUEIRA CÉSAR;1° Dose;2129
CERQUEIRA CÉSAR;2° Dose;544
CERQUILHO;1° Dose;2928
CERQUILHO;2° Dose;919
CESÁRIO LANGE;1° Dose;1542
CESÁRIO LANGE;2° Dose;359
CHARQUEADA;1° Dose;1307
CHARQUEADA;2° Dose;380
CHAVANTES;1° Dose;1120
CHAVANTES;2° Dose;268
CLEMENTINA;1° Dose;679
CLEMENTINA;2° Dose;213
COLINA;1° Dose;962
COLINA;2° Dose;422
COLÔMBIA;1° Dose;706
COLÔMBIA;2° DOSE;275
CONCHAL;1° Dose;2178
CONCHAL;2° Dose;697
CONCHAS;1° Dose;1963
CONCHAS;2° Dose;483
CORDEIRÓPOLIS;1° Dose;2139
CORDEIRÓPOLIS;2° Dose;421
COROADOS;1° Dose;518
COROADOS;2° Dose;150
CORONEL MACEDO;1° Dose;581
CORONEL MACEDO;2° Dose;190
CORUMBATAÍ;1° Dose;436
CORUMBATAÍ;2° Dose;126
COSMÓPOLIS;1° Dose;4352
COSMÓPOLIS;2° Dose;967
COSMORAMA;1° Dose;1119
COSMORAMA;2° Dose;240
COTIA;1° Dose;12303
COTIA;2° Dose;4525
CRAVINHOS;1° Dose;2432
CRAVINHOS;2° Dose;660
CRISTAIS PAULISTA;1° Dose;862
CRISTAIS PAULISTA;2° Dose;221
CRUZÁLIA;1° Dose;236
CRUZÁLIA;2° DOSE;83
CRUZEIRO;1° Dose;6476
CRUZEIRO;2° Dose;2182
CUBATÃO;1° Dose;9793
CUBATÃO;2° Dose;2697
CUNHA;1° Dose;2327
CUNHA;2° Dose;557
DESCALVADO;1° Dose;4628
DESCALVADO;2° Dose;1222
DIADEMA;1° Dose;28409
DIADEMA;2° Dose;8966
DIRCE REIS;1° Dose;266
DIRCE REIS;2° Dose;68
DIVINOLÂNDIA;1° Dose;2031
DIVINOLÂNDIA;2° Dose;626
DOBRADA;1° Dose;522
DOBRADA;2° Dose;155
DOIS CÓRREGOS;1° Dose;2752
DOIS CÓRREGOS;2° Dose;810
DOLCINÓPOLIS;1° Dose;344
DOLCINÓPOLIS;2° Dose;110
DOURADO;1° Dose;1074
DOURADO;2° Dose;309
DRACENA;1° Dose;7314
DRACENA;2° Dose;2795
DUARTINA;1° Dose;1811
DUARTINA;2° Dose;473
DUMONT;1° Dose;745
DUMONT;2° Dose;243
ECHAPORÃ;1° Dose;727
ECHAPORÃ;2° Dose;272
ELDORADO;1° Dose;2720
ELDORADO;2° Dose;1491
ELIAS FAUSTO;1° Dose;1244
ELIAS FAUSTO;2° Dose;308
ELISIÁRIO;1° Dose;399
ELISIÁRIO;2° Dose;121
EMBAÚBA;1° Dose;314
EMBAÚBA;2° Dose;80
EMBU DAS ARTES;1° Dose;12354
EMBU DAS ARTES;2° Dose;5553
EMBU-GUAÇU;1° Dose;5498
EMBU-GUAÇU;2° Dose;2100
EMILIANÓPOLIS;1° Dose;453
EMILIANÓPOLIS;2° Dose;166
ENGENHEIRO COELHO;1° Dose;1166
ENGENHEIRO COELHO;2° Dose;428
ESPÍRITO SANTO DO PINHAL;1° Dose;5636
ESPÍRITO SANTO DO PINHAL;2° Dose;1829
ESPÍRITO SANTO DO TURVO;1° Dose;361
ESPÍRITO SANTO DO TURVO;2° Dose;94
ESTIVA GERBI;1° Dose;789
ESTIVA GERBI;2° DOSE;201
ESTRELA DO NORTE;1° Dose;242
ESTRELA DO NORTE;2° Dose;69
ESTRELA D'OESTE;1° Dose;1257
ESTRELA D'OESTE;2° Dose;393
EUCLIDES DA CUNHA PAULISTA;1° Dose;851
EUCLIDES DA CUNHA PAULISTA;2° Dose;225
FARTURA;1° Dose;1974
FARTURA;2° Dose;532
FERNANDO PRESTES;1° Dose;902
FERNANDO PRESTES;2° Dose;250
FERNANDÓPOLIS;1° Dose;11170
FERNANDÓPOLIS;2° Dose;4264
FERNÃO;1° Dose;223
FERNÃO;2° Dose;60
FERRAZ DE VASCONCELOS;1° Dose;9307
FERRAZ DE VASCONCELOS;2° Dose;3292
FLORA RICA;1° Dose;393
FLORA RICA;2° Dose;97
FLOREAL;1° Dose;483
FLOREAL;2° Dose;112
FLÓRIDA PAULISTA;1° Dose;1446
FLÓRIDA PAULISTA;2° Dose;511
FLORÍNEA;1° Dose;333
FLORÍNEA;2° Dose;124
FRANCA;1° Dose;28307
FRANCA;2° Dose;7102
FRANCISCO MORATO;1° Dose;9405
FRANCISCO MORATO;2° Dose;2772
FRANCO DA ROCHA;1° Dose;12154
FRANCO DA ROCHA;2° Dose;3507
GABRIEL MONTEIRO;1° Dose;336
GABRIEL MONTEIRO;2° Dose;62
GÁLIA;1° Dose;963
GÁLIA;2° Dose;334
GARÇA;1° Dose;4982
GARÇA;2° Dose;1712
GASTÃO VIDIGAL;1° Dose;479
GASTÃO VIDIGAL;2° Dose;114
GAVIÃO PEIXOTO;1° Dose;472
GAVIÃO PEIXOTO;2° Dose;129
GENERAL SALGADO;1° Dose;1630
GENERAL SALGADO;2° Dose;452
GETULINA;1° Dose;1095
GETULINA;2° Dose;435
GLICÉRIO;1° Dose;517
GLICÉRIO;2° Dose;145
GUAIÇARA;1° Dose;880
GUAIÇARA;2° Dose;210
GUAIMBÊ;1° Dose;578
GUAIMBÊ;2° Dose;242
GUAÍRA;1° Dose;3694
GUAÍRA;2° Dose;1260
GUAPIAÇU;1° Dose;1765
GUAPIAÇU;2° Dose;608
GUAPIARA;1° Dose;1474
GUAPIARA;2° Dose;361
GUARÁ;1° Dose;2371
GUARÁ;2° Dose;745
GUARAÇAÍ;1° Dose;1162
GUARAÇAÍ;2° Dose;391
GUARACI;1° Dose;1237
GUARACI;2° Dose;449
GUARANI D'OESTE;1° Dose;269
GUARANI D'OESTE;2° Dose;92
GUARANTÃ;1° Dose;601
GUARANTÃ;2° Dose;192
GUARARAPES;1° Dose;3662
GUARARAPES;2° Dose;1112
GUARAREMA;1° Dose;2876
GUARAREMA;2° Dose;733
GUARATINGUETÁ;1° Dose;11634
GUARATINGUETÁ;2° Dose;3737
GUAREÍ;1° Dose;1042
GUAREÍ;2° Dose;315
GUARIBA;1° Dose;2598
GUARIBA;2° Dose;715
GUARUJÁ;1° Dose;25179
GUARUJÁ;2° Dose;5803
GUARULHOS;1° Dose;77198
GUARULHOS;2° Dose;28339
GUATAPARÁ;1° Dose;730
GUATAPARÁ;2° Dose;172
GUZOLÂNDIA;1° Dose;480
GUZOLÂNDIA;2° Dose;118
HERCULÂNDIA;1° Dose;948
HERCULÂNDIA;2° Dose;233
HOLAMBRA;1° Dose;1219
HOLAMBRA;2° Dose;302
HORTOLÂNDIA;1° Dose;13411
HORTOLÂNDIA;2° Dose;4662
IACANGA;1° Dose;1313
IACANGA;2° Dose;295
IACRI;1° Dose;705
IACRI;2° Dose;194
IARAS;1° Dose;538
IARAS;2° Dose;139
IBATÉ;1° Dose;2421
IBATÉ;2° Dose;570
IBIRÁ;1° Dose;1612
IBIRÁ;2° Dose;451
IBIRAREMA;1° Dose;864
IBIRAREMA;2° Dose;307
IBITINGA;1° Dose;5993
IBITINGA;2° Dose;1817
IBIÚNA;1° Dose;5357
IBIÚNA;2° Dose;1577
ICÉM;1° Dose;834
ICÉM;2° Dose;253
IEPÊ;1° Dose;1081
IEPÊ;2° Dose;305
IGARAÇU DO TIETÊ;1° Dose;1720
IGARAÇU DO TIETÊ;2° Dose;308
IGARAPAVA;1° Dose;2860
IGARAPAVA;2° Dose;804
IGARATÁ;1° Dose;1058
IGARATÁ;2° Dose;321
IGUAPE;1° Dose;3407
IGUAPE;2° Dose;900
ILHA COMPRIDA;1° Dose;1301
ILHA COMPRIDA;2° Dose;284
ILHA SOLTEIRA;1° Dose;3648
ILHA SOLTEIRA;2° Dose;968
ILHABELA;1° Dose;2735
ILHABELA;2° Dose;1051
INDAIATUBA;1° Dose;24597
INDAIATUBA;2° Dose;6228
INDIANA;1° Dose;644
INDIANA;2° Dose;173
INDIAPORÃ;1° Dose;667
INDIAPORÃ;2° Dose;158
INÚBIA PAULISTA;1° Dose;470
INÚBIA PAULISTA;2° Dose;167
IPAUSSU;1° Dose;1455
IPAUSSU;2° Dose;434
IPERÓ;1° Dose;1854
IPERÓ;2° Dose;517
IPEÚNA;1° Dose;545
IPEÚNA;2° Dose;122
IPIGUÁ;1° Dose;608
IPIGUÁ;2° Dose;163
IPORANGA;1° Dose;622
IPORANGA;2° Dose;392
IPUÃ;1° Dose;1232
IPUÃ;2° Dose;349
IRACEMÁPOLIS;1° Dose;1808
IRACEMÁPOLIS;2° Dose;529
IRAPUÃ;1° Dose;844
IRAPUÃ;2° Dose;304
IRAPURU;1° Dose;936
IRAPURU;2° Dose;189
ITABERÁ;1° Dose;1675
ITABERÁ;2° Dose;373
ITAÍ;1° Dose;2192
ITAÍ;2° Dose;526
ITAJOBI;1° Dose;2112
ITAJOBI;2° Dose;535
ITAJU;1° Dose;346
ITAJU;2° Dose;134
ITANHAÉM;1° Dose;11252
ITANHAÉM;2° Dose;3835
ITAOCA;1° Dose;460
ITAOCA;2° Dose;232
ITAPECERICA DA SERRA;1° Dose;10076
ITAPECERICA DA SERRA;2° Dose;3613
ITAPETININGA;1° Dose;16629
ITAPETININGA;2° Dose;5768
ITAPEVA;1° Dose;9088
ITAPEVA;2° Dose;2632
ITAPEVI;1° Dose;10512
ITAPEVI;2° Dose;3526
ITAPIRA;1° Dose;5829
ITAPIRA;2° Dose;2424
ITAPIRAPUÃ PAULISTA;1° Dose;357
ITAPIRAPUÃ PAULISTA;2° Dose;80
ITÁPOLIS;1° Dose;4719
ITÁPOLIS;2° Dose;1377
ITAPORANGA;1° Dose;1687
ITAPORANGA;2° Dose;457
ITAPUÍ;1° Dose;1264
ITAPUÍ;2° Dose;323
ITAPURA;1° Dose;490
ITAPURA;2° Dose;130
ITAQUAQUECETUBA;1° Dose;12563
ITAQUAQUECETUBA;2° Dose;3797
ITARARÉ;1° Dose;3774
ITARARÉ;2° Dose;977
ITARIRI;1° Dose;1466
ITARIRI;2° Dose;476
ITATIBA;1° Dose;10747
ITATIBA;2° Dose;3172
ITATINGA;1° Dose;1505
ITATINGA;2° Dose;366
ITIRAPINA;1° Dose;1348
ITIRAPINA;2° Dose;475
ITIRAPUÃ;1° Dose;635
ITIRAPUÃ;2° Dose;147
ITOBI;1° Dose;813
ITOBI;2° Dose;256
ITU;1° Dose;15902
ITU;2° Dose;5039
ITUPEVA;1° Dose;3318
ITUPEVA;2° Dose;941
ITUVERAVA;1° Dose;3441
ITUVERAVA;2° Dose;1338
JABORANDI;1° Dose;763
JABORANDI;2° Dose;284
JABOTICABAL;1° Dose;8750
JABOTICABAL;2° Dose;2829
JACAREÍ;1° Dose;23995
JACAREÍ;2° Dose;8151
JACI;1° Dose;849
JACI;2° Dose;342
JACUPIRANGA;1° Dose;1471
JACUPIRANGA;2° Dose;424
JAGUARIÚNA;1° Dose;4350
JAGUARIÚNA;2° Dose;1223
JALES;1° Dose;7648
JALES;2° Dose;2416
JAMBEIRO;1° Dose;403
JAMBEIRO;2° Dose;159
JANDIRA;1° Dose;5164
JANDIRA;2° Dose;1835
JARDINÓPOLIS;1° Dose;3076
JARDINÓPOLIS;2° Dose;1051
JARINU;1° Dose;2329
JARINU;2° Dose;693
JAÚ;1° Dose;16066
JAÚ;2° Dose;5908
JERIQUARA;1° Dose;371
JERIQUARA;2° Dose;105
JOANÓPOLIS;1° Dose;1582
JOANÓPOLIS;2° Dose;415
JOÃO RAMALHO;1° Dose;297
JOÃO RAMALHO;2° Dose;83
JOSÉ BONIFÁCIO;1° Dose;3914
JOSÉ BONIFÁCIO;2° Dose;1376
JÚLIO MESQUITA;1° Dose;330
JÚLIO MESQUITA;2° Dose;76
JUMIRIM;1° Dose;295
JUMIRIM;2° Dose;75
JUNDIAÍ;1° Dose;40975
JUNDIAÍ;2° Dose;12209
JUNQUEIRÓPOLIS;1° Dose;2629
JUNQUEIRÓPOLIS;2° Dose;754
JUQUIÁ;1° Dose;1745
JUQUIÁ;2° Dose;370
JUQUITIBA;1° Dose;2744
JUQUITIBA;2° Dose;877
LAGOINHA;1° Dose;755
LAGOINHA;2° Dose;252
LARANJAL PAULISTA;1° Dose;2758
LARANJAL PAULISTA;2° Dose;848
LAVÍNIA;1° Dose;725
LAVÍNIA;2° Dose;167
LAVRINHAS;1° Dose;434
LAVRINHAS;2° Dose;128
LEME;1° Dose;9695
LEME;2° Dose;3120
LENÇÓIS PAULISTA;1° Dose;6137
LENÇÓIS PAULISTA;2° Dose;1666
LIMEIRA;1° Dose;24404
LIMEIRA;2° Dose;4552
LINDÓIA;1° Dose;854
LINDÓIA;2° Dose;208
LINS;1° Dose;9698
LINS;2° Dose;3329
LORENA;1° Dose;7116
LORENA;2° Dose;2492
LOURDES;1° Dose;364
LOURDES;2° Dose;96
LOUVEIRA;1° Dose;2987
LOUVEIRA;2° Dose;954
LUCÉLIA;1° Dose;2138
LUCÉLIA;2° Dose;911
LUCIANÓPOLIS;1° Dose;334
LUCIANÓPOLIS;2° Dose;61
LUÍS ANTÔNIO;1° Dose;807
LUÍS ANTÔNIO;2° Dose;280
LUIZIÂNIA;1° Dose;486
LUIZIÂNIA;2° Dose;113
LUPÉRCIO;1° Dose;449
LUPÉRCIO;2° Dose;140
LUTÉCIA;1° Dose;378
LUTÉCIA;2° Dose;123
MACATUBA;1° Dose;1553
MACATUBA;2° Dose;521
MACAUBAL;1° Dose;1145
MACAUBAL;2° Dose;330
MACEDÔNIA;1° Dose;212
MACEDÔNIA;2° Dose;90
MAGDA;1° Dose;502
MAGDA;2° Dose;118
MAIRINQUE;1° Dose;4177
MAIRINQUE;2° Dose;1066
MAIRIPORÃ;1° Dose;7305
MAIRIPORÃ;2° Dose;1754
MANDURI;1° Dose;1119
MANDURI;2° Dose;228
MARABÁ PAULISTA;1° Dose;366
MARABÁ PAULISTA;2° Dose;83
MARACAÍ;1° Dose;1400
MARACAÍ;2° Dose;481
MARAPOAMA;1° Dose;442
MARAPOAMA;2° Dose;109
MARIÁPOLIS;1° Dose;346
MARIÁPOLIS;2° Dose;133
MARÍLIA;1° Dose;27007
MARÍLIA;2° Dose;10502
MARINÓPOLIS;1° Dose;316
MARINÓPOLIS;2° Dose;95
MARTINÓPOLIS;1° Dose;2870
MARTINÓPOLIS;2° Dose;688
MATÃO;1° Dose;7571
MATÃO;2° Dose;2313
MAUÁ;1° Dose;29067
MAUÁ;2° Dose;12156
MENDONÇA;1° Dose;480
MENDONÇA;2° Dose;235
MERIDIANO;1° Dose;509
MERIDIANO;2° Dose;186
MESÓPOLIS;1° Dose;134
MESÓPOLIS;2° Dose;62
MIGUELÓPOLIS;1° Dose;2219
MIGUELÓPOLIS;2° Dose;585
MINEIROS DO TIETÊ;1° Dose;1231
MINEIROS DO TIETÊ;2° Dose;281
MIRA ESTRELA;1° Dose;429
MIRA ESTRELA;2° Dose;128
MIRACATU;1° Dose;1744
MIRACATU;2° Dose;575
MIRANDÓPOLIS;1° Dose;3100
MIRANDÓPOLIS;2° Dose;1217
MIRANTE DO PARANAPANEMA;1° Dose;2019
MIRANTE DO PARANAPANEMA;2° Dose;600
MIRASSOL;1° Dose;6346
MIRASSOL;2° Dose;1610
MIRASSOLÂNDIA;1° Dose;602
MIRASSOLÂNDIA;2° Dose;214
MOCOCA;1° Dose;8196
MOCOCA;2° Dose;2398
MOGI DAS CRUZES;1° Dose;37471
MOGI DAS CRUZES;2° Dose;12147
MOGI GUAÇU;1° Dose;14525
MOGI GUAÇU;2° Dose;4604
MOGI MIRIM;1° Dose;10972
MOGI MIRIM;2° Dose;3522
MOMBUCA;1° Dose;332
MOMBUCA;2° Dose;179
MONÇÕES;1° Dose;378
MONÇÕES;2° Dose;104
MONGAGUÁ;1° Dose;5926
MONGAGUÁ;2° Dose;1068
MONTE ALEGRE DO SUL;1° Dose;1076
MONTE ALEGRE DO SUL;2° Dose;240
MONTE ALTO;1° Dose;5908
MONTE ALTO;2° Dose;1932
MONTE APRAZÍVEL;1° Dose;2864
MONTE APRAZÍVEL;2° Dose;1070
MONTE AZUL PAULISTA;1° Dose;1920
MONTE AZUL PAULISTA;2° Dose;581
MONTE CASTELO;1° Dose;624
MONTE CASTELO;2° Dose;149
MONTE MOR;1° Dose;4337
MONTE MOR;2° Dose;837
MONTEIRO LOBATO;1° Dose;483
MONTEIRO LOBATO;2° Dose;140
MORRO AGUDO;1° Dose;2601
MORRO AGUDO;2° Dose;883
MORUNGABA;1° Dose;1337
MORUNGABA;2° Dose;304
MOTUCA;1° Dose;398
MOTUCA;2° DOSE;102
MURUTINGA DO SUL;1° Dose;555
MURUTINGA DO SUL;2° Dose;162
NANTES;1° Dose;266
NANTES;2° Dose;100
NARANDIBA;1° Dose;420
NARANDIBA;2° Dose;131
NATIVIDADE DA SERRA;1° Dose;780
NATIVIDADE DA SERRA;2° Dose;313
NAZARÉ PAULISTA;1° Dose;1830
NAZARÉ PAULISTA;2° Dose;355
NEVES PAULISTA;1° Dose;1496
NEVES PAULISTA;2° Dose;454
NHANDEARA;1° Dose;1763
NHANDEARA;2° Dose;578
NIPOÃ;1° Dose;404
NIPOÃ;2° Dose;76
NOVA ALIANÇA;1° Dose;828
NOVA ALIANÇA;2° Dose;291
NOVA CAMPINA;1° Dose;617
NOVA CAMPINA;2° Dose;175
NOVA CANAÃ PAULISTA;1° Dose;337
NOVA CANAÃ PAULISTA;2° Dose;67
NOVA CASTILHO;1° Dose;140
NOVA CASTILHO;2° Dose;47
NOVA EUROPA;1° Dose;952
NOVA EUROPA;2° Dose;214
NOVA GRANADA;1° Dose;2286
NOVA GRANADA;2° Dose;713
NOVA GUATAPORANGA;1° Dose;315
NOVA GUATAPORANGA;2° Dose;80
NOVA INDEPENDÊNCIA;1° Dose;304
NOVA INDEPENDÊNCIA;2° Dose;94
NOVA LUZITÂNIA;1° Dose;346
NOVA LUZITÂNIA;2° Dose;83
NOVA ODESSA;1° Dose;4185
NOVA ODESSA;2° Dose;1027
NOVAIS;1° Dose;262
NOVAIS;2° Dose;60
NOVO HORIZONTE;1° Dose;4767
NOVO HORIZONTE;2° Dose;1677
NUPORANGA;1° Dose;862
NUPORANGA;2° Dose;277
OCAUÇU;1° Dose;473
OCAUÇU;2° Dose;135
ÓLEO;1° Dose;307
ÓLEO;2° Dose;97
