Ds Municipio Maiusc;Dose;Contagem de Id Vacinacao
BANANAL;1° Dose;759
BANANAL;2° Dose;299
BARÃO DE ANTONINA;1° Dose;254
BARÃO DE ANTONINA;2° Dose;125
BARBOSA;1° Dose;353
BARBOSA;2° Dose;193
BARIRI;1° Dose;2422
BARIRI;2° Dose;798
BARRA BONITA;1° Dose;2677
BARRA BONITA;2° Dose;1119
BARRA DO CHAPÉU;1° Dose;215
BARRA DO CHAPÉU;2° Dose;55
BARRA DO TURVO;1° Dose;663
BARRA DO TURVO;2° Dose;450
BARRETOS;1° Dose;10662
BARRETOS;2° Dose;5240
BARRINHA;1° Dose;1192
BARRINHA;2° Dose;444
BARUERI;1° Dose;14311
BARUERI;2° Dose;5890
BASTOS;1° Dose;1269
BASTOS;2° Dose;483
BATATAIS;1° Dose;3256
BATATAIS;2° Dose;1126
BAURU;1° Dose;33092
BAURU;2° Dose;15378
BEBEDOURO;1° Dose;4894
BEBEDOURO;2° Dose;1144
BENTO DE ABREU;1° Dose;157
BENTO DE ABREU;2° Dose;57
BERNARDINO DE CAMPOS;1° Dose;907
BERNARDINO DE CAMPOS;2° Dose;395
BERTIOGA;1° Dose;2670
BERTIOGA;2° Dose;1098
BILAC;1° Dose;721
BILAC;2° Dose;231
BIRIGUI;1° Dose;5353
BIRIGUI;2° Dose;1401
BIRITIBA MIRIM;1° Dose;1135
BIRITIBA MIRIM;2° Dose;405
BOA ESPERANÇA DO SUL;1° Dose;631
BOA ESPERANÇA DO SUL;2° Dose;212
BOCAINA;1° Dose;695
BOCAINA;2° Dose;207
BOFETE;1° Dose;532
BOFETE;2° Dose;125
BOITUVA;1° Dose;2047
BOITUVA;2° Dose;760
BOM JESUS DOS PERDÕES;1° Dose;991
BOM JESUS DOS PERDÕES;2° Dose;201
BOM SUCESSO DE ITARARÉ;1° Dose;166
BOM SUCESSO DE ITARARÉ;2° Dose;60
BORÁ;1° Dose;94
BORÁ;2° Dose;38
BORACÉIA;1° Dose;299
BORACÉIA;2° Dose;75
BORBOREMA;1° Dose;1040
BORBOREMA;2° Dose;261
BOREBI;1° Dose;118
BOREBI;2° Dose;40
BOTUCATU;1° Dose;14188
BOTUCATU;2° Dose;5576
BRAGANÇA PAULISTA;1° Dose;10872
BRAGANÇA PAULISTA;2° Dose;3503
BRAÚNA;1° Dose;464
BRAÚNA;2° Dose;190
BREJO ALEGRE;1° Dose;208
BREJO ALEGRE;2° Dose;46
BRODOWSKI;1° Dose;1428
BRODOWSKI;2° Dose;455
BROTAS;1° Dose;1308
BROTAS;2° Dose;408
BURI;1° Dose;749
BURI;2° Dose;161
BURITAMA;1° Dose;1004
BURITAMA;2° Dose;369
BURITIZAL;1° Dose;354
BURITIZAL;2° Dose;159
CABRÁLIA PAULISTA;1° Dose;272
CABRÁLIA PAULISTA;2° Dose;78
CABREÚVA;1° Dose;1574
CABREÚVA;2° Dose;344
CAÇAPAVA;1° Dose;4213
CAÇAPAVA;2° Dose;1667
CACHOEIRA PAULISTA;1° Dose;2022
CACHOEIRA PAULISTA;2° Dose;689
CACONDE;1° Dose;1081
CACONDE;2° Dose;215
CAFELÂNDIA;1° Dose;804
CAFELÂNDIA;2° Dose;128
CAIABU;1° Dose;246
CAIABU;2° Dose;88
CAIEIRAS;1° Dose;3959
CAIEIRAS;2° Dose;1601
CAIUÁ;1° Dose;345
CAIUÁ;2° Dose;107
CAJAMAR;1° Dose;2566
CAJAMAR;2° Dose;555
CAJATI;1° Dose;1196
CAJATI;2° Dose;291
CAJOBI;1° Dose;732
CAJOBI;2° Dose;321
CAJURU;1° Dose;1625
CAJURU;2° Dose;518
CAMPINA DO MONTE ALEGRE;1° Dose;373
CAMPINA DO MONTE ALEGRE;2° Dose;60
CAMPINAS;1° Dose;86734
CAMPINAS;2° Dose;36588
CAMPO LIMPO PAULISTA;1° Dose;2578
CAMPO LIMPO PAULISTA;2° Dose;1315
CAMPOS DO JORDÃO;1° Dose;2444
CAMPOS DO JORDÃO;2° Dose;1238
CAMPOS NOVOS PAULISTA;1° Dose;256
CAMPOS NOVOS PAULISTA;2° Dose;82
CANANÉIA;1° Dose;695
CANANÉIA;2° Dose;272
CANAS;1° Dose;172
CANAS;2° Dose;69
CÂNDIDO MOTA;1° Dose;1746
CÂNDIDO MOTA;2° Dose;656
CÂNDIDO RODRIGUES;1° Dose;236
CÂNDIDO RODRIGUES;2° Dose;75
CANITAR;1° Dose;195
CANITAR;2° Dose;66
CAPÃO BONITO;1° Dose;2194
CAPÃO BONITO;2° Dose;688
CAPELA DO ALTO;1° Dose;685
CAPELA DO ALTO;2° Dose;218
CAPIVARI;1° Dose;2752
CAPIVARI;2° Dose;1023
CARAGUATATUBA;1° Dose;6819
CARAGUATATUBA;2° Dose;1702
CARAPICUÍBA;1° Dose;12400
CARAPICUÍBA;2° Dose;2605
CARDOSO;1° Dose;786
CARDOSO;2° Dose;166
CASA BRANCA;1° Dose;2146
CASA BRANCA;2° Dose;949
CÁSSIA DOS COQUEIROS;1° Dose;211
CÁSSIA DOS COQUEIROS;2° Dose;74
CASTILHO;1° Dose;1179
CASTILHO;2° Dose;477
CATANDUVA;1° Dose;11889
CATANDUVA;2° Dose;5675
CATIGUÁ;1° Dose;518
CATIGUÁ;2° Dose;43
CEDRAL;1° Dose;880
CEDRAL;2° Dose;431
CERQUEIRA CÉSAR;1° Dose;1160
CERQUEIRA CÉSAR;2° Dose;410
CERQUILHO;1° Dose;1500
CERQUILHO;2° Dose;458
CESÁRIO LANGE;1° Dose;777
CESÁRIO LANGE;2° Dose;269
CHARQUEADA;1° Dose;707
CHARQUEADA;2° Dose;240
CHAVANTES;1° Dose;406
CHAVANTES;2° Dose;173
CLEMENTINA;1° Dose;404
CLEMENTINA;2° Dose;125
COLINA;1° Dose;805
COLINA;2° Dose;292
COLÔMBIA;1° Dose;380
COLÔMBIA;2° Dose;160
CONCHAL;1° Dose;1178
CONCHAL;2° Dose;465
CONCHAS;1° Dose;1098
CONCHAS;2° Dose;226
CORDEIRÓPOLIS;1° Dose;1271
CORDEIRÓPOLIS;2° Dose;172
COROADOS;1° Dose;288
COROADOS;2° Dose;100
CORONEL MACEDO;1° Dose;305
CORONEL MACEDO;2° Dose;133
CORUMBATAÍ;1° Dose;216
CORUMBATAÍ;2° Dose;76
COSMÓPOLIS;1° Dose;2297
COSMÓPOLIS;2° Dose;686
COSMORAMA;1° Dose;566
COSMORAMA;2° Dose;154
COTIA;1° Dose;7615
COTIA;2° Dose;2859
CRAVINHOS;1° Dose;1477
CRAVINHOS;2° Dose;550
CRISTAIS PAULISTA;1° Dose;443
CRISTAIS PAULISTA;2° Dose;178
CRUZÁLIA;1° Dose;152
CRUZÁLIA;2° Dose;43
CRUZEIRO;1° Dose;4273
CRUZEIRO;2° Dose;1606
CUBATÃO;1° Dose;5582
CUBATÃO;2° Dose;1404
CUNHA;1° Dose;1248
CUNHA;2° Dose;301
DESCALVADO;1° Dose;2639
DESCALVADO;2° Dose;1069
DIADEMA;1° Dose;15484
DIADEMA;2° Dose;4042
DIRCE REIS;1° Dose;151
DIRCE REIS;2° Dose;45
DIVINOLÂNDIA;1° Dose;1043
DIVINOLÂNDIA;2° Dose;474
DOBRADA;1° Dose;335
DOBRADA;2° Dose;102
DOIS CÓRREGOS;1° Dose;1599
DOIS CÓRREGOS;2° Dose;641
DOLCINÓPOLIS;1° Dose;180
DOLCINÓPOLIS;2° Dose;48
DOURADO;1° Dose;583
DOURADO;2° Dose;212
DRACENA;1° Dose;4601
DRACENA;2° Dose;1892
DUARTINA;1° Dose;1040
DUARTINA;2° Dose;438
DUMONT;1° Dose;430
DUMONT;2° Dose;149
ECHAPORÃ;1° Dose;442
ECHAPORÃ;2° Dose;162
ELDORADO;1° Dose;1751
ELDORADO;2° Dose;1114
ELIAS FAUSTO;1° Dose;653
ELIAS FAUSTO;2° Dose;234
ELISIÁRIO;1° Dose;228
ELISIÁRIO;2° Dose;87
EMBAÚBA;1° Dose;181
EMBAÚBA;2° Dose;58
EMBU DAS ARTES;1° Dose;8453
EMBU DAS ARTES;2° Dose;2270
EMBU-GUAÇU;1° Dose;3312
EMBU-GUAÇU;2° Dose;932
EMILIANÓPOLIS;1° Dose;242
EMILIANÓPOLIS;2° Dose;97
ENGENHEIRO COELHO;1° Dose;752
ENGENHEIRO COELHO;2° Dose;332
ESPÍRITO SANTO DO PINHAL;1° Dose;3389
ESPÍRITO SANTO DO PINHAL;2° Dose;1513
ESPÍRITO SANTO DO TURVO;1° Dose;173
ESPÍRITO SANTO DO TURVO;2° Dose;76
ESTIVA GERBI;1° Dose;390
ESTIVA GERBI;2° Dose;59
ESTRELA DO NORTE;1° Dose;172
ESTRELA DO NORTE;2° Dose;52
ESTRELA D'OESTE;1° Dose;720
ESTRELA D'OESTE;2° Dose;297
EUCLIDES DA CUNHA PAULISTA;1° Dose;470
EUCLIDES DA CUNHA PAULISTA;2° Dose;195
FARTURA;1° Dose;1117
FARTURA;2° Dose;346
FERNANDO PRESTES;1° Dose;524
FERNANDO PRESTES;2° Dose;200
FERNANDÓPOLIS;1° Dose;7149
FERNANDÓPOLIS;2° Dose;2652
FERNÃO;1° Dose;151
FERNÃO;2° Dose;51
FERRAZ DE VASCONCELOS;1° Dose;5855
FERRAZ DE VASCONCELOS;2° Dose;2904
FLORA RICA;1° Dose;231
FLORA RICA;2° Dose;69
FLOREAL;1° Dose;333
FLOREAL;2° Dose;90
FLÓRIDA PAULISTA;1° Dose;830
FLÓRIDA PAULISTA;2° Dose;340
FLORÍNEA;1° Dose;221
FLORÍNEA;2° Dose;114
FRANCA;1° Dose;15314
FRANCA;2° Dose;6265
FRANCISCO MORATO;1° Dose;4685
FRANCISCO MORATO;2° Dose;2146
FRANCO DA ROCHA;1° Dose;6950
FRANCO DA ROCHA;2° Dose;3100
GABRIEL MONTEIRO;1° Dose;164
GABRIEL MONTEIRO;2° Dose;48
GÁLIA;1° Dose;528
GÁLIA;2° Dose;304
GARÇA;1° Dose;2959
GARÇA;2° Dose;1263
GASTÃO VIDIGAL;1° Dose;265
GASTÃO VIDIGAL;2° Dose;83
GAVIÃO PEIXOTO;1° Dose;281
GAVIÃO PEIXOTO;2° Dose;102
GENERAL SALGADO;1° Dose;919
GENERAL SALGADO;2° Dose;402
GETULINA;1° Dose;478
GETULINA;2° Dose;132
GLICÉRIO;1° Dose;240
GLICÉRIO;2° Dose;90
GUAIÇARA;1° Dose;534
GUAIÇARA;2° Dose;144
GUAIMBÊ;1° Dose;398
GUAIMBÊ;2° Dose;164
GUAÍRA;1° Dose;2183
GUAÍRA;2° Dose;873
GUAPIAÇU;1° Dose;973
GUAPIAÇU;2° Dose;302
GUAPIARA;1° Dose;758
GUAPIARA;2° Dose;194
GUARÁ;1° Dose;1252
GUARÁ;2° Dose;551
GUARAÇAÍ;1° Dose;682
GUARAÇAÍ;2° Dose;261
GUARACI;1° Dose;706
GUARACI;2° Dose;281
GUARANI D'OESTE;1° Dose;153
GUARANI D'OESTE;2° Dose;54
GUARANTÃ;1° Dose;379
GUARANTÃ;2° Dose;159
GUARARAPES;1° Dose;2023
GUARARAPES;2° Dose;737
GUARAREMA;1° Dose;1512
GUARAREMA;2° Dose;687
GUARATINGUETÁ;1° Dose;7666
GUARATINGUETÁ;2° Dose;2940
GUAREÍ;1° Dose;659
GUAREÍ;2° Dose;239
GUARIBA;1° Dose;1523
GUARIBA;2° Dose;643
GUARUJÁ;1° Dose;13621
GUARUJÁ;2° Dose;3063
GUARULHOS;1° Dose;47687
GUARULHOS;2° Dose;24945
GUATAPARÁ;1° Dose;375
GUATAPARÁ;2° Dose;125
GUZOLÂNDIA;1° Dose;243
GUZOLÂNDIA;2° Dose;67
HERCULÂNDIA;1° Dose;536
HERCULÂNDIA;2° Dose;161
HOLAMBRA;1° Dose;653
HOLAMBRA;2° Dose;296
HORTOLÂNDIA;1° Dose;7752
HORTOLÂNDIA;2° Dose;2190
IACANGA;1° Dose;665
IACANGA;2° Dose;238
IACRI;1° Dose;395
IACRI;2° Dose;165
IARAS;1° Dose;299
IARAS;2° Dose;107
IBATÉ;1° Dose;1377
IBATÉ;2° Dose;344
IBIRÁ;1° Dose;672
IBIRÁ;2° Dose;252
IBIRAREMA;1° Dose;472
IBIRAREMA;2° Dose;209
IBITINGA;1° Dose;3667
IBITINGA;2° Dose;1366
IBIÚNA;1° Dose;3014
IBIÚNA;2° Dose;1189
ICÉM;1° Dose;473
ICÉM;2° Dose;212
IEPÊ;1° Dose;649
IEPÊ;2° Dose;274
IGARAÇU DO TIETÊ;1° Dose;935
IGARAÇU DO TIETÊ;2° Dose;252
IGARAPAVA;1° Dose;1622
IGARAPAVA;2° Dose;705
IGARATÁ;1° Dose;602
IGARATÁ;2° Dose;211
IGUAPE;1° Dose;1583
IGUAPE;2° Dose;629
ILHA COMPRIDA;1° Dose;555
ILHA COMPRIDA;2° Dose;173
ILHA SOLTEIRA;1° Dose;1906
ILHA SOLTEIRA;2° Dose;801
ILHABELA;1° Dose;1737
ILHABELA;2° Dose;868
INDAIATUBA;1° Dose;12461
INDAIATUBA;2° Dose;4792
INDIANA;1° Dose;274
INDIANA;2° Dose;146
INDIAPORÃ;1° Dose;338
INDIAPORÃ;2° Dose;148
INÚBIA PAULISTA;1° Dose;295
INÚBIA PAULISTA;2° Dose;121
IPAUSSU;1° Dose;784
IPAUSSU;2° Dose;307
IPERÓ;1° Dose;1032
IPERÓ;2° Dose;368
IPEÚNA;1° Dose;257
IPEÚNA;2° Dose;114
IPIGUÁ;1° Dose;291
IPIGUÁ;2° Dose;109
IPORANGA;1° Dose;490
IPORANGA;2° Dose;221
IPUÃ;1° Dose;754
IPUÃ;2° Dose;286
IRACEMÁPOLIS;1° Dose;1071
IRACEMÁPOLIS;2° Dose;483
IRAPUÃ;1° Dose;462
IRAPUÃ;2° Dose;209
IRAPURU;1° Dose;535
IRAPURU;2° Dose;172
ITABERÁ;1° Dose;860
ITABERÁ;2° Dose;177
ITAÍ;1° Dose;1184
ITAÍ;2° Dose;384
ITAJOBI;1° Dose;1202
ITAJOBI;2° Dose;321
ITAJU;1° Dose;192
ITAJU;2° Dose;65
ITANHAÉM;1° Dose;5715
ITANHAÉM;2° Dose;1830
ITAOCA;1° Dose;309
ITAOCA;2° Dose;189
ITAPECERICA DA SERRA;1° Dose;6311
ITAPECERICA DA SERRA;2° Dose;2948
ITAPETININGA;1° Dose;10004
ITAPETININGA;2° Dose;4198
ITAPEVA;1° Dose;5071
ITAPEVA;2° Dose;1936
ITAPEVI;1° Dose;6525
ITAPEVI;2° Dose;2425
ITAPIRA;1° Dose;4080
ITAPIRA;2° Dose;1452
ITAPIRAPUÃ PAULISTA;1° Dose;161
ITAPIRAPUÃ PAULISTA;2° Dose;55
ITÁPOLIS;1° Dose;3008
ITÁPOLIS;2° Dose;862
ITAPORANGA;1° Dose;901
ITAPORANGA;2° Dose;284
ITAPUÍ;1° Dose;722
ITAPUÍ;2° Dose;318
ITAPURA;1° Dose;273
ITAPURA;2° Dose;113
ITAQUAQUECETUBA;1° Dose;6086
ITAQUAQUECETUBA;2° Dose;2860
ITARARÉ;1° Dose;2208
ITARARÉ;2° Dose;637
ITARIRI;1° Dose;754
ITARIRI;2° Dose;257
ITATIBA;1° Dose;5734
ITATIBA;2° Dose;2364
ITATINGA;1° Dose;836
ITATINGA;2° Dose;199
ITIRAPINA;1° Dose;852
ITIRAPINA;2° Dose;461
ITIRAPUÃ;1° Dose;386
ITIRAPUÃ;2° Dose;134
ITOBI;1° Dose;498
ITOBI;2° Dose;202
ITU;1° Dose;8615
ITU;2° Dose;3366
ITUPEVA;1° Dose;1611
ITUPEVA;2° Dose;616
ITUVERAVA;1° Dose;2015
ITUVERAVA;2° Dose;1000
JABORANDI;1° Dose;455
JABORANDI;2° Dose;174
JABOTICABAL;1° Dose;4810
JABOTICABAL;2° Dose;1749
JACAREÍ;1° Dose;13335
JACAREÍ;2° Dose;5527
JACI;1° Dose;613
JACI;2° Dose;340
JACUPIRANGA;1° Dose;803
JACUPIRANGA;2° Dose;277
JAGUARIÚNA;1° Dose;2497
JAGUARIÚNA;2° Dose;517
JALES;1° Dose;4578
JALES;2° Dose;1656
JAMBEIRO;1° Dose;230
JAMBEIRO;2° Dose;120
JANDIRA;1° Dose;2745
JANDIRA;2° Dose;981
JARDINÓPOLIS;1° Dose;1840
JARDINÓPOLIS;2° Dose;735
JARINU;1° Dose;1262
JARINU;2° Dose;457
JAÚ;1° Dose;11440
JAÚ;2° Dose;4211
JERIQUARA;1° Dose;208
JERIQUARA;2° Dose;86
JOANÓPOLIS;1° Dose;891
JOANÓPOLIS;2° Dose;263
JOÃO RAMALHO;1° Dose;191
JOÃO RAMALHO;2° Dose;67
JOSÉ BONIFÁCIO;1° Dose;2202
JOSÉ BONIFÁCIO;2° Dose;847
JÚLIO MESQUITA;1° Dose;126
JÚLIO MESQUITA;2° Dose;34
JUMIRIM;1° Dose;185
JUMIRIM;2° Dose;64
JUNDIAÍ;1° Dose;21242
JUNDIAÍ;2° Dose;7857
JUNQUEIRÓPOLIS;1° Dose;1564
JUNQUEIRÓPOLIS;2° Dose;659
JUQUIÁ;1° Dose;830
JUQUIÁ;2° Dose;202
JUQUITIBA;1° Dose;1546
JUQUITIBA;2° Dose;526
LAGOINHA;1° Dose;398
LAGOINHA;2° Dose;123
LARANJAL PAULISTA;1° Dose;1807
LARANJAL PAULISTA;2° Dose;527
LAVÍNIA;1° Dose;399
LAVÍNIA;2° Dose;119
LAVRINHAS;1° Dose;235
LAVRINHAS;2° Dose;69
LEME;1° Dose;5502
LEME;2° Dose;2477
LENÇÓIS PAULISTA;1° Dose;3438
LENÇÓIS PAULISTA;2° Dose;1364
LIMEIRA;1° Dose;12348
LIMEIRA;2° Dose;1649
LINDÓIA;1° Dose;511
LINDÓIA;2° Dose;191
LINS;1° Dose;6612
LINS;2° Dose;2999
LORENA;1° Dose;4855
LORENA;2° Dose;1779
LOURDES;1° Dose;194
LOURDES;2° Dose;93
LOUVEIRA;1° Dose;1680
LOUVEIRA;2° Dose;701
LUCÉLIA;1° Dose;1463
LUCÉLIA;2° Dose;513
LUCIANÓPOLIS;1° Dose;160
LUCIANÓPOLIS;2° Dose;61
LUÍS ANTÔNIO;1° Dose;485
LUÍS ANTÔNIO;2° Dose;246
LUIZIÂNIA;1° Dose;295
LUIZIÂNIA;2° Dose;79
LUPÉRCIO;1° Dose;243
LUPÉRCIO;2° Dose;105
LUTÉCIA;1° Dose;201
LUTÉCIA;2° Dose;88
MACATUBA;1° Dose;1027
MACATUBA;2° Dose;455
MACAUBAL;1° Dose;705
MACAUBAL;2° Dose;221
MACEDÔNIA;1° Dose;175
MACEDÔNIA;2° Dose;60
MAGDA;1° Dose;267
MAGDA;2° Dose;118
MAIRINQUE;1° Dose;2160
MAIRINQUE;2° Dose;662
MAIRIPORÃ;1° Dose;3784
MAIRIPORÃ;2° Dose;1479
MANDURI;1° Dose;575
MANDURI;2° Dose;175
MARABÁ PAULISTA;1° Dose;221
MARABÁ PAULISTA;2° Dose;80
MARACAÍ;1° Dose;768
MARACAÍ;2° Dose;276
MARAPOAMA;1° Dose;222
MARAPOAMA;2° Dose;92
MARIÁPOLIS;1° Dose;228
MARIÁPOLIS;2° Dose;87
MARÍLIA;1° Dose;18231
MARÍLIA;2° Dose;7842
MARINÓPOLIS;1° Dose;200
MARINÓPOLIS;2° Dose;66
MARTINÓPOLIS;1° Dose;1570
MARTINÓPOLIS;2° Dose;538
MATÃO;1° Dose;4037
MATÃO;2° Dose;1864
MAUÁ;1° Dose;17857
MAUÁ;2° Dose;5590
MENDONÇA;1° Dose;345
MENDONÇA;2° Dose;215
MERIDIANO;1° Dose;317
MERIDIANO;2° Dose;123
MESÓPOLIS;1° Dose;133
MESÓPOLIS;2° Dose;58
MIGUELÓPOLIS;1° Dose;1311
MIGUELÓPOLIS;2° Dose;440
MINEIROS DO TIETÊ;1° Dose;625
MINEIROS DO TIETÊ;2° Dose;259
MIRA ESTRELA;1° Dose;232
MIRA ESTRELA;2° Dose;87
MIRACATU;1° Dose;987
MIRACATU;2° Dose;357
MIRANDÓPOLIS;1° Dose;2189
MIRANDÓPOLIS;2° Dose;900
MIRANTE DO PARANAPANEMA;1° Dose;1065
MIRANTE DO PARANAPANEMA;2° Dose;326
MIRASSOL;1° Dose;3499
MIRASSOL;2° Dose;1202
MIRASSOLÂNDIA;1° Dose;337
MIRASSOLÂNDIA;2° Dose;118
MOCOCA;1° Dose;4911
MOCOCA;2° Dose;1742
MOGI DAS CRUZES;1° Dose;21897
MOGI DAS CRUZES;2° Dose;8927
MOGI GUAÇU;1° Dose;7404
MOGI GUAÇU;2° Dose;3258
MOGI MIRIM;1° Dose;6254
MOGI MIRIM;2° Dose;2552
MOMBUCA;1° Dose;206
MOMBUCA;2° Dose;93
MONÇÕES;1° Dose;215
MONÇÕES;2° Dose;86
MONGAGUÁ;1° Dose;2424
MONGAGUÁ;2° Dose;486
MONTE ALEGRE DO SUL;1° Dose;558
MONTE ALEGRE DO SUL;2° Dose;165
MONTE ALTO;1° Dose;3391
MONTE ALTO;2° Dose;1380
MONTE APRAZÍVEL;1° Dose;1720
MONTE APRAZÍVEL;2° Dose;612
MONTE AZUL PAULISTA;1° Dose;1185
MONTE AZUL PAULISTA;2° Dose;335
MONTE CASTELO;1° Dose;346
MONTE CASTELO;2° Dose;96
MONTE MOR;1° Dose;2191
MONTE MOR;2° Dose;519
MONTEIRO LOBATO;1° Dose;296
MONTEIRO LOBATO;2° Dose;93
MORRO AGUDO;1° Dose;1650
MORRO AGUDO;2° Dose;461
MORUNGABA;1° Dose;700
MORUNGABA;2° Dose;213
MOTUCA;1° Dose;210
MOTUCA;2° Dose;59
MURUTINGA DO SUL;1° Dose;320
MURUTINGA DO SUL;2° Dose;72
NANTES;1° Dose;152
NANTES;2° Dose;68
NARANDIBA;1° Dose;303
NARANDIBA;2° Dose;128
NATIVIDADE DA SERRA;1° Dose;406
NATIVIDADE DA SERRA;2° Dose;121
NAZARÉ PAULISTA;1° Dose;907
NAZARÉ PAULISTA;2° Dose;223
NEVES PAULISTA;1° Dose;901
NEVES PAULISTA;2° Dose;366
NHANDEARA;1° Dose;969
NHANDEARA;2° Dose;361
NIPOÃ;1° Dose;211
NIPOÃ;2° Dose;47
NOVA ALIANÇA;1° Dose;521
NOVA ALIANÇA;2° Dose;225
NOVA CAMPINA;1° Dose;313
NOVA CAMPINA;2° Dose;121
NOVA CANAÃ PAULISTA;1° Dose;159
NOVA CANAÃ PAULISTA;2° Dose;55
NOVA CASTILHO;1° Dose;90
NOVA CASTILHO;2° Dose;24
NOVA EUROPA;1° Dose;482
NOVA EUROPA;2° Dose;179
NOVA GRANADA;1° Dose;1300
NOVA GRANADA;2° Dose;546
NOVA GUATAPORANGA;1° Dose;172
NOVA GUATAPORANGA;2° Dose;42
NOVA INDEPENDÊNCIA;1° Dose;213
NOVA INDEPENDÊNCIA;2° Dose;75
NOVA LUZITÂNIA;1° Dose;193
NOVA LUZITÂNIA;2° Dose;72
NOVA ODESSA;1° Dose;1984
NOVA ODESSA;2° Dose;754
NOVAIS;1° Dose;226
NOVAIS;2° Dose;58
NOVO HORIZONTE;1° Dose;2736
NOVO HORIZONTE;2° Dose;1161
NUPORANGA;1° Dose;553
NUPORANGA;2° Dose;180
OCAUÇU;1° Dose;252
OCAUÇU;2° Dose;91
ÓLEO;1° Dose;190
ÓLEO;2° Dose;65
OLÍMPIA;1° Dose;3530
OLÍMPIA;2° Dose;1443
ONDA VERDE;1° Dose;296
ONDA VERDE;2° Dose;57
ORIENTE;1° Dose;330
