Município;Dose;Total Doses Aplicadas;;;;
AVANHANDAVA;1° DOSE;1764;;;;
AVANHANDAVA;2° DOSE;924;;;;
AVARÉ;1° DOSE;17566;;;;
AVARÉ;2° DOSE;9775;;;;
BADY BASSITT;1° DOSE;3685;;;;
BADY BASSITT;2° DOSE;1970;;;;
BALBINOS;1° DOSE;400;;;;
BALBINOS;2° DOSE;145;;;;
BÁLSAMO;1° DOSE;2247;;;;
BÁLSAMO;2° DOSE;1252;;;;
BANANAL;1° DOSE;2293;;;;
BANANAL;2° DOSE;1409;;;;
BARÃO DE ANTONINA;1° DOSE;737;;;;
BARÃO DE ANTONINA;2° DOSE;467;;;;
BARBOSA;1° DOSE;1281;;;;
BARBOSA;2° DOSE;761;;;;
BARIRI;1° DOSE;7173;;;;
BARIRI;2° DOSE;3951;;;;
BARRA BONITA;1° DOSE;8254;;;;
BARRA BONITA;2° DOSE;4383;;;;
BARRA DO CHAPÉU;1° DOSE;827;;;;
BARRA DO CHAPÉU;2° DOSE;426;;;;
BARRA DO TURVO;1° DOSE;1973;;;;
BARRA DO TURVO;2° DOSE;1273;;;;
BARRETOS;1° DOSE;27329;;;;
BARRETOS;2° DOSE;15627;;;;
BARRINHA;1° DOSE;3638;;;;
BARRINHA;2° DOSE;2076;;;;
BARUERI;1° DOSE;41327;;;;
BARUERI;2° DOSE;23945;;;;
BASTOS;1° DOSE;4363;;;;
BASTOS;2° DOSE;2183;;;;
BATATAIS;1° DOSE;12199;;;;
BATATAIS;2° DOSE;6358;;;;
BAURU;1° DOSE;79865;;;;
BAURU;2° DOSE;43619;;;;
BEBEDOURO;1° DOSE;16341;;;;
BEBEDOURO;2° DOSE;9368;;;;
BENTO DE ABREU;1° DOSE;506;;;;
BENTO DE ABREU;2° DOSE;270;;;;
BERNARDINO DE CAMPOS;1° DOSE;2733;;;;
BERNARDINO DE CAMPOS;2° DOSE;1444;;;;
BERTIOGA;1° DOSE;8592;;;;
BERTIOGA;2° DOSE;4785;;;;
BILAC;1° DOSE;1982;;;;
BILAC;2° DOSE;1095;;;;
BIRIGUI;1° DOSE;18664;;;;
BIRIGUI;2° DOSE;10376;;;;
BIRITIBA MIRIM;1° DOSE;4806;;;;
BIRITIBA MIRIM;2° DOSE;2678;;;;
BOA ESPERANÇA DO SUL;1° DOSE;2288;;;;
BOA ESPERANÇA DO SUL;2° DOSE;1174;;;;
BOCAINA;1° DOSE;2210;;;;
BOCAINA;2° DOSE;1183;;;;
BOFETE;1° DOSE;2235;;;;
BOFETE;2° DOSE;1153;;;;
BOITUVA;1° DOSE;8756;;;;
BOITUVA;2° DOSE;4604;;;;
BOM JESUS DOS PERDÕES;1° DOSE;3332;;;;
BOM JESUS DOS PERDÕES;2° DOSE;1627;;;;
BOM SUCESSO DE ITARARÉ;1° DOSE;449;;;;
BOM SUCESSO DE ITARARÉ;2° DOSE;204;;;;
BORÁ;1° DOSE;221;;;;
BORÁ;2° DOSE;123;;;;
BORACÉIA;1° DOSE;909;;;;
BORACÉIA;2° DOSE;553;;;;
BORBOREMA;1° DOSE;3414;;;;
BORBOREMA;2° DOSE;1673;;;;
BOREBI;1° DOSE;462;;;;
BOREBI;2° DOSE;206;;;;
BOTUCATU;1° DOSE;35671;;;;
BOTUCATU;2° DOSE;19784;;;;
BRAGANÇA PAULISTA;1° DOSE;32511;;;;
BRAGANÇA PAULISTA;2° DOSE;19106;;;;
BRAÚNA;1° DOSE;1261;;;;
BRAÚNA;2° DOSE;742;;;;
BREJO ALEGRE;1° DOSE;601;;;;
BREJO ALEGRE;2° DOSE;369;;;;
BRODOWSKI;1° DOSE;4210;;;;
BRODOWSKI;2° DOSE;2476;;;;
BROTAS;1° DOSE;4594;;;;
BROTAS;2° DOSE;2474;;;;
BURI;1° DOSE;2793;;;;
BURI;2° DOSE;1443;;;;
BURITAMA;1° DOSE;3504;;;;
BURITAMA;2° DOSE;1836;;;;
BURITIZAL;1° DOSE;964;;;;
BURITIZAL;2° DOSE;516;;;;
CABRÁLIA PAULISTA;1° DOSE;844;;;;
CABRÁLIA PAULISTA;2° DOSE;436;;;;
CABREÚVA;1° DOSE;5170;;;;
CABREÚVA;2° DOSE;2654;;;;
CAÇAPAVA;1° DOSE;15737;;;;
CAÇAPAVA;2° DOSE;9155;;;;
CACHOEIRA PAULISTA;1° DOSE;6150;;;;
CACHOEIRA PAULISTA;2° DOSE;3676;;;;
CACONDE;1° DOSE;3770;;;;
CACONDE;2° DOSE;2125;;;;
CAFELÂNDIA;1° DOSE;3299;;;;
CAFELÂNDIA;2° DOSE;1935;;;;
CAIABU;1° DOSE;878;;;;
CAIABU;2° DOSE;439;;;;
CAIEIRAS;1° DOSE;14322;;;;
CAIEIRAS;2° DOSE;7248;;;;
CAIUÁ;1° DOSE;1060;;;;
CAIUÁ;2° DOSE;649;;;;
CAJAMAR;1° DOSE;8782;;;;
CAJAMAR;2° DOSE;3498;;;;
CAJATI;1° DOSE;4121;;;;
CAJATI;2° DOSE;2252;;;;
CAJOBI;1° DOSE;2205;;;;
CAJOBI;2° DOSE;1187;;;;
CAJURU;1° DOSE;4535;;;;
CAJURU;2° DOSE;2803;;;;
CAMPINA DO MONTE ALEGRE;1° DOSE;1194;;;;
CAMPINA DO MONTE ALEGRE;2° DOSE;530;;;;
CAMPINAS;1° DOSE;217532;;;;
CAMPINAS;2° DOSE;132297;;;;
CAMPO LIMPO PAULISTA;1° DOSE;11621;;;;
CAMPO LIMPO PAULISTA;2° DOSE;5876;;;;
CAMPOS DO JORDÃO;1° DOSE;8069;;;;
CAMPOS DO JORDÃO;2° DOSE;4419;;;;
CAMPOS NOVOS PAULISTA;1° DOSE;957;;;;
CAMPOS NOVOS PAULISTA;2° DOSE;508;;;;
CANANÉIA;1° DOSE;2404;;;;
CANANÉIA;2° DOSE;1317;;;;
CANAS;1° DOSE;755;;;;
CANAS;2° DOSE;368;;;;
CÂNDIDO MOTA;1° DOSE;6370;;;;
CÂNDIDO MOTA;2° DOSE;3096;;;;
CÂNDIDO RODRIGUES;1° DOSE;786;;;;
CÂNDIDO RODRIGUES;2° DOSE;383;;;;
CANITAR;1° DOSE;739;;;;
CANITAR;2° DOSE;365;;;;
CAPÃO BONITO;1° DOSE;8003;;;;
CAPÃO BONITO;2° DOSE;3945;;;;
CAPELA DO ALTO;1° DOSE;2922;;;;
CAPELA DO ALTO;2° DOSE;1534;;;;
CAPIVARI;1° DOSE;8777;;;;
CAPIVARI;2° DOSE;4708;;;;
CARAGUATATUBA;1° DOSE;18172;;;;
CARAGUATATUBA;2° DOSE;10283;;;;
CARAPICUÍBA;1° DOSE;52854;;;;
CARAPICUÍBA;2° DOSE;26950;;;;
CARDOSO;1° DOSE;2653;;;;
CARDOSO;2° DOSE;1549;;;;
CASA BRANCA;1° DOSE;5647;;;;
CASA BRANCA;2° DOSE;3107;;;;
CÁSSIA DOS COQUEIROS;1° DOSE;634;;;;
CÁSSIA DOS COQUEIROS;2° DOSE;344;;;;
CASTILHO;1° DOSE;4197;;;;
CASTILHO;2° DOSE;2260;;;;
CATANDUVA;1° DOSE;29573;;;;
CATANDUVA;2° DOSE;18367;;;;
CATIGUÁ;1° DOSE;1444;;;;
CATIGUÁ;2° DOSE;731;;;;
CEDRAL;1° DOSE;2401;;;;
CEDRAL;2° DOSE;1302;;;;
CERQUEIRA CÉSAR;1° DOSE;3822;;;;
CERQUEIRA CÉSAR;2° DOSE;1925;;;;
CERQUILHO;1° DOSE;7929;;;;
CERQUILHO;2° DOSE;4018;;;;
CESÁRIO LANGE;1° DOSE;2696;;;;
CESÁRIO LANGE;2° DOSE;1554;;;;
CHARQUEADA;1° DOSE;2568;;;;
CHARQUEADA;2° DOSE;1521;;;;
CHAVANTES;1° DOSE;2359;;;;
CHAVANTES;2° DOSE;1146;;;;
CLEMENTINA;1° DOSE;1347;;;;
CLEMENTINA;2° DOSE;653;;;;
COLINA;1° DOSE;3770;;;;
COLINA;2° DOSE;2028;;;;
COLÔMBIA;1° DOSE;1190;;;;
COLÔMBIA;2° DOSE;686;;;;
CONCHAL;1° DOSE;4354;;;;
CONCHAL;2° DOSE;2337;;;;
CONCHAS;1° DOSE;3638;;;;
CONCHAS;2° DOSE;1863;;;;
CORDEIRÓPOLIS;1° DOSE;3596;;;;
CORDEIRÓPOLIS;2° DOSE;2001;;;;
COROADOS;1° DOSE;1127;;;;
COROADOS;2° DOSE;549;;;;
CORONEL MACEDO;1° DOSE;1060;;;;
CORONEL MACEDO;2° DOSE;571;;;;
CORUMBATAÍ;1° DOSE;800;;;;
CORUMBATAÍ;2° DOSE;475;;;;
COSMÓPOLIS;1° DOSE;8373;;;;
COSMÓPOLIS;2° DOSE;4392;;;;
COSMORAMA;1° DOSE;1914;;;;
COSMORAMA;2° DOSE;1042;;;;
COTIA;1° DOSE;33766;;;;
COTIA;2° DOSE;16658;;;;
CRAVINHOS;1° DOSE;5500;;;;
CRAVINHOS;2° DOSE;2774;;;;
CRISTAIS PAULISTA;1° DOSE;1564;;;;
CRISTAIS PAULISTA;2° DOSE;786;;;;
CRUZÁLIA;1° DOSE;578;;;;
CRUZÁLIA;2° DOSE;233;;;;
CRUZEIRO;1° DOSE;14420;;;;
CRUZEIRO;2° DOSE;7905;;;;
CUBATÃO;1° DOSE;17717;;;;
CUBATÃO;2° DOSE;9816;;;;
CUNHA;1° DOSE;4422;;;;
CUNHA;2° DOSE;2280;;;;
DESCALVADO;1° DOSE;7499;;;;
DESCALVADO;2° DOSE;4606;;;;
DIADEMA;1° DOSE;57937;;;;
DIADEMA;2° DOSE;27804;;;;
DIRCE REIS;1° DOSE;437;;;;
DIRCE REIS;2° DOSE;251;;;;
DIVINOLÂNDIA;1° DOSE;3354;;;;
DIVINOLÂNDIA;2° DOSE;1759;;;;
DOBRADA;1° DOSE;1128;;;;
DOBRADA;2° DOSE;617;;;;
DOIS CÓRREGOS;1° DOSE;4573;;;;
DOIS CÓRREGOS;2° DOSE;2630;;;;
DOLCINÓPOLIS;1° DOSE;624;;;;
DOLCINÓPOLIS;2° DOSE;339;;;;
DOURADO;1° DOSE;1921;;;;
DOURADO;2° DOSE;1094;;;;
DRACENA;1° DOSE;10988;;;;
DRACENA;2° DOSE;7082;;;;
DUARTINA;1° DOSE;3284;;;;
DUARTINA;2° DOSE;1839;;;;
DUMONT;1° DOSE;1460;;;;
DUMONT;2° DOSE;812;;;;
ECHAPORÃ;1° DOSE;1402;;;;
ECHAPORÃ;2° DOSE;980;;;;
ELDORADO;1° DOSE;4008;;;;
ELDORADO;2° DOSE;2271;;;;
ELIAS FAUSTO;1° DOSE;2662;;;;
ELIAS FAUSTO;2° DOSE;1360;;;;
ELISIÁRIO;1° DOSE;693;;;;
ELISIÁRIO;2° DOSE;403;;;;
EMBAÚBA;1° DOSE;571;;;;
EMBAÚBA;2° DOSE;296;;;;
EMBU DAS ARTES;1° DOSE;32278;;;;
EMBU DAS ARTES;2° DOSE;16868;;;;
EMBU-GUAÇU;1° DOSE;8112;;;;
EMBU-GUAÇU;2° DOSE;5730;;;;
EMILIANÓPOLIS;1° DOSE;692;;;;
EMILIANÓPOLIS;2° DOSE;471;;;;
ENGENHEIRO COELHO;1° DOSE;2407;;;;
ENGENHEIRO COELHO;2° DOSE;1423;;;;
ESPÍRITO SANTO DO PINHAL;1° DOSE;9454;;;;
ESPÍRITO SANTO DO PINHAL;2° DOSE;5500;;;;
ESPÍRITO SANTO DO TURVO;1° DOSE;740;;;;
ESPÍRITO SANTO DO TURVO;2° DOSE;353;;;;
ESTIVA GERBI;1° DOSE;1962;;;;
ESTIVA GERBI;2° DOSE;849;;;;
ESTRELA DO NORTE;1° DOSE;552;;;;
ESTRELA DO NORTE;2° DOSE;269;;;;
ESTRELA D'OESTE;1° DOSE;2120;;;;
ESTRELA D'OESTE;2° DOSE;1187;;;;
EUCLIDES DA CUNHA PAULISTA;1° DOSE;1550;;;;
EUCLIDES DA CUNHA PAULISTA;2° DOSE;762;;;;
FARTURA;1° DOSE;3106;;;;
FARTURA;2° DOSE;1859;;;;
FERNANDO PRESTES;1° DOSE;1512;;;;
FERNANDO PRESTES;2° DOSE;899;;;;
FERNANDÓPOLIS;1° DOSE;18435;;;;
FERNANDÓPOLIS;2° DOSE;10515;;;;
FERNÃO;1° DOSE;436;;;;
FERNÃO;2° DOSE;265;;;;
FERRAZ DE VASCONCELOS;1° DOSE;22530;;;;
FERRAZ DE VASCONCELOS;2° DOSE;13078;;;;
FLORA RICA;1° DOSE;515;;;;
FLORA RICA;2° DOSE;324;;;;
FLOREAL;1° DOSE;961;;;;
FLOREAL;2° DOSE;512;;;;
FLÓRIDA PAULISTA;1° DOSE;2576;;;;
FLÓRIDA PAULISTA;2° DOSE;1454;;;;
FLORÍNEA;1° DOSE;752;;;;
FLORÍNEA;2° DOSE;434;;;;
FRANCA;1° DOSE;61005;;;;
FRANCA;2° DOSE;32088;;;;
FRANCISCO MORATO;1° DOSE;20953;;;;
FRANCISCO MORATO;2° DOSE;9478;;;;
FRANCO DA ROCHA;1° DOSE;22805;;;;
FRANCO DA ROCHA;2° DOSE;11708;;;;
GABRIEL MONTEIRO;1° DOSE;678;;;;
GABRIEL MONTEIRO;2° DOSE;357;;;;
GÁLIA;1° DOSE;1668;;;;
GÁLIA;2° DOSE;1013;;;;
GARÇA;1° DOSE;9558;;;;
GARÇA;2° DOSE;5318;;;;
GASTÃO VIDIGAL;1° DOSE;848;;;;
GASTÃO VIDIGAL;2° DOSE;511;;;;
GAVIÃO PEIXOTO;1° DOSE;859;;;;
GAVIÃO PEIXOTO;2° DOSE;377;;;;
GENERAL SALGADO;1° DOSE;2673;;;;
GENERAL SALGADO;2° DOSE;1496;;;;
GETULINA;1° DOSE;1958;;;;
GETULINA;2° DOSE;1256;;;;
GLICÉRIO;1° DOSE;814;;;;
GLICÉRIO;2° DOSE;520;;;;
GUAIÇARA;1° DOSE;1835;;;;
GUAIÇARA;2° DOSE;982;;;;
GUAIMBÊ;1° DOSE;1189;;;;
GUAIMBÊ;2° DOSE;648;;;;
GUAÍRA;1° DOSE;7737;;;;
GUAÍRA;2° DOSE;3988;;;;
GUAPIAÇU;1° DOSE;3778;;;;
GUAPIAÇU;2° DOSE;2054;;;;
GUAPIARA;1° DOSE;3217;;;;
GUAPIARA;2° DOSE;1713;;;;
GUARÁ;1° DOSE;3808;;;;
GUARÁ;2° DOSE;2343;;;;
GUARAÇAÍ;1° DOSE;2110;;;;
GUARAÇAÍ;2° DOSE;1051;;;;
GUARACI;1° DOSE;1809;;;;
GUARACI;2° DOSE;1175;;;;
GUARANI D'OESTE;1° DOSE;548;;;;
GUARANI D'OESTE;2° DOSE;281;;;;
GUARANTÃ;1° DOSE;1256;;;;
GUARANTÃ;2° DOSE;693;;;;
GUARARAPES;1° DOSE;6270;;;;
GUARARAPES;2° DOSE;3793;;;;
GUARAREMA;1° DOSE;5513;;;;
GUARAREMA;2° DOSE;2950;;;;
GUARATINGUETÁ;1° DOSE;23153;;;;
GUARATINGUETÁ;2° DOSE;12349;;;;
GUAREÍ;1° DOSE;2238;;;;
GUAREÍ;2° DOSE;1119;;;;
GUARIBA;1° DOSE;5413;;;;
GUARIBA;2° DOSE;2839;;;;
GUARUJÁ;1° DOSE;47205;;;;
GUARUJÁ;2° DOSE;23481;;;;
GUARULHOS;1° DOSE;149868;;;;
GUARULHOS;2° DOSE;89384;;;;
GUATAPARÁ;1° DOSE;1459;;;;
GUATAPARÁ;2° DOSE;743;;;;
GUZOLÂNDIA;1° DOSE;896;;;;
GUZOLÂNDIA;2° DOSE;460;;;;
HERCULÂNDIA;1° DOSE;1732;;;;
HERCULÂNDIA;2° DOSE;943;;;;
HOLAMBRA;1° DOSE;2488;;;;
HOLAMBRA;2° DOSE;1184;;;;
HORTOLÂNDIA;1° DOSE;27962;;;;
HORTOLÂNDIA;2° DOSE;13112;;;;
IACANGA;1° DOSE;2302;;;;
IACANGA;2° DOSE;1257;;;;
IACRI;1° DOSE;1462;;;;
IACRI;2° DOSE;816;;;;
IARAS;1° DOSE;979;;;;
IARAS;2° DOSE;448;;;;
IBATÉ;1° DOSE;4792;;;;
IBATÉ;2° DOSE;2286;;;;
IBIRÁ;1° DOSE;2784;;;;
IBIRÁ;2° DOSE;1538;;;;
IBIRAREMA;1° DOSE;1452;;;;
IBIRAREMA;2° DOSE;867;;;;
IBITINGA;1° DOSE;10145;;;;
IBITINGA;2° DOSE;5917;;;;
IBIÚNA;1° DOSE;13854;;;;
IBIÚNA;2° DOSE;7118;;;;
ICÉM;1° DOSE;1504;;;;
ICÉM;2° DOSE;773;;;;
IEPÊ;1° DOSE;1879;;;;
IEPÊ;2° DOSE;1061;;;;
IGARAÇU DO TIETÊ;1° DOSE;3779;;;;
IGARAÇU DO TIETÊ;2° DOSE;1740;;;;
IGARAPAVA;1° DOSE;5361;;;;
IGARAPAVA;2° DOSE;2713;;;;
IGARATÁ;1° DOSE;1854;;;;
IGARATÁ;2° DOSE;1028;;;;
IGUAPE;1° DOSE;6465;;;;
IGUAPE;2° DOSE;3811;;;;
ILHA COMPRIDA;1° DOSE;2609;;;;
ILHA COMPRIDA;2° DOSE;1378;;;;
ILHA SOLTEIRA;1° DOSE;6524;;;;
ILHA SOLTEIRA;2° DOSE;3820;;;;
ILHABELA;1° DOSE;5504;;;;
ILHABELA;2° DOSE;2771;;;;
INDAIATUBA;1° DOSE;44121;;;;
INDAIATUBA;2° DOSE;23729;;;;
INDIANA;1° DOSE;1128;;;;
INDIANA;2° DOSE;565;;;;
INDIAPORÃ;1° DOSE;1070;;;;
INDIAPORÃ;2° DOSE;699;;;;
INÚBIA PAULISTA;1° DOSE;895;;;;
INÚBIA PAULISTA;2° DOSE;483;;;;
IPAUSSU;1° DOSE;2726;;;;
IPAUSSU;2° DOSE;1516;;;;
IPERÓ;1° DOSE;3773;;;;
IPERÓ;2° DOSE;2063;;;;
IPEÚNA;1° DOSE;940;;;;
IPEÚNA;2° DOSE;539;;;;
IPIGUÁ;1° DOSE;1109;;;;
IPIGUÁ;2° DOSE;617;;;;
IPORANGA;1° DOSE;1081;;;;
IPORANGA;2° DOSE;681;;;;
IPUÃ;1° DOSE;2472;;;;
IPUÃ;2° DOSE;1340;;;;
IRACEMÁPOLIS;1° DOSE;3338;;;;
IRACEMÁPOLIS;2° DOSE;1932;;;;
IRAPUÃ;1° DOSE;1546;;;;
IRAPUÃ;2° DOSE;844;;;;
IRAPURU;1° DOSE;1631;;;;
IRAPURU;2° DOSE;808;;;;
ITABERÁ;1° DOSE;3525;;;;
ITABERÁ;2° DOSE;1729;;;;
ITAÍ;1° DOSE;4021;;;;
ITAÍ;2° DOSE;2053;;;;
ITAJOBI;1° DOSE;3735;;;;
ITAJOBI;2° DOSE;2126;;;;
ITAJU;1° DOSE;753;;;;
ITAJU;2° DOSE;384;;;;
ITANHAÉM;1° DOSE;19315;;;;
ITANHAÉM;2° DOSE;12347;;;;
ITAOCA;1° DOSE;655;;;;
ITAOCA;2° DOSE;563;;;;
ITAPECERICA DA SERRA;1° DOSE;20497;;;;
ITAPECERICA DA SERRA;2° DOSE;11149;;;;
ITAPETININGA;1° DOSE;29558;;;;
ITAPETININGA;2° DOSE;15772;;;;
ITAPEVA;1° DOSE;15883;;;;
ITAPEVA;2° DOSE;8562;;;;
ITAPEVI;1° DOSE;22948;;;;
ITAPEVI;2° DOSE;13188;;;;
ITAPIRA;1° DOSE;16382;;;;
ITAPIRA;2° DOSE;9338;;;;
ITAPIRAPUÃ PAULISTA;1° DOSE;648;;;;
ITAPIRAPUÃ PAULISTA;2° DOSE;378;;;;
ITÁPOLIS;1° DOSE;8407;;;;
ITÁPOLIS;2° DOSE;4810;;;;
ITAPORANGA;1° DOSE;2830;;;;
ITAPORANGA;2° DOSE;1658;;;;
ITAPUÍ;1° DOSE;2422;;;;
ITAPUÍ;2° DOSE;1257;;;;
ITAPURA;1° DOSE;940;;;;
ITAPURA;2° DOSE;455;;;;
ITAQUAQUECETUBA;1° DOSE;32581;;;;
ITAQUAQUECETUBA;2° DOSE;17245;;;;
ITARARÉ;1° DOSE;8457;;;;
ITARARÉ;2° DOSE;4508;;;;
ITARIRI;1° DOSE;2646;;;;
ITARIRI;2° DOSE;1552;;;;
ITATIBA;1° DOSE;19895;;;;
ITATIBA;2° DOSE;11421;;;;
ITATINGA;1° DOSE;2929;;;;
ITATINGA;2° DOSE;1423;;;;
ITIRAPINA;1° DOSE;2370;;;;
ITIRAPINA;2° DOSE;1528;;;;
ITIRAPUÃ;1° DOSE;1241;;;;
ITIRAPUÃ;2° DOSE;676;;;;
ITOBI;1° DOSE;1574;;;;
ITOBI;2° DOSE;772;;;;
ITU;1° DOSE;29210;;;;
ITU;2° DOSE;15293;;;;
ITUPEVA;1° DOSE;7004;;;;
ITUPEVA;2° DOSE;3521;;;;
ITUVERAVA;1° DOSE;9127;;;;
ITUVERAVA;2° DOSE;5048;;;;
JABORANDI;1° DOSE;1363;;;;
JABORANDI;2° DOSE;763;;;;
JABOTICABAL;1° DOSE;15928;;;;
JABOTICABAL;2° DOSE;8565;;;;
JACAREÍ;1° DOSE;43489;;;;
JACAREÍ;2° DOSE;22849;;;;
JACI;1° DOSE;1369;;;;
JACI;2° DOSE;857;;;;
JACUPIRANGA;1° DOSE;2851;;;;
JACUPIRANGA;2° DOSE;1563;;;;
JAGUARIÚNA;1° DOSE;8675;;;;
JAGUARIÚNA;2° DOSE;5062;;;;
JALES;1° DOSE;12898;;;;
JALES;2° DOSE;6827;;;;
JAMBEIRO;1° DOSE;1014;;;;
JAMBEIRO;2° DOSE;542;;;;
JANDIRA;1° DOSE;13999;;;;
JANDIRA;2° DOSE;7287;;;;
JARDINÓPOLIS;1° DOSE;7108;;;;
JARDINÓPOLIS;2° DOSE;4093;;;;
JARINU;1° DOSE;4709;;;;
JARINU;2° DOSE;2414;;;;
JAÚ;1° DOSE;26972;;;;
JAÚ;2° DOSE;17067;;;;
JERIQUARA;1° DOSE;600;;;;
JERIQUARA;2° DOSE;349;;;;
JOANÓPOLIS;1° DOSE;2808;;;;
JOANÓPOLIS;2° DOSE;1609;;;;
JOÃO RAMALHO;1° DOSE;651;;;;
JOÃO RAMALHO;2° DOSE;377;;;;
JOSÉ BONIFÁCIO;1° DOSE;7113;;;;
JOSÉ BONIFÁCIO;2° DOSE;3886;;;;
JÚLIO MESQUITA;1° DOSE;842;;;;
JÚLIO MESQUITA;2° DOSE;403;;;;
JUMIRIM;1° DOSE;524;;;;
JUMIRIM;2° DOSE;263;;;;
JUNDIAÍ;1° DOSE;75016;;;;
JUNDIAÍ;2° DOSE;42698;;;;
JUNQUEIRÓPOLIS;1° DOSE;4274;;;;
JUNQUEIRÓPOLIS;2° DOSE;2497;;;;
JUQUIÁ;1° DOSE;3468;;;;
JUQUIÁ;2° DOSE;2121;;;;
JUQUITIBA;1° DOSE;5000;;;;
JUQUITIBA;2° DOSE;2804;;;;
