Ds Municipio Maiusc;Dose;Contagem de Id Vacinacao
ARAÇARIGUAMA;1° Dose;663
ARAÇARIGUAMA;2° Dose;213
ARAÇATUBA;1° Dose;15713
ARAÇATUBA;2° Dose;7107
ARAÇOIABA DA SERRA;1° Dose;1675
ARAÇOIABA DA SERRA;2° Dose;516
ARAMINA;1° Dose;321
ARAMINA;2° Dose;116
ARANDU;1° Dose;366
ARANDU;2° Dose;103
ARAPEÍ;1° Dose;174
ARAPEÍ;2° Dose;70
ARARAQUARA;1° Dose;20196
ARARAQUARA;2° Dose;9822
ARARAS;1° Dose;8893
ARARAS;2° Dose;3832
ARCO-ÍRIS;1° Dose;302
ARCO-ÍRIS;2° Dose;206
AREALVA;1° Dose;610
AREALVA;2° Dose;207
AREIAS;1° Dose;166
AREIAS;2° Dose;51
AREIÓPOLIS;1° Dose;417
AREIÓPOLIS;2° Dose;144
ARIRANHA;1° Dose;675
ARIRANHA;2° Dose;311
ARTUR NOGUEIRA;1° Dose;2404
ARTUR NOGUEIRA;2° Dose;954
ARUJÁ;1° Dose;3074
ARUJÁ;2° Dose;1288
ASPÁSIA;1° Dose;151
ASPÁSIA;2° Dose;69
ASSIS;1° Dose;8090
ASSIS;2° Dose;3743
ATIBAIA;1° Dose;10472
ATIBAIA;2° Dose;4756
AURIFLAMA;1° Dose;1051
AURIFLAMA;2° Dose;292
AVAÍ;1° Dose;648
AVAÍ;2° Dose;482
AVANHANDAVA;1° Dose;565
AVANHANDAVA;2° Dose;227
AVARÉ;1° Dose;6484
AVARÉ;2° Dose;2697
BADY BASSITT;1° Dose;1147
BADY BASSITT;2° Dose;588
BALBINOS;1° Dose;178
BALBINOS;2° Dose;53
BÁLSAMO;1° Dose;766
BÁLSAMO;2° Dose;309
BANANAL;1° Dose;767
BANANAL;2° Dose;305
BARÃO DE ANTONINA;1° Dose;259
BARÃO DE ANTONINA;2° Dose;130
BARBOSA;1° Dose;354
BARBOSA;2° Dose;201
BARIRI;1° Dose;2560
BARIRI;2° Dose;967
BARRA BONITA;1° Dose;2751
BARRA BONITA;2° Dose;1216
BARRA DO CHAPÉU;1° Dose;222
BARRA DO CHAPÉU;2° Dose;57
BARRA DO TURVO;1° Dose;689
BARRA DO TURVO;2° Dose;482
BARRETOS;1° Dose;11416
BARRETOS;2° Dose;5558
BARRINHA;1° Dose;1249
BARRINHA;2° Dose;468
BARUERI;1° Dose;14850
BARUERI;2° Dose;6186
BASTOS;1° Dose;1325
BASTOS;2° Dose;498
BATATAIS;1° Dose;3259
BATATAIS;2° Dose;1127
BAURU;1° Dose;35731
BAURU;2° Dose;16046
BEBEDOURO;1° Dose;5252
BEBEDOURO;2° Dose;1284
BENTO DE ABREU;1° Dose;157
BENTO DE ABREU;2° Dose;57
BERNARDINO DE CAMPOS;1° Dose;963
BERNARDINO DE CAMPOS;2° Dose;404
BERTIOGA;1° Dose;2712
BERTIOGA;2° Dose;1144
BILAC;1° Dose;731
BILAC;2° Dose;288
BIRIGUI;1° Dose;6121
BIRIGUI;2° Dose;1489
BIRITIBA MIRIM;1° Dose;1166
BIRITIBA MIRIM;2° Dose;412
BOA ESPERANÇA DO SUL;1° Dose;644
BOA ESPERANÇA DO SUL;2° Dose;252
BOCAINA;1° Dose;712
BOCAINA;2° Dose;300
BOFETE;1° Dose;557
BOFETE;2° Dose;168
BOITUVA;1° Dose;2259
BOITUVA;2° Dose;873
BOM JESUS DOS PERDÕES;1° Dose;993
BOM JESUS DOS PERDÕES;2° Dose;260
BOM SUCESSO DE ITARARÉ;1° Dose;174
BOM SUCESSO DE ITARARÉ;2° Dose;63
BORÁ;1° Dose;94
BORÁ;2° Dose;38
BORACÉIA;1° Dose;303
BORACÉIA;2° Dose;94
BORBOREMA;1° Dose;1078
BORBOREMA;2° Dose;282
BOREBI;1° Dose;118
BOREBI;2° Dose;40
BOTUCATU;1° Dose;15471
BOTUCATU;2° Dose;6054
BRAGANÇA PAULISTA;1° Dose;11459
BRAGANÇA PAULISTA;2° Dose;4320
BRAÚNA;1° Dose;467
BRAÚNA;2° Dose;235
BREJO ALEGRE;1° Dose;239
BREJO ALEGRE;2° Dose;46
BRODOWSKI;1° Dose;1518
BRODOWSKI;2° Dose;664
BROTAS;1° Dose;1315
BROTAS;2° Dose;416
BURI;1° Dose;810
BURI;2° Dose;237
BURITAMA;1° Dose;1034
BURITAMA;2° Dose;449
BURITIZAL;1° Dose;354
BURITIZAL;2° Dose;159
CABRÁLIA PAULISTA;1° Dose;273
CABRÁLIA PAULISTA;2° Dose;78
CABREÚVA;1° Dose;1631
CABREÚVA;2° Dose;431
CAÇAPAVA;1° Dose;4798
CAÇAPAVA;2° Dose;2067
CACHOEIRA PAULISTA;1° Dose;2063
CACHOEIRA PAULISTA;2° Dose;736
CACONDE;1° Dose;1081
CACONDE;2° Dose;215
CAFELÂNDIA;1° Dose;834
CAFELÂNDIA;2° Dose;129
CAIABU;1° Dose;275
CAIABU;2° Dose;109
CAIEIRAS;1° Dose;4388
CAIEIRAS;2° Dose;1784
CAIUÁ;1° Dose;364
CAIUÁ;2° Dose;148
CAJAMAR;1° Dose;2689
CAJAMAR;2° Dose;581
CAJATI;1° Dose;1219
CAJATI;2° Dose;357
CAJOBI;1° Dose;735
CAJOBI;2° Dose;328
CAJURU;1° Dose;1676
CAJURU;2° Dose;658
CAMPINA DO MONTE ALEGRE;1° Dose;388
CAMPINA DO MONTE ALEGRE;2° Dose;89
CAMPINAS;1° Dose;96605
CAMPINAS;2° Dose;38711
CAMPO LIMPO PAULISTA;1° Dose;2789
CAMPO LIMPO PAULISTA;2° Dose;1355
CAMPOS DO JORDÃO;1° Dose;2602
CAMPOS DO JORDÃO;2° Dose;1271
CAMPOS NOVOS PAULISTA;1° Dose;298
CAMPOS NOVOS PAULISTA;2° Dose;92
CANANÉIA;1° Dose;708
CANANÉIA;2° Dose;313
CANAS;1° Dose;217
CANAS;2° Dose;88
CÂNDIDO MOTA;1° Dose;1776
CÂNDIDO MOTA;2° Dose;733
CÂNDIDO RODRIGUES;1° Dose;238
CÂNDIDO RODRIGUES;2° Dose;104
CANITAR;1° Dose;195
CANITAR;2° Dose;74
CAPÃO BONITO;1° Dose;2439
CAPÃO BONITO;2° Dose;823
CAPELA DO ALTO;1° Dose;727
CAPELA DO ALTO;2° Dose;258
CAPIVARI;1° Dose;2804
CAPIVARI;2° Dose;1129
CARAGUATATUBA;1° Dose;7409
CARAGUATATUBA;2° Dose;2287
CARAPICUÍBA;1° Dose;12694
CARAPICUÍBA;2° Dose;4345
CARDOSO;1° Dose;869
CARDOSO;2° Dose;187
CASA BRANCA;1° Dose;2206
CASA BRANCA;2° Dose;986
CÁSSIA DOS COQUEIROS;1° Dose;232
CÁSSIA DOS COQUEIROS;2° Dose;74
CASTILHO;1° Dose;1299
CASTILHO;2° Dose;538
CATANDUVA;1° Dose;12093
CATANDUVA;2° Dose;5818
CATIGUÁ;1° Dose;593
CATIGUÁ;2° Dose;94
CEDRAL;1° Dose;941
CEDRAL;2° Dose;441
CERQUEIRA CÉSAR;1° Dose;1193
CERQUEIRA CÉSAR;2° Dose;500
CERQUILHO;1° Dose;1626
CERQUILHO;2° Dose;476
CESÁRIO LANGE;1° Dose;806
CESÁRIO LANGE;2° Dose;351
CHARQUEADA;1° Dose;723
CHARQUEADA;2° Dose;249
CHAVANTES;1° Dose;427
CHAVANTES;2° Dose;174
CLEMENTINA;1° Dose;429
CLEMENTINA;2° Dose;154
COLINA;1° Dose;838
COLINA;2° Dose;292
COLÔMBIA;1° Dose;396
COLÔMBIA;2° Dose;195
CONCHAL;1° Dose;1186
CONCHAL;2° Dose;477
CONCHAS;1° Dose;1111
CONCHAS;2° Dose;335
CORDEIRÓPOLIS;1° Dose;1415
CORDEIRÓPOLIS;2° Dose;323
COROADOS;1° Dose;309
COROADOS;2° Dose;100
CORONEL MACEDO;1° Dose;306
CORONEL MACEDO;2° Dose;133
CORUMBATAÍ;1° Dose;224
CORUMBATAÍ;2° Dose;110
COSMÓPOLIS;1° Dose;2420
COSMÓPOLIS;2° Dose;840
COSMORAMA;1° Dose;571
COSMORAMA;2° Dose;221
COTIA;1° Dose;8358
COTIA;2° Dose;3781
CRAVINHOS;1° Dose;1556
CRAVINHOS;2° Dose;562
CRISTAIS PAULISTA;1° Dose;453
CRISTAIS PAULISTA;2° Dose;217
CRUZÁLIA;1° Dose;167
CRUZÁLIA;2° Dose;52
CRUZEIRO;1° Dose;4443
CRUZEIRO;2° Dose;1673
CUBATÃO;1° Dose;5702
CUBATÃO;2° Dose;1655
CUNHA;1° Dose;1324
CUNHA;2° Dose;354
DESCALVADO;1° Dose;2649
DESCALVADO;2° Dose;1092
DIADEMA;1° Dose;17588
DIADEMA;2° Dose;5312
DIRCE REIS;1° Dose;155
DIRCE REIS;2° Dose;45
DIVINOLÂNDIA;1° Dose;1063
DIVINOLÂNDIA;2° Dose;485
DOBRADA;1° Dose;342
DOBRADA;2° Dose;118
DOIS CÓRREGOS;1° Dose;1722
DOIS CÓRREGOS;2° Dose;720
DOLCINÓPOLIS;1° Dose;187
DOLCINÓPOLIS;2° Dose;53
DOURADO;1° Dose;638
DOURADO;2° Dose;222
DRACENA;1° Dose;4704
DRACENA;2° Dose;2000
DUARTINA;1° Dose;1191
DUARTINA;2° Dose;463
DUMONT;1° Dose;436
DUMONT;2° Dose;166
ECHAPORÃ;1° Dose;454
ECHAPORÃ;2° Dose;166
ELDORADO;1° Dose;1787
ELDORADO;2° Dose;1286
ELIAS FAUSTO;1° Dose;698
ELIAS FAUSTO;2° Dose;254
ELISIÁRIO;1° Dose;246
ELISIÁRIO;2° Dose;92
EMBAÚBA;1° Dose;192
EMBAÚBA;2° Dose;60
EMBU DAS ARTES;1° Dose;8608
EMBU DAS ARTES;2° Dose;2864
EMBU-GUAÇU;1° Dose;3371
EMBU-GUAÇU;2° Dose;1104
EMILIANÓPOLIS;1° Dose;258
EMILIANÓPOLIS;2° Dose;98
ENGENHEIRO COELHO;1° Dose;785
ENGENHEIRO COELHO;2° Dose;344
ESPÍRITO SANTO DO PINHAL;1° Dose;3467
ESPÍRITO SANTO DO PINHAL;2° Dose;1555
ESPÍRITO SANTO DO TURVO;1° Dose;174
ESPÍRITO SANTO DO TURVO;2° Dose;79
ESTIVA GERBI;1° Dose;396
ESTIVA GERBI;2° Dose;117
ESTRELA DO NORTE;1° Dose;176
ESTRELA DO NORTE;2° Dose;69
ESTRELA D'OESTE;1° Dose;727
ESTRELA D'OESTE;2° Dose;304
EUCLIDES DA CUNHA PAULISTA;1° Dose;477
EUCLIDES DA CUNHA PAULISTA;2° Dose;200
FARTURA;1° Dose;1210
FARTURA;2° Dose;425
FERNANDO PRESTES;1° Dose;571
FERNANDO PRESTES;2° Dose;202
FERNANDÓPOLIS;1° Dose;7284
FERNANDÓPOLIS;2° Dose;2858
FERNÃO;1° Dose;156
FERNÃO;2° Dose;58
FERRAZ DE VASCONCELOS;1° Dose;6238
FERRAZ DE VASCONCELOS;2° Dose;2955
FLORA RICA;1° Dose;246
FLORA RICA;2° Dose;92
FLOREAL;1° Dose;340
FLOREAL;2° Dose;99
FLÓRIDA PAULISTA;1° Dose;833
FLÓRIDA PAULISTA;2° Dose;363
FLORÍNEA;1° Dose;221
FLORÍNEA;2° Dose;114
FRANCA;1° Dose;16070
FRANCA;2° Dose;6552
FRANCISCO MORATO;1° Dose;5062
FRANCISCO MORATO;2° Dose;2421
FRANCO DA ROCHA;1° Dose;7432
FRANCO DA ROCHA;2° Dose;3148
GABRIEL MONTEIRO;1° Dose;174
GABRIEL MONTEIRO;2° Dose;48
GÁLIA;1° Dose;567
GÁLIA;2° Dose;306
GARÇA;1° Dose;3275
GARÇA;2° Dose;1390
GASTÃO VIDIGAL;1° Dose;287
GASTÃO VIDIGAL;2° Dose;100
GAVIÃO PEIXOTO;1° Dose;311
GAVIÃO PEIXOTO;2° Dose;102
GENERAL SALGADO;1° Dose;1006
GENERAL SALGADO;2° Dose;426
GETULINA;1° Dose;734
GETULINA;2° Dose;247
GLICÉRIO;1° Dose;297
GLICÉRIO;2° Dose;138
GUAIÇARA;1° Dose;551
GUAIÇARA;2° Dose;153
GUAIMBÊ;1° Dose;408
GUAIMBÊ;2° Dose;164
GUAÍRA;1° Dose;2247
GUAÍRA;2° Dose;928
GUAPIAÇU;1° Dose;1068
GUAPIAÇU;2° Dose;309
GUAPIARA;1° Dose;816
GUAPIARA;2° Dose;237
GUARÁ;1° Dose;1362
GUARÁ;2° Dose;606
GUARAÇAÍ;1° Dose;776
GUARAÇAÍ;2° Dose;278
GUARACI;1° Dose;710
GUARACI;2° Dose;286
GUARANI D'OESTE;1° Dose;153
GUARANI D'OESTE;2° Dose;54
GUARANTÃ;1° Dose;412
GUARANTÃ;2° Dose;168
GUARARAPES;1° Dose;2136
GUARARAPES;2° Dose;764
GUARAREMA;1° Dose;1601
GUARAREMA;2° Dose;704
GUARATINGUETÁ;1° Dose;7788
GUARATINGUETÁ;2° Dose;3153
GUAREÍ;1° Dose;722
GUAREÍ;2° Dose;258
GUARIBA;1° Dose;1535
GUARIBA;2° Dose;662
GUARUJÁ;1° Dose;15188
GUARUJÁ;2° Dose;3316
GUARULHOS;1° Dose;49097
GUARULHOS;2° Dose;25308
GUATAPARÁ;1° Dose;399
GUATAPARÁ;2° Dose;135
GUZOLÂNDIA;1° Dose;257
GUZOLÂNDIA;2° Dose;73
HERCULÂNDIA;1° Dose;618
HERCULÂNDIA;2° Dose;176
HOLAMBRA;1° Dose;653
HOLAMBRA;2° Dose;296
HORTOLÂNDIA;1° Dose;8971
HORTOLÂNDIA;2° Dose;2687
IACANGA;1° Dose;665
IACANGA;2° Dose;292
IACRI;1° Dose;416
IACRI;2° Dose;190
IARAS;1° Dose;300
IARAS;2° Dose;116
IBATÉ;1° Dose;1392
IBATÉ;2° Dose;454
IBIRÁ;1° Dose;793
IBIRÁ;2° Dose;334
IBIRAREMA;1° Dose;507
IBIRAREMA;2° Dose;222
IBITINGA;1° Dose;3905
IBITINGA;2° Dose;1659
IBIÚNA;1° Dose;3706
IBIÚNA;2° Dose;1195
ICÉM;1° Dose;543
ICÉM;2° Dose;229
IEPÊ;1° Dose;656
IEPÊ;2° Dose;292
IGARAÇU DO TIETÊ;1° Dose;949
IGARAÇU DO TIETÊ;2° Dose;302
IGARAPAVA;1° Dose;1662
IGARAPAVA;2° Dose;736
IGARATÁ;1° Dose;624
IGARATÁ;2° Dose;227
IGUAPE;1° Dose;1861
IGUAPE;2° Dose;655
ILHA COMPRIDA;1° Dose;595
ILHA COMPRIDA;2° Dose;201
ILHA SOLTEIRA;1° Dose;2035
ILHA SOLTEIRA;2° Dose;861
ILHABELA;1° Dose;1789
ILHABELA;2° Dose;917
INDAIATUBA;1° Dose;13308
INDAIATUBA;2° Dose;6007
INDIANA;1° Dose;360
INDIANA;2° Dose;146
INDIAPORÃ;1° Dose;431
INDIAPORÃ;2° Dose;149
INÚBIA PAULISTA;1° Dose;307
INÚBIA PAULISTA;2° Dose;134
IPAUSSU;1° Dose;806
IPAUSSU;2° Dose;354
IPERÓ;1° Dose;1092
IPERÓ;2° Dose;375
IPEÚNA;1° Dose;304
IPEÚNA;2° Dose;114
IPIGUÁ;1° Dose;292
IPIGUÁ;2° Dose;109
IPORANGA;1° Dose;527
IPORANGA;2° Dose;304
IPUÃ;1° Dose;793
IPUÃ;2° Dose;341
IRACEMÁPOLIS;1° Dose;1196
IRACEMÁPOLIS;2° Dose;492
IRAPUÃ;1° Dose;474
IRAPUÃ;2° Dose;216
IRAPURU;1° Dose;536
IRAPURU;2° Dose;172
ITABERÁ;1° Dose;1068
ITABERÁ;2° Dose;344
ITAÍ;1° Dose;1205
ITAÍ;2° Dose;459
ITAJOBI;1° Dose;1236
ITAJOBI;2° Dose;375
ITAJU;1° Dose;209
ITAJU;2° Dose;65
ITANHAÉM;1° Dose;6418
ITANHAÉM;2° Dose;2232
ITAOCA;1° Dose;323
ITAOCA;2° Dose;193
ITAPECERICA DA SERRA;1° Dose;6470
ITAPECERICA DA SERRA;2° Dose;3122
ITAPETININGA;1° Dose;10839
ITAPETININGA;2° Dose;4717
ITAPEVA;1° Dose;5529
ITAPEVA;2° Dose;2251
ITAPEVI;1° Dose;6667
ITAPEVI;2° Dose;2533
ITAPIRA;1° Dose;4174
ITAPIRA;2° Dose;1591
ITAPIRAPUÃ PAULISTA;1° Dose;192
ITAPIRAPUÃ PAULISTA;2° Dose;65
ITÁPOLIS;1° Dose;3330
ITÁPOLIS;2° Dose;929
ITAPORANGA;1° Dose;969
ITAPORANGA;2° Dose;374
ITAPUÍ;1° Dose;814
ITAPUÍ;2° Dose;319
ITAPURA;1° Dose;296
ITAPURA;2° Dose;119
ITAQUAQUECETUBA;1° Dose;6686
ITAQUAQUECETUBA;2° Dose;3016
ITARARÉ;1° Dose;2385
ITARARÉ;2° Dose;741
ITARIRI;1° Dose;799
ITARIRI;2° Dose;292
ITATIBA;1° Dose;6172
ITATIBA;2° Dose;2602
ITATINGA;1° Dose;953
ITATINGA;2° Dose;274
ITIRAPINA;1° Dose;860
ITIRAPINA;2° Dose;465
ITIRAPUÃ;1° Dose;425
ITIRAPUÃ;2° Dose;138
ITOBI;1° Dose;509
ITOBI;2° Dose;207
ITU;1° Dose;9144
ITU;2° Dose;3650
ITUPEVA;1° Dose;1779
ITUPEVA;2° Dose;672
ITUVERAVA;1° Dose;2209
ITUVERAVA;2° Dose;1163
JABORANDI;1° Dose;464
JABORANDI;2° Dose;177
JABOTICABAL;1° Dose;4886
JABOTICABAL;2° Dose;1859
JACAREÍ;1° Dose;13776
JACAREÍ;2° Dose;5637
JACI;1° Dose;623
JACI;2° Dose;341
JACUPIRANGA;1° Dose;838
JACUPIRANGA;2° Dose;318
JAGUARIÚNA;1° Dose;2586
JAGUARIÚNA;2° Dose;558
JALES;1° Dose;4649
JALES;2° Dose;2022
JAMBEIRO;1° Dose;258
JAMBEIRO;2° Dose;127
JANDIRA;1° Dose;2850
JANDIRA;2° Dose;1065
JARDINÓPOLIS;1° Dose;1967
JARDINÓPOLIS;2° Dose;771
JARINU;1° Dose;1387
JARINU;2° Dose;476
JAÚ;1° Dose;11674
JAÚ;2° Dose;4560
JERIQUARA;1° Dose;215
JERIQUARA;2° Dose;86
JOANÓPOLIS;1° Dose;908
JOANÓPOLIS;2° Dose;310
JOÃO RAMALHO;1° Dose;210
JOÃO RAMALHO;2° Dose;71
JOSÉ BONIFÁCIO;1° Dose;2221
JOSÉ BONIFÁCIO;2° Dose;900
JÚLIO MESQUITA;1° Dose;127
JÚLIO MESQUITA;2° Dose;73
JUMIRIM;1° Dose;185
JUMIRIM;2° Dose;64
JUNDIAÍ;1° Dose;22725
JUNDIAÍ;2° Dose;9947
JUNQUEIRÓPOLIS;1° Dose;1584
JUNQUEIRÓPOLIS;2° Dose;709
JUQUIÁ;1° Dose;901
JUQUIÁ;2° Dose;224
JUQUITIBA;1° Dose;1595
JUQUITIBA;2° Dose;555
LAGOINHA;1° Dose;410
LAGOINHA;2° Dose;160
LARANJAL PAULISTA;1° Dose;1857
LARANJAL PAULISTA;2° Dose;650
LAVÍNIA;1° Dose;400
LAVÍNIA;2° Dose;120
LAVRINHAS;1° Dose;260
LAVRINHAS;2° Dose;91
LEME;1° Dose;6078
LEME;2° Dose;2617
LENÇÓIS PAULISTA;1° Dose;3827
LENÇÓIS PAULISTA;2° Dose;1407
LIMEIRA;1° Dose;13235
LIMEIRA;2° Dose;2122
LINDÓIA;1° Dose;539
LINDÓIA;2° Dose;193
LINS;1° Dose;6706
LINS;2° Dose;3128
LORENA;1° Dose;5470
LORENA;2° Dose;2206
LOURDES;1° Dose;195
LOURDES;2° Dose;93
LOUVEIRA;1° Dose;1853
LOUVEIRA;2° Dose;852
LUCÉLIA;1° Dose;1475
LUCÉLIA;2° Dose;576
LUCIANÓPOLIS;1° Dose;160
LUCIANÓPOLIS;2° Dose;61
LUÍS ANTÔNIO;1° Dose;549
LUÍS ANTÔNIO;2° Dose;265
LUIZIÂNIA;1° Dose;299
LUIZIÂNIA;2° Dose;90
LUPÉRCIO;1° Dose;253
LUPÉRCIO;2° Dose;105
LUTÉCIA;1° Dose;201
LUTÉCIA;2° Dose;88
MACATUBA;1° Dose;1044
MACATUBA;2° Dose;485
MACAUBAL;1° Dose;707
MACAUBAL;2° Dose;275
MACEDÔNIA;1° Dose;175
MACEDÔNIA;2° Dose;60
MAGDA;1° Dose;317
MAGDA;2° Dose;118
MAIRINQUE;1° Dose;2305
MAIRINQUE;2° Dose;727
MAIRIPORÃ;1° Dose;4022
MAIRIPORÃ;2° Dose;1573
MANDURI;1° Dose;593
MANDURI;2° Dose;213
MARABÁ PAULISTA;1° Dose;239
MARABÁ PAULISTA;2° Dose;82
MARACAÍ;1° Dose;792
MARACAÍ;2° Dose;283
MARAPOAMA;1° Dose;233
MARAPOAMA;2° Dose;92
MARIÁPOLIS;1° Dose;236
MARIÁPOLIS;2° Dose;95
MARÍLIA;1° Dose;18471
MARÍLIA;2° Dose;9280
MARINÓPOLIS;1° Dose;202
MARINÓPOLIS;2° Dose;86
MARTINÓPOLIS;1° Dose;1581
MARTINÓPOLIS;2° Dose;584
MATÃO;1° Dose;4562
MATÃO;2° Dose;2046
MAUÁ;1° Dose;18307
MAUÁ;2° Dose;6463
MENDONÇA;1° Dose;359
MENDONÇA;2° Dose;215
MERIDIANO;1° Dose;319
MERIDIANO;2° Dose;124
MESÓPOLIS;1° Dose;133
MESÓPOLIS;2° Dose;58
MIGUELÓPOLIS;1° Dose;1440
MIGUELÓPOLIS;2° Dose;507
MINEIROS DO TIETÊ;1° Dose;682
MINEIROS DO TIETÊ;2° Dose;265
MIRA ESTRELA;1° Dose;234
MIRA ESTRELA;2° Dose;92
MIRACATU;1° Dose;1093
MIRACATU;2° Dose;362
MIRANDÓPOLIS;1° Dose;2241
MIRANDÓPOLIS;2° Dose;943
MIRANTE DO PARANAPANEMA;1° Dose;1215
MIRANTE DO PARANAPANEMA;2° Dose;395
MIRASSOL;1° Dose;3535
MIRASSOL;2° Dose;1415
MIRASSOLÂNDIA;1° Dose;346
MIRASSOLÂNDIA;2° Dose;129
MOCOCA;1° Dose;5260
MOCOCA;2° Dose;2092
MOGI DAS CRUZES;1° Dose;22606
MOGI DAS CRUZES;2° Dose;9729
MOGI GUAÇU;1° Dose;8295
MOGI GUAÇU;2° Dose;3554
MOGI MIRIM;1° Dose;6501
MOGI MIRIM;2° Dose;2857
MOMBUCA;1° Dose;206
MOMBUCA;2° Dose;93
MONÇÕES;1° Dose;253
MONÇÕES;2° Dose;98
MONGAGUÁ;1° Dose;2653
MONGAGUÁ;2° Dose;655
MONTE ALEGRE DO SUL;1° Dose;566
MONTE ALEGRE DO SUL;2° Dose;206
MONTE ALTO;1° Dose;3405
MONTE ALTO;2° Dose;1439
MONTE APRAZÍVEL;1° Dose;1753
MONTE APRAZÍVEL;2° Dose;687
MONTE AZUL PAULISTA;1° Dose;1212
MONTE AZUL PAULISTA;2° Dose;442
MONTE CASTELO;1° Dose;411
MONTE CASTELO;2° Dose;142
MONTE MOR;1° Dose;2250
MONTE MOR;2° Dose;625
MONTEIRO LOBATO;1° Dose;310
MONTEIRO LOBATO;2° Dose;107
MORRO AGUDO;1° Dose;1749
MORRO AGUDO;2° Dose;747
MORUNGABA;1° Dose;740
MORUNGABA;2° Dose;250
MOTUCA;1° Dose;225
MOTUCA;2° Dose;64
MURUTINGA DO SUL;1° Dose;381
MURUTINGA DO SUL;2° Dose;145
NANTES;1° Dose;154
NANTES;2° Dose;71
NARANDIBA;1° Dose;313
NARANDIBA;2° Dose;129
NATIVIDADE DA SERRA;1° Dose;421
NATIVIDADE DA SERRA;2° Dose;154
NAZARÉ PAULISTA;1° Dose;911
NAZARÉ PAULISTA;2° Dose;265
NEVES PAULISTA;1° Dose;901
NEVES PAULISTA;2° Dose;366
NHANDEARA;1° Dose;976
NHANDEARA;2° Dose;377
NIPOÃ;1° Dose;214
NIPOÃ;2° Dose;63
NOVA ALIANÇA;1° Dose;526
NOVA ALIANÇA;2° Dose;226
NOVA CAMPINA;1° Dose;315
NOVA CAMPINA;2° Dose;139
NOVA CANAÃ PAULISTA;1° Dose;179
NOVA CANAÃ PAULISTA;2° Dose;55
NOVA CASTILHO;1° Dose;93
NOVA CASTILHO;2° Dose;43
NOVA EUROPA;1° Dose;491
NOVA EUROPA;2° Dose;211
NOVA GRANADA;1° Dose;1304
NOVA GRANADA;2° Dose;556
NOVA GUATAPORANGA;1° Dose;175
NOVA GUATAPORANGA;2° Dose;60
NOVA INDEPENDÊNCIA;1° Dose;217
NOVA INDEPENDÊNCIA;2° Dose;82
NOVA LUZITÂNIA;1° Dose;205
NOVA LUZITÂNIA;2° Dose;75
NOVA ODESSA;1° Dose;2202
NOVA ODESSA;2° Dose;845
NOVAIS;1° Dose;227
NOVAIS;2° Dose;58
NOVO HORIZONTE;1° Dose;2772
NOVO HORIZONTE;2° Dose;1184
NUPORANGA;1° Dose;576
NUPORANGA;2° Dose;209
OCAUÇU;1° Dose;254
OCAUÇU;2° Dose;91
ÓLEO;1° Dose;204
ÓLEO;2° Dose;72
OLÍMPIA;1° Dose;3743
OLÍMPIA;2° Dose;1553
ONDA VERDE;1° Dose;301
ONDA VERDE;2° Dose;61
