Município;Dose;Total Doses Aplicadas;;;;
DOLCINÓPOLIS;1° DOSE;638;;;;
DOLCINÓPOLIS;2° DOSE;355;;;;
DOURADO;1° DOSE;2149;;;;
DOURADO;2° DOSE;1145;;;;
DRACENA;1° DOSE;12229;;;;
DRACENA;2° DOSE;7368;;;;
DUARTINA;1° DOSE;3341;;;;
DUARTINA;2° DOSE;1901;;;;
DUMONT;1° DOSE;1606;;;;
DUMONT;2° DOSE;813;;;;
ECHAPORÃ;1° DOSE;1419;;;;
ECHAPORÃ;2° DOSE;1007;;;;
ELDORADO;1° DOSE;4051;;;;
ELDORADO;2° DOSE;2364;;;;
ELIAS FAUSTO;1° DOSE;2828;;;;
ELIAS FAUSTO;2° DOSE;1432;;;;
ELISIÁRIO;1° DOSE;712;;;;
ELISIÁRIO;2° DOSE;417;;;;
EMBAÚBA;1° DOSE;583;;;;
EMBAÚBA;2° DOSE;315;;;;
EMBU DAS ARTES;1° DOSE;33093;;;;
EMBU DAS ARTES;2° DOSE;18086;;;;
EMBU-GUAÇU;1° DOSE;8526;;;;
EMBU-GUAÇU;2° DOSE;5898;;;;
EMILIANÓPOLIS;1° DOSE;814;;;;
EMILIANÓPOLIS;2° DOSE;471;;;;
ENGENHEIRO COELHO;1° DOSE;2502;;;;
ENGENHEIRO COELHO;2° DOSE;1447;;;;
ESPÍRITO SANTO DO PINHAL;1° DOSE;10089;;;;
ESPÍRITO SANTO DO PINHAL;2° DOSE;5616;;;;
ESPÍRITO SANTO DO TURVO;1° DOSE;783;;;;
ESPÍRITO SANTO DO TURVO;2° DOSE;353;;;;
ESTIVA GERBI;1° DOSE;1971;;;;
ESTIVA GERBI;2° DOSE;858;;;;
ESTRELA DO NORTE;1° DOSE;599;;;;
ESTRELA DO NORTE;2° DOSE;310;;;;
ESTRELA D'OESTE;1° DOSE;2189;;;;
ESTRELA D'OESTE;2° DOSE;1204;;;;
EUCLIDES DA CUNHA PAULISTA;1° DOSE;1566;;;;
EUCLIDES DA CUNHA PAULISTA;2° DOSE;846;;;;
FARTURA;1° DOSE;3469;;;;
FARTURA;2° DOSE;1863;;;;
FERNANDO PRESTES;1° DOSE;1534;;;;
FERNANDO PRESTES;2° DOSE;928;;;;
FERNANDÓPOLIS;1° DOSE;19150;;;;
FERNANDÓPOLIS;2° DOSE;10841;;;;
FERNÃO;1° DOSE;451;;;;
FERNÃO;2° DOSE;265;;;;
FERRAZ DE VASCONCELOS;1° DOSE;23662;;;;
FERRAZ DE VASCONCELOS;2° DOSE;13386;;;;
FLORA RICA;1° DOSE;547;;;;
FLORA RICA;2° DOSE;356;;;;
FLOREAL;1° DOSE;982;;;;
FLOREAL;2° DOSE;543;;;;
FLÓRIDA PAULISTA;1° DOSE;2586;;;;
FLÓRIDA PAULISTA;2° DOSE;1458;;;;
FLORÍNEA;1° DOSE;820;;;;
FLORÍNEA;2° DOSE;441;;;;
FRANCA;1° DOSE;65853;;;;
FRANCA;2° DOSE;33985;;;;
FRANCISCO MORATO;1° DOSE;22100;;;;
FRANCISCO MORATO;2° DOSE;10138;;;;
FRANCO DA ROCHA;1° DOSE;23619;;;;
FRANCO DA ROCHA;2° DOSE;13220;;;;
GABRIEL MONTEIRO;1° DOSE;718;;;;
GABRIEL MONTEIRO;2° DOSE;386;;;;
GÁLIA;1° DOSE;1745;;;;
GÁLIA;2° DOSE;1030;;;;
GARÇA;1° DOSE;10266;;;;
GARÇA;2° DOSE;5425;;;;
GASTÃO VIDIGAL;1° DOSE;863;;;;
GASTÃO VIDIGAL;2° DOSE;518;;;;
GAVIÃO PEIXOTO;1° DOSE;880;;;;
GAVIÃO PEIXOTO;2° DOSE;398;;;;
GENERAL SALGADO;1° DOSE;2751;;;;
GENERAL SALGADO;2° DOSE;1560;;;;
GETULINA;1° DOSE;2106;;;;
GETULINA;2° DOSE;1266;;;;
GLICÉRIO;1° DOSE;895;;;;
GLICÉRIO;2° DOSE;530;;;;
GUAIÇARA;1° DOSE;2047;;;;
GUAIÇARA;2° DOSE;1096;;;;
GUAIMBÊ;1° DOSE;1275;;;;
GUAIMBÊ;2° DOSE;649;;;;
GUAÍRA;1° DOSE;8006;;;;
GUAÍRA;2° DOSE;3996;;;;
GUAPIAÇU;1° DOSE;3861;;;;
GUAPIAÇU;2° DOSE;2056;;;;
GUAPIARA;1° DOSE;3297;;;;
GUAPIARA;2° DOSE;1796;;;;
GUARÁ;1° DOSE;3810;;;;
GUARÁ;2° DOSE;2373;;;;
GUARAÇAÍ;1° DOSE;2127;;;;
GUARAÇAÍ;2° DOSE;1133;;;;
GUARACI;1° DOSE;1888;;;;
GUARACI;2° DOSE;1176;;;;
GUARANI D'OESTE;1° DOSE;563;;;;
GUARANI D'OESTE;2° DOSE;288;;;;
GUARANTÃ;1° DOSE;1308;;;;
GUARANTÃ;2° DOSE;704;;;;
GUARARAPES;1° DOSE;6753;;;;
GUARARAPES;2° DOSE;3836;;;;
GUARAREMA;1° DOSE;5821;;;;
GUARAREMA;2° DOSE;3140;;;;
GUARATINGUETÁ;1° DOSE;24582;;;;
GUARATINGUETÁ;2° DOSE;13430;;;;
GUAREÍ;1° DOSE;2306;;;;
GUAREÍ;2° DOSE;1119;;;;
GUARIBA;1° DOSE;5577;;;;
GUARIBA;2° DOSE;2899;;;;
GUARUJÁ;1° DOSE;50429;;;;
GUARUJÁ;2° DOSE;25832;;;;
GUARULHOS;1° DOSE;170440;;;;
GUARULHOS;2° DOSE;94964;;;;
GUATAPARÁ;1° DOSE;1558;;;;
GUATAPARÁ;2° DOSE;816;;;;
GUZOLÂNDIA;1° DOSE;931;;;;
GUZOLÂNDIA;2° DOSE;489;;;;
HERCULÂNDIA;1° DOSE;1802;;;;
HERCULÂNDIA;2° DOSE;961;;;;
HOLAMBRA;1° DOSE;2566;;;;
HOLAMBRA;2° DOSE;1309;;;;
HORTOLÂNDIA;1° DOSE;29967;;;;
HORTOLÂNDIA;2° DOSE;16627;;;;
IACANGA;1° DOSE;2303;;;;
IACANGA;2° DOSE;1332;;;;
IACRI;1° DOSE;1484;;;;
IACRI;2° DOSE;833;;;;
IARAS;1° DOSE;1027;;;;
IARAS;2° DOSE;497;;;;
IBATÉ;1° DOSE;4907;;;;
IBATÉ;2° DOSE;2447;;;;
IBIRÁ;1° DOSE;2839;;;;
IBIRÁ;2° DOSE;1553;;;;
IBIRAREMA;1° DOSE;1556;;;;
IBIRAREMA;2° DOSE;889;;;;
IBITINGA;1° DOSE;11263;;;;
IBITINGA;2° DOSE;5919;;;;
IBIÚNA;1° DOSE;14752;;;;
IBIÚNA;2° DOSE;7424;;;;
ICÉM;1° DOSE;1576;;;;
ICÉM;2° DOSE;848;;;;
IEPÊ;1° DOSE;1880;;;;
IEPÊ;2° DOSE;1061;;;;
IGARAÇU DO TIETÊ;1° DOSE;3862;;;;
IGARAÇU DO TIETÊ;2° DOSE;1830;;;;
IGARAPAVA;1° DOSE;5743;;;;
IGARAPAVA;2° DOSE;2881;;;;
IGARATÁ;1° DOSE;1877;;;;
IGARATÁ;2° DOSE;1108;;;;
IGUAPE;1° DOSE;6901;;;;
IGUAPE;2° DOSE;3882;;;;
ILHA COMPRIDA;1° DOSE;2833;;;;
ILHA COMPRIDA;2° DOSE;1432;;;;
ILHA SOLTEIRA;1° DOSE;6649;;;;
ILHA SOLTEIRA;2° DOSE;3983;;;;
ILHABELA;1° DOSE;5825;;;;
ILHABELA;2° DOSE;2958;;;;
INDAIATUBA;1° DOSE;46327;;;;
INDAIATUBA;2° DOSE;24130;;;;
INDIANA;1° DOSE;1283;;;;
INDIANA;2° DOSE;573;;;;
INDIAPORÃ;1° DOSE;1190;;;;
INDIAPORÃ;2° DOSE;699;;;;
INÚBIA PAULISTA;1° DOSE;912;;;;
INÚBIA PAULISTA;2° DOSE;492;;;;
IPAUSSU;1° DOSE;2798;;;;
IPAUSSU;2° DOSE;1599;;;;
IPERÓ;1° DOSE;4098;;;;
IPERÓ;2° DOSE;2277;;;;
IPEÚNA;1° DOSE;1067;;;;
IPEÚNA;2° DOSE;540;;;;
IPIGUÁ;1° DOSE;1148;;;;
IPIGUÁ;2° DOSE;626;;;;
IPORANGA;1° DOSE;1094;;;;
IPORANGA;2° DOSE;699;;;;
IPUÃ;1° DOSE;2562;;;;
IPUÃ;2° DOSE;1384;;;;
IRACEMÁPOLIS;1° DOSE;3632;;;;
IRACEMÁPOLIS;2° DOSE;2073;;;;
IRAPUÃ;1° DOSE;1581;;;;
IRAPUÃ;2° DOSE;850;;;;
IRAPURU;1° DOSE;1652;;;;
IRAPURU;2° DOSE;817;;;;
ITABERÁ;1° DOSE;3579;;;;
ITABERÁ;2° DOSE;1867;;;;
ITAÍ;1° DOSE;4375;;;;
ITAÍ;2° DOSE;2189;;;;
ITAJOBI;1° DOSE;3889;;;;
ITAJOBI;2° DOSE;2183;;;;
ITAJU;1° DOSE;769;;;;
ITAJU;2° DOSE;408;;;;
ITANHAÉM;1° DOSE;21166;;;;
ITANHAÉM;2° DOSE;12873;;;;
ITAOCA;1° DOSE;671;;;;
ITAOCA;2° DOSE;595;;;;
ITAPECERICA DA SERRA;1° DOSE;22089;;;;
ITAPECERICA DA SERRA;2° DOSE;11517;;;;
ITAPETININGA;1° DOSE;30490;;;;
ITAPETININGA;2° DOSE;17030;;;;
ITAPEVA;1° DOSE;16405;;;;
ITAPEVA;2° DOSE;8571;;;;
ITAPEVI;1° DOSE;24797;;;;
ITAPEVI;2° DOSE;13915;;;;
ITAPIRA;1° DOSE;16753;;;;
ITAPIRA;2° DOSE;9397;;;;
ITAPIRAPUÃ PAULISTA;1° DOSE;653;;;;
ITAPIRAPUÃ PAULISTA;2° DOSE;428;;;;
ITÁPOLIS;1° DOSE;8887;;;;
ITÁPOLIS;2° DOSE;5024;;;;
ITAPORANGA;1° DOSE;3255;;;;
ITAPORANGA;2° DOSE;1735;;;;
ITAPUÍ;1° DOSE;2437;;;;
ITAPUÍ;2° DOSE;1267;;;;
ITAPURA;1° DOSE;957;;;;
ITAPURA;2° DOSE;490;;;;
ITAQUAQUECETUBA;1° DOSE;36104;;;;
ITAQUAQUECETUBA;2° DOSE;17952;;;;
ITARARÉ;1° DOSE;8759;;;;
ITARARÉ;2° DOSE;4799;;;;
ITARIRI;1° DOSE;2770;;;;
ITARIRI;2° DOSE;1556;;;;
ITATIBA;1° DOSE;21257;;;;
ITATIBA;2° DOSE;11857;;;;
ITATINGA;1° DOSE;2980;;;;
ITATINGA;2° DOSE;1423;;;;
ITIRAPINA;1° DOSE;2633;;;;
ITIRAPINA;2° DOSE;1541;;;;
ITIRAPUÃ;1° DOSE;1252;;;;
ITIRAPUÃ;2° DOSE;680;;;;
ITOBI;1° DOSE;1651;;;;
ITOBI;2° DOSE;773;;;;
ITU;1° DOSE;31532;;;;
ITU;2° DOSE;16505;;;;
ITUPEVA;1° DOSE;7793;;;;
ITUPEVA;2° DOSE;4046;;;;
ITUVERAVA;1° DOSE;9254;;;;
ITUVERAVA;2° DOSE;5123;;;;
JABORANDI;1° DOSE;1448;;;;
JABORANDI;2° DOSE;785;;;;
JABOTICABAL;1° DOSE;17010;;;;
JABOTICABAL;2° DOSE;8683;;;;
JACAREÍ;1° DOSE;44608;;;;
JACAREÍ;2° DOSE;23710;;;;
JACI;1° DOSE;1509;;;;
JACI;2° DOSE;873;;;;
JACUPIRANGA;1° DOSE;2948;;;;
JACUPIRANGA;2° DOSE;1663;;;;
JAGUARIÚNA;1° DOSE;9685;;;;
JAGUARIÚNA;2° DOSE;5143;;;;
JALES;1° DOSE;13244;;;;
JALES;2° DOSE;7388;;;;
JAMBEIRO;1° DOSE;1162;;;;
JAMBEIRO;2° DOSE;579;;;;
JANDIRA;1° DOSE;14652;;;;
JANDIRA;2° DOSE;7467;;;;
JARDINÓPOLIS;1° DOSE;7269;;;;
JARDINÓPOLIS;2° DOSE;4209;;;;
JARINU;1° DOSE;5092;;;;
JARINU;2° DOSE;2500;;;;
JAÚ;1° DOSE;28009;;;;
JAÚ;2° DOSE;17842;;;;
JERIQUARA;1° DOSE;650;;;;
JERIQUARA;2° DOSE;351;;;;
JOANÓPOLIS;1° DOSE;3010;;;;
JOANÓPOLIS;2° DOSE;1699;;;;
JOÃO RAMALHO;1° DOSE;759;;;;
JOÃO RAMALHO;2° DOSE;388;;;;
JOSÉ BONIFÁCIO;1° DOSE;7217;;;;
JOSÉ BONIFÁCIO;2° DOSE;4015;;;;
JÚLIO MESQUITA;1° DOSE;863;;;;
JÚLIO MESQUITA;2° DOSE;432;;;;
JUMIRIM;1° DOSE;584;;;;
JUMIRIM;2° DOSE;263;;;;
JUNDIAÍ;1° DOSE;83341;;;;
JUNDIAÍ;2° DOSE;46056;;;;
JUNQUEIRÓPOLIS;1° DOSE;4548;;;;
JUNQUEIRÓPOLIS;2° DOSE;2774;;;;
JUQUIÁ;1° DOSE;3647;;;;
JUQUIÁ;2° DOSE;2153;;;;
JUQUITIBA;1° DOSE;5260;;;;
