Ds Município;Dose;Contagem de Id Vacinacao
ARAPEÍ;2° Dose;77
ARARAQUARA;1° Dose;26356
ARARAQUARA;2° Dose;10319
ARARAS;1° Dose;11666
ARARAS;2° Dose;4020
ARCO-ÍRIS;1° Dose;329
ARCO-ÍRIS;2° Dose;207
AREALVA;1° Dose;831
AREALVA;2° Dose;248
AREIAS;1° Dose;266
AREIAS;2° Dose;132
AREIÓPOLIS;1° Dose;461
AREIÓPOLIS;2° Dose;226
ARIRANHA;1° Dose;864
ARIRANHA;2° Dose;335
ARTUR NOGUEIRA;1° Dose;3440
ARTUR NOGUEIRA;2° Dose;1059
ARUJÁ;1° Dose;4230
ARUJÁ;2° Dose;1387
ASPÁSIA;1° Dose;206
ASPÁSIA;2° Dose;70
ASSIS;1° Dose;11029
ASSIS;2° Dose;3906
ATIBAIA;1° Dose;13815
ATIBAIA;2° Dose;4918
AURIFLAMA;1° Dose;1417
AURIFLAMA;2° Dose;394
AVAÍ;1° Dose;707
AVAÍ;2° Dose;484
AVANHANDAVA;1° Dose;818
AVANHANDAVA;2° Dose;231
AVARÉ;1° Dose;8248
AVARÉ;2° Dose;3026
BADY BASSITT;1° Dose;1265
BADY BASSITT;2° Dose;602
BALBINOS;1° Dose;228
BALBINOS;2° Dose;67
BÁLSAMO;1° Dose;865
BÁLSAMO;2° Dose;309
BANANAL;1° Dose;1115
BANANAL;2° Dose;333
BARÃO DE ANTONINA;1° Dose;334
BARÃO DE ANTONINA;2° Dose;135
BARBOSA;1° Dose;559
BARBOSA;2° Dose;201
BARIRI;1° Dose;3352
BARIRI;2° Dose;1099
BARRA BONITA;1° Dose;3656
BARRA BONITA;2° Dose;1239
BARRA DO CHAPÉU;1° Dose;300
BARRA DO CHAPÉU;2° Dose;77
BARRA DO TURVO;1° Dose;1000
BARRA DO TURVO;2° Dose;501
BARRETOS;1° Dose;13997
BARRETOS;2° Dose;5744
BARRINHA;1° Dose;1727
BARRINHA;2° Dose;539
BARUERI;1° Dose;19016
BARUERI;2° Dose;7337
BASTOS;1° Dose;1786
BASTOS;2° Dose;538
BATATAIS;1° Dose;3577
BATATAIS;2° Dose;1577
BAURU;1° Dose;43168
BAURU;2° Dose;17075
BEBEDOURO;1° Dose;6353
BEBEDOURO;2° Dose;1651
BENTO DE ABREU;1° Dose;236
BENTO DE ABREU;2° Dose;61
BERNARDINO DE CAMPOS;1° Dose;1326
BERNARDINO DE CAMPOS;2° Dose;406
BERTIOGA;1° Dose;2965
BERTIOGA;2° Dose;1223
BILAC;1° Dose;946
BILAC;2° Dose;314
BIRIGUI;1° Dose;8676
BIRIGUI;2° Dose;2226
BIRITIBA MIRIM;1° Dose;1929
BIRITIBA MIRIM;2° Dose;435
BOA ESPERANÇA DO SUL;1° Dose;875
BOA ESPERANÇA DO SUL;2° Dose;292
BOCAINA;1° Dose;927
BOCAINA;2° Dose;331
BOFETE;1° Dose;700
BOFETE;2° Dose;202
BOITUVA;1° Dose;3009
BOITUVA;2° Dose;1048
BOM JESUS DOS PERDÕES;1° Dose;1398
BOM JESUS DOS PERDÕES;2° Dose;354
BOM SUCESSO DE ITARARÉ;1° Dose;214
BOM SUCESSO DE ITARARÉ;2° Dose;67
BORÁ;1° Dose;114
BORÁ;2° Dose;39
BORACÉIA;1° Dose;452
BORACÉIA;2° Dose;123
BORBOREMA;1° Dose;1317
BORBOREMA;2° Dose;382
BOREBI;1° Dose;188
BOREBI;2° Dose;45
BOTUCATU;1° Dose;18542
BOTUCATU;2° Dose;6319
BRAGANÇA PAULISTA;1° Dose;15125
BRAGANÇA PAULISTA;2° Dose;5366
BRAÚNA;1° Dose;622
BRAÚNA;2° Dose;248
BREJO ALEGRE;1° Dose;334
BREJO ALEGRE;2° Dose;47
BRODOWSKI;1° Dose;2038
BRODOWSKI;2° Dose;792
BROTAS;1° Dose;1566
BROTAS;2° Dose;576
BURI;1° Dose;952
BURI;2° Dose;268
BURITAMA;1° Dose;1220
BURITAMA;2° Dose;473
BURITIZAL;1° Dose;469
BURITIZAL;2° Dose;160
CABRÁLIA PAULISTA;1° Dose;410
CABRÁLIA PAULISTA;2° Dose;119
CABREÚVA;1° Dose;1865
CABREÚVA;2° Dose;609
CAÇAPAVA;1° Dose;5650
CAÇAPAVA;2° Dose;2205
CACHOEIRA PAULISTA;1° Dose;2589
CACHOEIRA PAULISTA;2° Dose;790
CACONDE;1° Dose;1486
CACONDE;2° Dose;326
CAFELÂNDIA;1° Dose;997
CAFELÂNDIA;2° Dose;130
CAIABU;1° Dose;376
CAIABU;2° Dose;112
CAIEIRAS;1° Dose;5802
CAIEIRAS;2° Dose;1949
CAIUÁ;1° Dose;487
CAIUÁ;2° Dose;166
CAJAMAR;1° Dose;3528
CAJAMAR;2° Dose;864
CAJATI;1° Dose;1719
CAJATI;2° Dose;431
CAJOBI;1° Dose;1019
CAJOBI;2° Dose;330
CAJURU;1° Dose;2090
CAJURU;2° Dose;731
CAMPINA DO MONTE ALEGRE;1° Dose;499
CAMPINA DO MONTE ALEGRE;2° Dose;124
CAMPINAS;1° Dose;120207
CAMPINAS;2° Dose;41202
CAMPO LIMPO PAULISTA;1° Dose;3786
CAMPO LIMPO PAULISTA;2° Dose;1412
CAMPOS DO JORDÃO;1° Dose;3339
CAMPOS DO JORDÃO;2° Dose;1337
CAMPOS NOVOS PAULISTA;1° Dose;388
CAMPOS NOVOS PAULISTA;2° Dose;109
CANANÉIA;1° Dose;927
CANANÉIA;2° Dose;324
CANAS;1° Dose;250
CANAS;2° Dose;96
CÂNDIDO MOTA;1° Dose;2626
CÂNDIDO MOTA;2° Dose;797
CÂNDIDO RODRIGUES;1° Dose;320
CÂNDIDO RODRIGUES;2° Dose;105
CANITAR;1° Dose;248
CANITAR;2° Dose;92
CAPÃO BONITO;1° Dose;3246
CAPÃO BONITO;2° Dose;887
CAPELA DO ALTO;1° Dose;984
CAPELA DO ALTO;2° Dose;271
CAPIVARI;1° Dose;3825
CAPIVARI;2° Dose;1177
CARAGUATATUBA;1° Dose;8986
CARAGUATATUBA;2° Dose;3143
CARAPICUÍBA;1° Dose;15855
CARAPICUÍBA;2° Dose;5474
CARDOSO;1° Dose;1276
CARDOSO;2° Dose;384
CASA BRANCA;1° Dose;2651
CASA BRANCA;2° Dose;1031
CÁSSIA DOS COQUEIROS;1° Dose;291
CÁSSIA DOS COQUEIROS;2° Dose;84
CASTILHO;1° Dose;1676
CASTILHO;2° Dose;607
CATANDUVA;1° Dose;15297
CATANDUVA;2° Dose;6058
CATIGUÁ;1° Dose;707
CATIGUÁ;2° Dose;138
CEDRAL;1° Dose;945
CEDRAL;2° Dose;443
CERQUEIRA CÉSAR;1° Dose;1729
CERQUEIRA CÉSAR;2° Dose;542
CERQUILHO;1° Dose;2079
CERQUILHO;2° Dose;539
CESÁRIO LANGE;1° Dose;1223
CESÁRIO LANGE;2° Dose;359
CHARQUEADA;1° Dose;977
CHARQUEADA;2° Dose;286
CHAVANTES;1° Dose;634
CHAVANTES;2° Dose;234
CLEMENTINA;1° Dose;532
CLEMENTINA;2° Dose;170
COLINA;1° Dose;867
COLINA;2° Dose;307
COLÔMBIA;1° Dose;468
COLÔMBIA;2° Dose;216
CONCHAL;1° Dose;1540
CONCHAL;2° Dose;487
CONCHAS;1° Dose;1463
CONCHAS;2° Dose;423
CORDEIRÓPOLIS;1° Dose;1884
CORDEIRÓPOLIS;2° Dose;386
COROADOS;1° Dose;439
COROADOS;2° Dose;104
CORONEL MACEDO;1° Dose;462
CORONEL MACEDO;2° Dose;134
CORUMBATAÍ;1° Dose;256
CORUMBATAÍ;2° Dose;113
COSMÓPOLIS;1° Dose;3322
COSMÓPOLIS;2° Dose;960
COSMORAMA;1° Dose;903
COSMORAMA;2° Dose;239
COTIA;1° Dose;10671
COTIA;2° Dose;4397
CRAVINHOS;1° Dose;1885
CRAVINHOS;2° Dose;577
CRISTAIS PAULISTA;1° Dose;632
CRISTAIS PAULISTA;2° Dose;220
CRUZÁLIA;1° Dose;224
CRUZÁLIA;2° Dose;52
CRUZEIRO;1° Dose;5732
CRUZEIRO;2° Dose;2133
CUBATÃO;1° Dose;7878
CUBATÃO;2° Dose;1977
CUNHA;1° Dose;1780
CUNHA;2° Dose;451
DESCALVADO;1° Dose;3864
DESCALVADO;2° Dose;1181
DIADEMA;1° Dose;20182
DIADEMA;2° Dose;8435
DIRCE REIS;1° Dose;189
DIRCE REIS;2° Dose;48
DIVINOLÂNDIA;1° Dose;1688
DIVINOLÂNDIA;2° Dose;499
DOBRADA;1° Dose;423
DOBRADA;2° Dose;127
DOIS CÓRREGOS;1° Dose;2156
DOIS CÓRREGOS;2° Dose;784
DOLCINÓPOLIS;1° Dose;273
DOLCINÓPOLIS;2° Dose;63
DOURADO;1° Dose;755
DOURADO;2° Dose;305
DRACENA;1° Dose;6025
DRACENA;2° Dose;2479
DUARTINA;1° Dose;1458
DUARTINA;2° Dose;463
DUMONT;1° Dose;639
DUMONT;2° Dose;181
ECHAPORÃ;1° Dose;556
ECHAPORÃ;2° Dose;215
ELDORADO;1° Dose;2126
ELDORADO;2° Dose;1416
ELIAS FAUSTO;1° Dose;943
ELIAS FAUSTO;2° Dose;262
ELISIÁRIO;1° Dose;315
ELISIÁRIO;2° Dose;99
EMBAÚBA;1° Dose;261
EMBAÚBA;2° Dose;71
EMBU DAS ARTES;1° Dose;9598
EMBU DAS ARTES;2° Dose;3935
EMBU-GUAÇU;1° Dose;4587
EMBU-GUAÇU;2° Dose;1517
EMILIANÓPOLIS;1° Dose;366
EMILIANÓPOLIS;2° Dose;99
ENGENHEIRO COELHO;1° Dose;945
ENGENHEIRO COELHO;2° Dose;363
ESPÍRITO SANTO DO PINHAL;1° Dose;4670
ESPÍRITO SANTO DO PINHAL;2° Dose;1604
ESPÍRITO SANTO DO TURVO;1° Dose;244
ESPÍRITO SANTO DO TURVO;2° Dose;80
ESTIVA GERBI;1° Dose;430
ESTIVA GERBI;2° Dose;151
ESTRELA DO NORTE;1° Dose;242
ESTRELA DO NORTE;2° Dose;69
ESTRELA D'OESTE;1° Dose;1027
ESTRELA D'OESTE;2° Dose;328
EUCLIDES DA CUNHA PAULISTA;1° Dose;634
EUCLIDES DA CUNHA PAULISTA;2° Dose;213
FARTURA;1° Dose;1702
FARTURA;2° Dose;515
FERNANDO PRESTES;1° Dose;725
FERNANDO PRESTES;2° Dose;209
FERNANDÓPOLIS;1° Dose;9373
FERNANDÓPOLIS;2° Dose;3070
FERNÃO;1° Dose;222
FERNÃO;2° Dose;58
FERRAZ DE VASCONCELOS;1° Dose;7341
FERRAZ DE VASCONCELOS;2° Dose;3114
FLORA RICA;1° Dose;343
FLORA RICA;2° Dose;96
FLOREAL;1° Dose;411
FLOREAL;2° Dose;112
FLÓRIDA PAULISTA;1° Dose;1114
FLÓRIDA PAULISTA;2° Dose;385
FLORÍNEA;1° Dose;259
FLORÍNEA;2° Dose;114
FRANCA;1° Dose;21914
FRANCA;2° Dose;7019
FRANCISCO MORATO;1° Dose;7002
FRANCISCO MORATO;2° Dose;2669
FRANCO DA ROCHA;1° Dose;9857
FRANCO DA ROCHA;2° Dose;3335
GABRIEL MONTEIRO;1° Dose;269
GABRIEL MONTEIRO;2° Dose;62
GÁLIA;1° Dose;683
GÁLIA;2° Dose;307
GARÇA;1° Dose;4025
GARÇA;2° Dose;1515
GASTÃO VIDIGAL;1° Dose;387
GASTÃO VIDIGAL;2° Dose;110
GAVIÃO PEIXOTO;1° Dose;378
GAVIÃO PEIXOTO;2° Dose;115
GENERAL SALGADO;1° Dose;1286
GENERAL SALGADO;2° Dose;452
GETULINA;1° Dose;906
GETULINA;2° Dose;266
GLICÉRIO;1° Dose;394
GLICÉRIO;2° Dose;140
GUAIÇARA;1° Dose;721
GUAIÇARA;2° Dose;203
GUAIMBÊ;1° Dose;512
GUAIMBÊ;2° Dose;172
GUAÍRA;1° Dose;3112
GUAÍRA;2° Dose;976
GUAPIAÇU;1° Dose;1483
GUAPIAÇU;2° Dose;496
GUAPIARA;1° Dose;1018
GUAPIARA;2° Dose;315
GUARÁ;1° Dose;1633
GUARÁ;2° Dose;633
GUARAÇAÍ;1° Dose;978
GUARAÇAÍ;2° Dose;316
GUARACI;1° Dose;867
GUARACI;2° Dose;289
GUARANI D'OESTE;1° Dose;217
GUARANI D'OESTE;2° Dose;56
GUARANTÃ;1° Dose;530
GUARANTÃ;2° Dose;181
GUARARAPES;1° Dose;2902
GUARARAPES;2° Dose;844
GUARAREMA;1° Dose;2040
GUARAREMA;2° Dose;725
GUARATINGUETÁ;1° Dose;9611
GUARATINGUETÁ;2° Dose;3648
GUAREÍ;1° Dose;853
GUAREÍ;2° Dose;285
GUARIBA;1° Dose;2058
GUARIBA;2° Dose;710
GUARUJÁ;1° Dose;19172
GUARUJÁ;2° Dose;4389
GUARULHOS;1° Dose;65346
GUARULHOS;2° Dose;26259
GUATAPARÁ;1° Dose;552
GUATAPARÁ;2° Dose;137
GUZOLÂNDIA;1° Dose;389
GUZOLÂNDIA;2° Dose;98
HERCULÂNDIA;1° Dose;652
HERCULÂNDIA;2° Dose;206
HOLAMBRA;1° Dose;1008
HOLAMBRA;2° Dose;302
HORTOLÂNDIA;1° Dose;10247
HORTOLÂNDIA;2° Dose;3756
IACANGA;1° Dose;1011
IACANGA;2° Dose;293
IACRI;1° Dose;572
IACRI;2° Dose;193
IARAS;1° Dose;403
IARAS;2° Dose;138
IBATÉ;1° Dose;1942
IBATÉ;2° Dose;560
IBIRÁ;1° Dose;1299
IBIRÁ;2° Dose;394
IBIRAREMA;1° Dose;695
IBIRAREMA;2° Dose;240
IBITINGA;1° Dose;4793
IBITINGA;2° Dose;1783
IBIÚNA;1° Dose;4719
IBIÚNA;2° Dose;1466
ICÉM;1° Dose;740
ICÉM;2° Dose;241
IEPÊ;1° Dose;896
IEPÊ;2° Dose;298
IGARAÇU DO TIETÊ;1° Dose;1092
IGARAÇU DO TIETÊ;2° Dose;308
IGARAPAVA;1° Dose;2179
IGARAPAVA;2° Dose;777
IGARATÁ;1° Dose;846
IGARATÁ;2° Dose;245
IGUAPE;1° Dose;2631
IGUAPE;2° Dose;749
ILHA COMPRIDA;1° Dose;894
ILHA COMPRIDA;2° Dose;230
ILHA SOLTEIRA;1° Dose;3034
ILHA SOLTEIRA;2° Dose;928
ILHABELA;1° Dose;2229
ILHABELA;2° Dose;927
INDAIATUBA;1° Dose;19600
INDAIATUBA;2° Dose;6171
INDIANA;1° Dose;505
INDIANA;2° Dose;146
INDIAPORÃ;1° Dose;528
INDIAPORÃ;2° Dose;157
INÚBIA PAULISTA;1° Dose;420
INÚBIA PAULISTA;2° Dose;134
IPAUSSU;1° Dose;1174
IPAUSSU;2° Dose;360
IPERÓ;1° Dose;1430
IPERÓ;2° Dose;410
IPEÚNA;1° Dose;427
IPEÚNA;2° Dose;122
IPIGUÁ;1° Dose;477
IPIGUÁ;2° Dose;116
IPORANGA;1° Dose;554
IPORANGA;2° Dose;377
IPUÃ;1° Dose;1060
IPUÃ;2° Dose;347
IRACEMÁPOLIS;1° Dose;1509
IRACEMÁPOLIS;2° Dose;514
IRAPUÃ;1° Dose;683
IRAPUÃ;2° Dose;219
IRAPURU;1° Dose;779
IRAPURU;2° Dose;187
ITABERÁ;1° Dose;1319
ITABERÁ;2° Dose;365
ITAÍ;1° Dose;1716
ITAÍ;2° Dose;505
ITAJOBI;1° Dose;1423
ITAJOBI;2° Dose;430
ITAJU;1° Dose;310
ITAJU;2° Dose;97
ITANHAÉM;1° Dose;7890
ITANHAÉM;2° Dose;3036
ITAOCA;1° Dose;371
ITAOCA;2° Dose;201
ITAPECERICA DA SERRA;1° Dose;8496
ITAPECERICA DA SERRA;2° Dose;3444
ITAPETININGA;1° Dose;14185
ITAPETININGA;2° Dose;4941
ITAPEVA;1° Dose;7218
ITAPEVA;2° Dose;2383
ITAPEVI;1° Dose;8233
ITAPEVI;2° Dose;2811
ITAPIRA;1° Dose;5493
ITAPIRA;2° Dose;1923
ITAPIRAPUÃ PAULISTA;1° Dose;231
ITAPIRAPUÃ PAULISTA;2° Dose;80
ITÁPOLIS;1° Dose;3904
ITÁPOLIS;2° Dose;1332
ITAPORANGA;1° Dose;1384
ITAPORANGA;2° Dose;402
ITAPUÍ;1° Dose;999
ITAPUÍ;2° Dose;319
ITAPURA;1° Dose;427
ITAPURA;2° Dose;129
ITAQUAQUECETUBA;1° Dose;9413
ITAQUAQUECETUBA;2° Dose;3509
ITARARÉ;1° Dose;2762
ITARARÉ;2° Dose;891
ITARIRI;1° Dose;1147
ITARIRI;2° Dose;307
ITATIBA;1° Dose;7850
ITATIBA;2° Dose;3074
ITATINGA;1° Dose;1196
ITATINGA;2° Dose;340
ITIRAPINA;1° Dose;1171
ITIRAPINA;2° Dose;472
ITIRAPUÃ;1° Dose;565
ITIRAPUÃ;2° Dose;145
ITOBI;1° Dose;722
ITOBI;2° Dose;210
ITU;1° Dose;13093
ITU;2° Dose;4434
ITUPEVA;1° Dose;2065
ITUPEVA;2° Dose;786
ITUVERAVA;1° Dose;2766
ITUVERAVA;2° Dose;1311
JABORANDI;1° Dose;602
JABORANDI;2° Dose;189
JABOTICABAL;1° Dose;6764
JABOTICABAL;2° Dose;2056
JACAREÍ;1° Dose;19819
JACAREÍ;2° Dose;5906
JACI;1° Dose;664
JACI;2° Dose;341
JACUPIRANGA;1° Dose;1144
JACUPIRANGA;2° Dose;346
JAGUARIÚNA;1° Dose;3585
JAGUARIÚNA;2° Dose;651
JALES;1° Dose;6408
JALES;2° Dose;2109
JAMBEIRO;1° Dose;348
JAMBEIRO;2° Dose;158
JANDIRA;1° Dose;4288
JANDIRA;2° Dose;1246
JARDINÓPOLIS;1° Dose;2407
JARDINÓPOLIS;2° Dose;977
JARINU;1° Dose;1943
JARINU;2° Dose;632
JAÚ;1° Dose;12813
JAÚ;2° Dose;5252
JERIQUARA;1° Dose;297
JERIQUARA;2° Dose;86
JOANÓPOLIS;1° Dose;1251
JOANÓPOLIS;2° Dose;375
JOÃO RAMALHO;1° Dose;262
JOÃO RAMALHO;2° Dose;71
JOSÉ BONIFÁCIO;1° Dose;3173
JOSÉ BONIFÁCIO;2° Dose;1030
JÚLIO MESQUITA;1° Dose;193
JÚLIO MESQUITA;2° Dose;76
JUMIRIM;1° Dose;218
JUMIRIM;2° Dose;65
JUNDIAÍ;1° Dose;31321
JUNDIAÍ;2° Dose;11208
JUNQUEIRÓPOLIS;1° Dose;2053
JUNQUEIRÓPOLIS;2° Dose;733
JUQUIÁ;1° Dose;1326
JUQUIÁ;2° Dose;297
JUQUITIBA;1° Dose;2010
JUQUITIBA;2° Dose;721
LAGOINHA;1° Dose;504
LAGOINHA;2° Dose;179
LARANJAL PAULISTA;1° Dose;2234
LARANJAL PAULISTA;2° Dose;821
LAVÍNIA;1° Dose;565
LAVÍNIA;2° Dose;167
LAVRINHAS;1° Dose;377
LAVRINHAS;2° Dose;97
LEME;1° Dose;7868
LEME;2° Dose;2688
LENÇÓIS PAULISTA;1° Dose;4903
LENÇÓIS PAULISTA;2° Dose;1627
LIMEIRA;1° Dose;19364
LIMEIRA;2° Dose;3239
LINDÓIA;1° Dose;658
LINDÓIA;2° Dose;206
LINS;1° Dose;8228
LINS;2° Dose;3230
LORENA;1° Dose;6284
LORENA;2° Dose;2329
LOURDES;1° Dose;300
LOURDES;2° Dose;94
LOUVEIRA;1° Dose;2443
LOUVEIRA;2° Dose;934
LUCÉLIA;1° Dose;1790
LUCÉLIA;2° Dose;632
LUCIANÓPOLIS;1° Dose;271
LUCIANÓPOLIS;2° Dose;61
LUÍS ANTÔNIO;1° Dose;687
LUÍS ANTÔNIO;2° Dose;273
LUIZIÂNIA;1° Dose;419
LUIZIÂNIA;2° Dose;110
LUPÉRCIO;1° Dose;400
LUPÉRCIO;2° Dose;105
LUTÉCIA;1° Dose;316
LUTÉCIA;2° Dose;112
MACATUBA;1° Dose;1268
MACATUBA;2° Dose;486
MACAUBAL;1° Dose;911
MACAUBAL;2° Dose;286
MACEDÔNIA;1° Dose;212
MACEDÔNIA;2° Dose;62
MAGDA;1° Dose;407
MAGDA;2° Dose;118
MAIRINQUE;1° Dose;2939
MAIRINQUE;2° Dose;971
MAIRIPORÃ;1° Dose;5421
MAIRIPORÃ;2° Dose;1697
MANDURI;1° Dose;892
MANDURI;2° Dose;226
MARABÁ PAULISTA;1° Dose;333
MARABÁ PAULISTA;2° Dose;83
MARACAÍ;1° Dose;1071
MARACAÍ;2° Dose;433
MARAPOAMA;1° Dose;259
MARAPOAMA;2° Dose;107
MARIÁPOLIS;1° Dose;313
MARIÁPOLIS;2° Dose;98
MARÍLIA;1° Dose;22336
MARÍLIA;2° Dose;10100
MARINÓPOLIS;1° Dose;263
MARINÓPOLIS;2° Dose;95
MARTINÓPOLIS;1° Dose;2206
MARTINÓPOLIS;2° Dose;624
MATÃO;1° Dose;6089
MATÃO;2° Dose;2229
MAUÁ;1° Dose;22470
MAUÁ;2° Dose;8969
MENDONÇA;1° Dose;439
MENDONÇA;2° Dose;235
MERIDIANO;1° Dose;431
MERIDIANO;2° Dose;125
MESÓPOLIS;1° Dose;134
MESÓPOLIS;2° Dose;62
MIGUELÓPOLIS;1° Dose;1774
MIGUELÓPOLIS;2° Dose;527
MINEIROS DO TIETÊ;1° Dose;962
MINEIROS DO TIETÊ;2° Dose;274
MIRA ESTRELA;1° Dose;318
MIRA ESTRELA;2° Dose;95
MIRACATU;1° Dose;1258
MIRACATU;2° Dose;362
MIRANDÓPOLIS;1° Dose;2475
MIRANDÓPOLIS;2° Dose;1006
MIRANTE DO PARANAPANEMA;1° Dose;1579
MIRANTE DO PARANAPANEMA;2° Dose;594
MIRASSOL;1° Dose;4802
MIRASSOL;2° Dose;1566
MIRASSOLÂNDIA;1° Dose;477
MIRASSOLÂNDIA;2° Dose;134
MOCOCA;1° Dose;6663
MOCOCA;2° Dose;2337
MOGI DAS CRUZES;1° Dose;28742
MOGI DAS CRUZES;2° Dose;10165
MOGI GUAÇU;1° Dose;11661
MOGI GUAÇU;2° Dose;3954
MOGI MIRIM;1° Dose;7466
MOGI MIRIM;2° Dose;3138
MOMBUCA;1° Dose;250
MOMBUCA;2° Dose;99
MONÇÕES;1° Dose;317
MONÇÕES;2° Dose;104
MONGAGUÁ;1° Dose;4319
MONGAGUÁ;2° Dose;919
MONTE ALEGRE DO SUL;1° Dose;835
MONTE ALEGRE DO SUL;2° Dose;230
MONTE ALTO;1° Dose;4822
MONTE ALTO;2° Dose;1526
MONTE APRAZÍVEL;1° Dose;2227
MONTE APRAZÍVEL;2° Dose;1031
MONTE AZUL PAULISTA;1° Dose;1614
MONTE AZUL PAULISTA;2° Dose;500
MONTE CASTELO;1° Dose;512
MONTE CASTELO;2° Dose;146
MONTE MOR;1° Dose;3212
MONTE MOR;2° Dose;793
MONTEIRO LOBATO;1° Dose;413
MONTEIRO LOBATO;2° Dose;130
MORRO AGUDO;1° Dose;2121
MORRO AGUDO;2° Dose;851
MORUNGABA;1° Dose;970
MORUNGABA;2° Dose;296
MOTUCA;1° Dose;290
MOTUCA;2° Dose;80
MURUTINGA DO SUL;1° Dose;452
MURUTINGA DO SUL;2° Dose;158
NANTES;1° Dose;209
NANTES;2° Dose;88
NARANDIBA;1° Dose;344
NARANDIBA;2° Dose;129
NATIVIDADE DA SERRA;1° Dose;606
NATIVIDADE DA SERRA;2° Dose;201
NAZARÉ PAULISTA;1° Dose;1462
NAZARÉ PAULISTA;2° Dose;317
NEVES PAULISTA;1° Dose;1234
NEVES PAULISTA;2° Dose;392
NHANDEARA;1° Dose;1441
NHANDEARA;2° Dose;409
NIPOÃ;1° Dose;328
NIPOÃ;2° Dose;71
NOVA ALIANÇA;1° Dose;685
NOVA ALIANÇA;2° Dose;226
NOVA CAMPINA;1° Dose;474
NOVA CAMPINA;2° Dose;148
NOVA CANAÃ PAULISTA;1° Dose;264
NOVA CANAÃ PAULISTA;2° Dose;57
NOVA CASTILHO;1° Dose;110
NOVA CASTILHO;2° Dose;47
NOVA EUROPA;1° Dose;668
NOVA EUROPA;2° Dose;213
NOVA GRANADA;1° Dose;1815
NOVA GRANADA;2° Dose;577
NOVA GUATAPORANGA;1° Dose;256
NOVA GUATAPORANGA;2° Dose;60
NOVA INDEPENDÊNCIA;1° Dose;263
NOVA INDEPENDÊNCIA;2° Dose;85
NOVA LUZITÂNIA;1° Dose;293
NOVA LUZITÂNIA;2° Dose;82
NOVA ODESSA;1° Dose;3169
NOVA ODESSA;2° Dose;1023
NOVAIS;1° Dose;262
NOVAIS;2° Dose;60
NOVO HORIZONTE;1° Dose;3837
NOVO HORIZONTE;2° Dose;1327
NUPORANGA;1° Dose;740
NUPORANGA;2° Dose;276
OCAUÇU;1° Dose;365
OCAUÇU;2° Dose;92
ÓLEO;1° Dose;260
ÓLEO;2° Dose;72
OLÍMPIA;1° Dose;5268
OLÍMPIA;2° Dose;1672
ONDA VERDE;1° Dose;365
