Ds Município;Dose;Contagem de Id Vacinacao
BÁLSAMO;2° Dose;367
BANANAL;1° Dose;1128
BANANAL;2° Dose;339
BARÃO DE ANTONINA;1° Dose;334
BARÃO DE ANTONINA;2° Dose;136
BARBOSA;1° Dose;604
BARBOSA;2° Dose;201
BARIRI;1° Dose;3561
BARIRI;2° Dose;1128
BARRA BONITA;1° Dose;3808
BARRA BONITA;2° Dose;1244
BARRA DO CHAPÉU;1° Dose;325
BARRA DO CHAPÉU;2° Dose;80
BARRA DO TURVO;1° Dose;1097
BARRA DO TURVO;2° Dose;501
BARRETOS;1° Dose;14326
BARRETOS;2° Dose;5805
BARRINHA;1° Dose;1897
BARRINHA;2° Dose;570
BARUERI;1° Dose;19878
BARUERI;2° Dose;7707
BASTOS;1° Dose;1889
BASTOS;2° Dose;588
BATATAIS;1° Dose;3848
BATATAIS;2° Dose;1715
BAURU;1° Dose;43641
BAURU;2° Dose;17311
BEBEDOURO;1° Dose;6549
BEBEDOURO;2° Dose;1796
BENTO DE ABREU;1° Dose;236
BENTO DE ABREU;2° Dose;61
BERNARDINO DE CAMPOS;1° Dose;1529
BERNARDINO DE CAMPOS;2° Dose;406
BERTIOGA;1° Dose;3288
BERTIOGA;2° Dose;1296
BILAC;1° Dose;1006
BILAC;2° Dose;320
BIRIGUI;1° Dose;9251
BIRIGUI;2° Dose;2322
BIRITIBA MIRIM;1° Dose;2080
BIRITIBA MIRIM;2° Dose;493
BOA ESPERANÇA DO SUL;1° Dose;945
BOA ESPERANÇA DO SUL;2° Dose;292
BOCAINA;1° Dose;927
BOCAINA;2° Dose;331
BOFETE;1° Dose;822
BOFETE;2° Dose;202
BOITUVA;1° Dose;3174
BOITUVA;2° Dose;1049
BOM JESUS DOS PERDÕES;1° Dose;1545
BOM JESUS DOS PERDÕES;2° Dose;367
BOM SUCESSO DE ITARARÉ;1° Dose;224
BOM SUCESSO DE ITARARÉ;2° Dose;67
BORÁ;1° Dose;114
BORÁ;2° Dose;40
BORACÉIA;1° Dose;486
BORACÉIA;2° Dose;123
BORBOREMA;1° Dose;1458
BORBOREMA;2° Dose;390
BOREBI;1° Dose;193
BOREBI;2° Dose;51
BOTUCATU;1° Dose;21189
BOTUCATU;2° Dose;6529
BRAGANÇA PAULISTA;1° Dose;15582
BRAGANÇA PAULISTA;2° Dose;5630
BRAÚNA;1° Dose;627
BRAÚNA;2° Dose;248
BREJO ALEGRE;1° Dose;340
BREJO ALEGRE;2° Dose;47
BRODOWSKI;1° Dose;2169
BRODOWSKI;2° Dose;821
BROTAS;1° Dose;1729
BROTAS;2° Dose;576
BURI;1° Dose;1100
BURI;2° Dose;269
BURITAMA;1° Dose;1220
BURITAMA;2° Dose;473
BURITIZAL;1° Dose;511
BURITIZAL;2° Dose;160
CABRÁLIA PAULISTA;1° Dose;410
CABRÁLIA PAULISTA;2° Dose;119
CABREÚVA;1° Dose;1952
CABREÚVA;2° Dose;652
CAÇAPAVA;1° Dose;6263
CAÇAPAVA;2° Dose;2256
CACHOEIRA PAULISTA;1° Dose;2771
CACHOEIRA PAULISTA;2° Dose;795
CACONDE;1° Dose;1857
CACONDE;2° Dose;344
CAFELÂNDIA;1° Dose;1038
CAFELÂNDIA;2° Dose;131
CAIABU;1° Dose;380
CAIABU;2° Dose;112
CAIEIRAS;1° Dose;6658
CAIEIRAS;2° Dose;1962
CAIUÁ;1° Dose;493
CAIUÁ;2° Dose;176
CAJAMAR;1° Dose;3868
CAJAMAR;2° Dose;954
CAJATI;1° Dose;1807
CAJATI;2° Dose;435
CAJOBI;1° Dose;1036
CAJOBI;2° Dose;340
CAJURU;1° Dose;2164
CAJURU;2° Dose;732
CAMPINA DO MONTE ALEGRE;1° Dose;536
CAMPINA DO MONTE ALEGRE;2° Dose;124
CAMPINAS;1° Dose;126633
CAMPINAS;2° Dose;41325
CAMPO LIMPO PAULISTA;1° Dose;4171
CAMPO LIMPO PAULISTA;2° Dose;1412
CAMPOS DO JORDÃO;1° Dose;3632
CAMPOS DO JORDÃO;2° Dose;1357
CAMPOS NOVOS PAULISTA;1° Dose;388
CAMPOS NOVOS PAULISTA;2° Dose;109
CANANÉIA;1° Dose;1062
CANANÉIA;2° Dose;347
CANAS;1° Dose;261
CANAS;2° Dose;97
CÂNDIDO MOTA;1° Dose;2659
CÂNDIDO MOTA;2° Dose;834
CÂNDIDO RODRIGUES;1° Dose;378
CÂNDIDO RODRIGUES;2° Dose;105
CANITAR;1° Dose;275
CANITAR;2° Dose;100
CAPÃO BONITO;1° Dose;3462
CAPÃO BONITO;2° Dose;888
CAPELA DO ALTO;1° Dose;1110
CAPELA DO ALTO;2° Dose;281
CAPIVARI;1° Dose;4021
CAPIVARI;2° Dose;1219
CARAGUATATUBA;1° Dose;9697
CARAGUATATUBA;2° Dose;3258
CARAPICUÍBA;1° Dose;18211
CARAPICUÍBA;2° Dose;5489
CARDOSO;1° Dose;1381
CARDOSO;2° Dose;389
CASA BRANCA;1° Dose;2909
CASA BRANCA;2° Dose;1079
CÁSSIA DOS COQUEIROS;1° Dose;291
CÁSSIA DOS COQUEIROS;2° Dose;94
CASTILHO;1° Dose;1723
CASTILHO;2° Dose;616
CATANDUVA;1° Dose;16015
CATANDUVA;2° Dose;6580
CATIGUÁ;1° Dose;833
CATIGUÁ;2° Dose;138
CEDRAL;1° Dose;1025
CEDRAL;2° Dose;462
CERQUEIRA CÉSAR;1° Dose;1753
CERQUEIRA CÉSAR;2° Dose;543
CERQUILHO;1° Dose;2285
CERQUILHO;2° Dose;579
CESÁRIO LANGE;1° Dose;1267
CESÁRIO LANGE;2° Dose;359
CHARQUEADA;1° Dose;1047
CHARQUEADA;2° Dose;286
CHAVANTES;1° Dose;755
CHAVANTES;2° Dose;236
CLEMENTINA;1° Dose;561
CLEMENTINA;2° Dose;172
COLINA;1° Dose;882
COLINA;2° Dose;368
COLÔMBIA;1° Dose;516
COLÔMBIA;2° Dose;221
CONCHAL;1° Dose;1673
CONCHAL;2° Dose;504
CONCHAS;1° Dose;1621
CONCHAS;2° Dose;456
CORDEIRÓPOLIS;1° Dose;2079
CORDEIRÓPOLIS;2° Dose;413
COROADOS;1° Dose;441
COROADOS;2° Dose;104
CORONEL MACEDO;1° Dose;512
CORONEL MACEDO;2° Dose;134
CORUMBATAÍ;1° Dose;328
CORUMBATAÍ;2° Dose;113
COSMÓPOLIS;1° Dose;3501
COSMÓPOLIS;2° Dose;960
COSMORAMA;1° Dose;903
COSMORAMA;2° Dose;239
COTIA;1° Dose;11038
COTIA;2° Dose;4432
CRAVINHOS;1° Dose;2054
CRAVINHOS;2° Dose;593
CRISTAIS PAULISTA;1° Dose;702
CRISTAIS PAULISTA;2° Dose;221
CRUZÁLIA;1° Dose;224
CRUZÁLIA;2° Dose;52
CRUZEIRO;1° Dose;5826
CRUZEIRO;2° Dose;2134
CUBATÃO;1° Dose;8971
CUBATÃO;2° Dose;2112
CUNHA;1° Dose;1945
CUNHA;2° Dose;484
DESCALVADO;1° Dose;3883
DESCALVADO;2° Dose;1181
DIADEMA;1° Dose;21878
DIADEMA;2° Dose;8732
DIRCE REIS;1° Dose;205
DIRCE REIS;2° Dose;48
DIVINOLÂNDIA;1° Dose;1706
DIVINOLÂNDIA;2° Dose;542
DOBRADA;1° Dose;469
DOBRADA;2° Dose;129
DOIS CÓRREGOS;1° Dose;2249
DOIS CÓRREGOS;2° Dose;794
DOLCINÓPOLIS;1° Dose;278
DOLCINÓPOLIS;2° Dose;75
DOURADO;1° Dose;755
DOURADO;2° Dose;305
DRACENA;1° Dose;6202
DRACENA;2° Dose;2535
DUARTINA;1° Dose;1465
DUARTINA;2° Dose;464
DUMONT;1° Dose;647
DUMONT;2° Dose;202
ECHAPORÃ;1° Dose;641
ECHAPORÃ;2° Dose;235
ELDORADO;1° Dose;2322
ELDORADO;2° Dose;1452
ELIAS FAUSTO;1° Dose;1020
ELIAS FAUSTO;2° Dose;282
ELISIÁRIO;1° Dose;334
ELISIÁRIO;2° Dose;99
EMBAÚBA;1° Dose;267
EMBAÚBA;2° Dose;71
EMBU DAS ARTES;1° Dose;10139
EMBU DAS ARTES;2° Dose;4390
EMBU-GUAÇU;1° Dose;4719
EMBU-GUAÇU;2° Dose;1605
EMILIANÓPOLIS;1° Dose;382
EMILIANÓPOLIS;2° Dose;121
ENGENHEIRO COELHO;1° Dose;1130
ENGENHEIRO COELHO;2° Dose;379
ESPÍRITO SANTO DO PINHAL;1° Dose;4691
ESPÍRITO SANTO DO PINHAL;2° Dose;1612
ESPÍRITO SANTO DO TURVO;1° Dose;279
ESPÍRITO SANTO DO TURVO;2° Dose;91
ESTIVA GERBI;1° Dose;524
ESTIVA GERBI;2° Dose;154
ESTRELA DO NORTE;1° Dose;242
ESTRELA DO NORTE;2° Dose;69
ESTRELA D'OESTE;1° Dose;1044
ESTRELA D'OESTE;2° Dose;349
EUCLIDES DA CUNHA PAULISTA;1° Dose;693
EUCLIDES DA CUNHA PAULISTA;2° Dose;215
FARTURA;1° Dose;1712
FARTURA;2° Dose;525
FERNANDO PRESTES;1° Dose;797
FERNANDO PRESTES;2° Dose;217
FERNANDÓPOLIS;1° Dose;9539
FERNANDÓPOLIS;2° Dose;3364
FERNÃO;1° Dose;222
FERNÃO;2° Dose;58
FERRAZ DE VASCONCELOS;1° Dose;7776
FERRAZ DE VASCONCELOS;2° Dose;3147
FLORA RICA;1° Dose;377
FLORA RICA;2° Dose;97
FLOREAL;1° Dose;474
FLOREAL;2° Dose;112
FLÓRIDA PAULISTA;1° Dose;1218
FLÓRIDA PAULISTA;2° Dose;429
FLORÍNEA;1° Dose;333
FLORÍNEA;2° Dose;114
FRANCA;1° Dose;23486
FRANCA;2° Dose;7031
FRANCISCO MORATO;1° Dose;8185
FRANCISCO MORATO;2° Dose;2695
FRANCO DA ROCHA;1° Dose;10808
FRANCO DA ROCHA;2° Dose;3379
GABRIEL MONTEIRO;1° Dose;269
GABRIEL MONTEIRO;2° Dose;62
GÁLIA;1° Dose;804
GÁLIA;2° Dose;307
GARÇA;1° Dose;4606
GARÇA;2° Dose;1534
GASTÃO VIDIGAL;1° Dose;394
GASTÃO VIDIGAL;2° Dose;110
GAVIÃO PEIXOTO;1° Dose;432
GAVIÃO PEIXOTO;2° Dose;117
GENERAL SALGADO;1° Dose;1372
GENERAL SALGADO;2° Dose;452
GETULINA;1° Dose;906
GETULINA;2° Dose;266
GLICÉRIO;1° Dose;438
GLICÉRIO;2° Dose;144
GUAIÇARA;1° Dose;790
GUAIÇARA;2° Dose;205
GUAIMBÊ;1° Dose;571
GUAIMBÊ;2° Dose;173
GUAÍRA;1° Dose;3297
GUAÍRA;2° Dose;982
GUAPIAÇU;1° Dose;1703
GUAPIAÇU;2° Dose;541
GUAPIARA;1° Dose;1081
GUAPIARA;2° Dose;357
GUARÁ;1° Dose;1859
GUARÁ;2° Dose;633
GUARAÇAÍ;1° Dose;980
GUARAÇAÍ;2° Dose;326
GUARACI;1° Dose;970
GUARACI;2° Dose;298
GUARANI D'OESTE;1° Dose;231
GUARANI D'OESTE;2° Dose;56
GUARANTÃ;1° Dose;550
GUARANTÃ;2° Dose;186
GUARARAPES;1° Dose;3033
GUARARAPES;2° Dose;852
GUARAREMA;1° Dose;2258
GUARAREMA;2° Dose;727
GUARATINGUETÁ;1° Dose;10188
GUARATINGUETÁ;2° Dose;3684
GUAREÍ;1° Dose;877
GUAREÍ;2° Dose;294
GUARIBA;1° Dose;2188
GUARIBA;2° Dose;710
GUARUJÁ;1° Dose;21133
GUARUJÁ;2° Dose;4896
GUARULHOS;1° Dose;68489
GUARULHOS;2° Dose;27364
GUATAPARÁ;1° Dose;573
GUATAPARÁ;2° Dose;143
GUZOLÂNDIA;1° Dose;407
GUZOLÂNDIA;2° Dose;102
HERCULÂNDIA;1° Dose;786
HERCULÂNDIA;2° Dose;210
HOLAMBRA;1° Dose;1017
HOLAMBRA;2° Dose;302
HORTOLÂNDIA;1° Dose;10682
HORTOLÂNDIA;2° Dose;4025
IACANGA;1° Dose;1131
IACANGA;2° Dose;295
IACRI;1° Dose;612
IACRI;2° Dose;194
IARAS;1° Dose;440
IARAS;2° Dose;139
IBATÉ;1° Dose;1974
IBATÉ;2° Dose;564
IBIRÁ;1° Dose;1341
IBIRÁ;2° Dose;410
IBIRAREMA;1° Dose;756
IBIRAREMA;2° Dose;246
IBITINGA;1° Dose;5259
IBITINGA;2° Dose;1800
IBIÚNA;1° Dose;4909
IBIÚNA;2° Dose;1467
ICÉM;1° Dose;740
ICÉM;2° Dose;243
IEPÊ;1° Dose;910
IEPÊ;2° Dose;298
IGARAÇU DO TIETÊ;1° Dose;1204
IGARAÇU DO TIETÊ;2° Dose;308
IGARAPAVA;1° Dose;2284
IGARAPAVA;2° Dose;798
IGARATÁ;1° Dose;919
IGARATÁ;2° Dose;247
IGUAPE;1° Dose;2794
IGUAPE;2° Dose;779
ILHA COMPRIDA;1° Dose;1018
ILHA COMPRIDA;2° Dose;250
ILHA SOLTEIRA;1° Dose;3071
ILHA SOLTEIRA;2° Dose;929
ILHABELA;1° Dose;2378
ILHABELA;2° Dose;944
INDAIATUBA;1° Dose;19870
INDAIATUBA;2° Dose;6183
INDIANA;1° Dose;600
INDIANA;2° Dose;147
INDIAPORÃ;1° Dose;634
INDIAPORÃ;2° Dose;158
INÚBIA PAULISTA;1° Dose;437
INÚBIA PAULISTA;2° Dose;135
IPAUSSU;1° Dose;1183
IPAUSSU;2° Dose;362
IPERÓ;1° Dose;1618
IPERÓ;2° Dose;413
IPEÚNA;1° Dose;433
IPEÚNA;2° Dose;122
IPIGUÁ;1° Dose;553
IPIGUÁ;2° Dose;134
IPORANGA;1° Dose;573
IPORANGA;2° Dose;378
IPUÃ;1° Dose;1089
IPUÃ;2° Dose;347
IRACEMÁPOLIS;1° Dose;1670
IRACEMÁPOLIS;2° Dose;515
IRAPUÃ;1° Dose;696
IRAPUÃ;2° Dose;250
IRAPURU;1° Dose;787
IRAPURU;2° Dose;188
ITABERÁ;1° Dose;1415
ITABERÁ;2° Dose;367
ITAÍ;1° Dose;1753
ITAÍ;2° Dose;510
ITAJOBI;1° Dose;1570
ITAJOBI;2° Dose;524
ITAJU;1° Dose;345
ITAJU;2° Dose;97
ITANHAÉM;1° Dose;8360
ITANHAÉM;2° Dose;3343
ITAOCA;1° Dose;400
ITAOCA;2° Dose;229
ITAPECERICA DA SERRA;1° Dose;8958
ITAPECERICA DA SERRA;2° Dose;3495
ITAPETININGA;1° Dose;14347
ITAPETININGA;2° Dose;4953
ITAPEVA;1° Dose;7505
ITAPEVA;2° Dose;2445
ITAPEVI;1° Dose;8996
ITAPEVI;2° Dose;3149
ITAPIRA;1° Dose;5518
ITAPIRA;2° Dose;2052
ITAPIRAPUÃ PAULISTA;1° Dose;294
ITAPIRAPUÃ PAULISTA;2° Dose;80
ITÁPOLIS;1° Dose;4185
ITÁPOLIS;2° Dose;1361
ITAPORANGA;1° Dose;1385
ITAPORANGA;2° Dose;403
ITAPUÍ;1° Dose;1008
ITAPUÍ;2° Dose;320
ITAPURA;1° Dose;429
ITAPURA;2° Dose;129
ITAQUAQUECETUBA;1° Dose;10081
ITAQUAQUECETUBA;2° Dose;3693
ITARARÉ;1° Dose;3025
ITARARÉ;2° Dose;896
ITARIRI;1° Dose;1203
ITARIRI;2° Dose;364
ITATIBA;1° Dose;8362
ITATIBA;2° Dose;3134
ITATINGA;1° Dose;1352
ITATINGA;2° Dose;341
ITIRAPINA;1° Dose;1173
ITIRAPINA;2° Dose;473
ITIRAPUÃ;1° Dose;600
ITIRAPUÃ;2° Dose;147
ITOBI;1° Dose;763
ITOBI;2° Dose;211
ITU;1° Dose;13345
ITU;2° Dose;4440
ITUPEVA;1° Dose;2393
ITUPEVA;2° Dose;823
ITUVERAVA;1° Dose;3110
ITUVERAVA;2° Dose;1324
JABORANDI;1° Dose;630
JABORANDI;2° Dose;209
JABOTICABAL;1° Dose;7046
JABOTICABAL;2° Dose;2233
JACAREÍ;1° Dose;19919
JACAREÍ;2° Dose;6201
JACI;1° Dose;717
JACI;2° Dose;342
JACUPIRANGA;1° Dose;1271
JACUPIRANGA;2° Dose;349
JAGUARIÚNA;1° Dose;3725
JAGUARIÚNA;2° Dose;871
JALES;1° Dose;6442
JALES;2° Dose;2142
JAMBEIRO;1° Dose;368
JAMBEIRO;2° Dose;159
JANDIRA;1° Dose;4505
JANDIRA;2° Dose;1616
JARDINÓPOLIS;1° Dose;2680
JARDINÓPOLIS;2° Dose;988
JARINU;1° Dose;2050
JARINU;2° Dose;666
JAÚ;1° Dose;13740
JAÚ;2° Dose;5421
JERIQUARA;1° Dose;304
JERIQUARA;2° Dose;86
JOANÓPOLIS;1° Dose;1290
JOANÓPOLIS;2° Dose;398
JOÃO RAMALHO;1° Dose;262
JOÃO RAMALHO;2° Dose;71
JOSÉ BONIFÁCIO;1° Dose;3193
JOSÉ BONIFÁCIO;2° Dose;1235
JÚLIO MESQUITA;1° Dose;304
JÚLIO MESQUITA;2° Dose;76
JUMIRIM;1° Dose;245
JUMIRIM;2° Dose;65
JUNDIAÍ;1° Dose;34135
JUNDIAÍ;2° Dose;11289
JUNQUEIRÓPOLIS;1° Dose;2206
JUNQUEIRÓPOLIS;2° Dose;747
JUQUIÁ;1° Dose;1516
JUQUIÁ;2° Dose;321
JUQUITIBA;1° Dose;2135
JUQUITIBA;2° Dose;741
LAGOINHA;1° Dose;553
LAGOINHA;2° Dose;194
LARANJAL PAULISTA;1° Dose;2568
LARANJAL PAULISTA;2° Dose;841
LAVÍNIA;1° Dose;589
LAVÍNIA;2° Dose;167
LAVRINHAS;1° Dose;383
LAVRINHAS;2° Dose;97
LEME;1° Dose;8333
LEME;2° Dose;2693
LENÇÓIS PAULISTA;1° Dose;4944
LENÇÓIS PAULISTA;2° Dose;1648
LIMEIRA;1° Dose;21023
LIMEIRA;2° Dose;3815
LINDÓIA;1° Dose;706
LINDÓIA;2° Dose;208
LINS;1° Dose;8611
LINS;2° Dose;3273
LORENA;1° Dose;6486
LORENA;2° Dose;2332
LOURDES;1° Dose;300
LOURDES;2° Dose;94
LOUVEIRA;1° Dose;2519
LOUVEIRA;2° Dose;935
LUCÉLIA;1° Dose;1887
LUCÉLIA;2° Dose;689
LUCIANÓPOLIS;1° Dose;278
LUCIANÓPOLIS;2° Dose;61
LUÍS ANTÔNIO;1° Dose;764
LUÍS ANTÔNIO;2° Dose;279
LUIZIÂNIA;1° Dose;452
LUIZIÂNIA;2° Dose;112
LUPÉRCIO;1° Dose;400
LUPÉRCIO;2° Dose;107
LUTÉCIA;1° Dose;324
LUTÉCIA;2° Dose;122
MACATUBA;1° Dose;1421
MACATUBA;2° Dose;487
MACAUBAL;1° Dose;916
MACAUBAL;2° Dose;315
MACEDÔNIA;1° Dose;212
MACEDÔNIA;2° Dose;63
MAGDA;1° Dose;429
MAGDA;2° Dose;118
MAIRINQUE;1° Dose;3217
MAIRINQUE;2° Dose;1002
MAIRIPORÃ;1° Dose;5588
MAIRIPORÃ;2° Dose;1713
MANDURI;1° Dose;911
MANDURI;2° Dose;226
MARABÁ PAULISTA;1° Dose;344
MARABÁ PAULISTA;2° Dose;83
MARACAÍ;1° Dose;1133
MARACAÍ;2° Dose;469
MARAPOAMA;1° Dose;293
MARAPOAMA;2° Dose;109
MARIÁPOLIS;1° Dose;342
MARIÁPOLIS;2° Dose;98
MARÍLIA;1° Dose;23626
MARÍLIA;2° Dose;10206
MARINÓPOLIS;1° Dose;273
MARINÓPOLIS;2° Dose;95
MARTINÓPOLIS;1° Dose;2318
MARTINÓPOLIS;2° Dose;672
MATÃO;1° Dose;6674
MATÃO;2° Dose;2256
MAUÁ;1° Dose;23869
MAUÁ;2° Dose;10393
MENDONÇA;1° Dose;447
MENDONÇA;2° Dose;235
MERIDIANO;1° Dose;440
MERIDIANO;2° Dose;126
MESÓPOLIS;1° Dose;134
MESÓPOLIS;2° Dose;62
MIGUELÓPOLIS;1° Dose;1841
MIGUELÓPOLIS;2° Dose;539
MINEIROS DO TIETÊ;1° Dose;1098
MINEIROS DO TIETÊ;2° Dose;276
MIRA ESTRELA;1° Dose;351
MIRA ESTRELA;2° Dose;96
MIRACATU;1° Dose;1377
MIRACATU;2° Dose;388
MIRANDÓPOLIS;1° Dose;2491
MIRANDÓPOLIS;2° Dose;1009
MIRANTE DO PARANAPANEMA;1° Dose;1661
MIRANTE DO PARANAPANEMA;2° Dose;600
MIRASSOL;1° Dose;5183
MIRASSOL;2° Dose;1583
MIRASSOLÂNDIA;1° Dose;491
MIRASSOLÂNDIA;2° Dose;167
MOCOCA;1° Dose;7138
MOCOCA;2° Dose;2370
MOGI DAS CRUZES;1° Dose;31693
MOGI DAS CRUZES;2° Dose;10283
MOGI GUAÇU;1° Dose;11791
MOGI GUAÇU;2° Dose;4000
MOGI MIRIM;1° Dose;8148
MOGI MIRIM;2° Dose;3302
MOMBUCA;1° Dose;285
MOMBUCA;2° Dose;164
MONÇÕES;1° Dose;317
MONÇÕES;2° Dose;104
MONGAGUÁ;1° Dose;4591
MONGAGUÁ;2° Dose;938
MONTE ALEGRE DO SUL;1° Dose;880
MONTE ALEGRE DO SUL;2° Dose;231
MONTE ALTO;1° Dose;4823
MONTE ALTO;2° Dose;1533
MONTE APRAZÍVEL;1° Dose;2303
MONTE APRAZÍVEL;2° Dose;1031
MONTE AZUL PAULISTA;1° Dose;1759
MONTE AZUL PAULISTA;2° Dose;519
MONTE CASTELO;1° Dose;513
MONTE CASTELO;2° Dose;147
MONTE MOR;1° Dose;3395
MONTE MOR;2° Dose;816
MONTEIRO LOBATO;1° Dose;432
MONTEIRO LOBATO;2° Dose;130
MORRO AGUDO;1° Dose;2184
MORRO AGUDO;2° Dose;861
MORUNGABA;1° Dose;1050
MORUNGABA;2° Dose;301
MOTUCA;1° Dose;329
MOTUCA;2° Dose;80
MURUTINGA DO SUL;1° Dose;498
MURUTINGA DO SUL;2° Dose;162
NANTES;1° Dose;210
NANTES;2° Dose;95
NARANDIBA;1° Dose;402
NARANDIBA;2° Dose;131
NATIVIDADE DA SERRA;1° Dose;626
NATIVIDADE DA SERRA;2° Dose;246
NAZARÉ PAULISTA;1° Dose;1467
NAZARÉ PAULISTA;2° Dose;335
NEVES PAULISTA;1° Dose;1245
NEVES PAULISTA;2° Dose;398
NHANDEARA;1° Dose;1441
NHANDEARA;2° Dose;409
NIPOÃ;1° Dose;343
NIPOÃ;2° Dose;73
NOVA ALIANÇA;1° Dose;715
NOVA ALIANÇA;2° Dose;226
NOVA CAMPINA;1° Dose;474
NOVA CAMPINA;2° Dose;148
NOVA CANAÃ PAULISTA;1° Dose;264
NOVA CANAÃ PAULISTA;2° Dose;57
NOVA CASTILHO;1° Dose;130
NOVA CASTILHO;2° Dose;47
NOVA EUROPA;1° Dose;722
NOVA EUROPA;2° Dose;214
NOVA GRANADA;1° Dose;1866
NOVA GRANADA;2° Dose;658
NOVA GUATAPORANGA;1° Dose;276
NOVA GUATAPORANGA;2° Dose;60
NOVA INDEPENDÊNCIA;1° Dose;288
NOVA INDEPENDÊNCIA;2° Dose;89
NOVA LUZITÂNIA;1° Dose;325
NOVA LUZITÂNIA;2° Dose;82
NOVA ODESSA;1° Dose;3527
NOVA ODESSA;2° Dose;1027
NOVAIS;1° Dose;262
NOVAIS;2° Dose;60
NOVO HORIZONTE;1° Dose;3928
NOVO HORIZONTE;2° Dose;1542
NUPORANGA;1° Dose;767
NUPORANGA;2° Dose;277
OCAUÇU;1° Dose;416
OCAUÇU;2° Dose;94
ÓLEO;1° Dose;266
ÓLEO;2° Dose;74
OLÍMPIA;1° Dose;5429
OLÍMPIA;2° Dose;1699
