Ds Municipio Maiusc;Dose;Contagem de Id Vacinacao
ANHUMAS;2° Dose;99
APARECIDA;1° Dose;1580
APARECIDA;2° Dose;510
APARECIDA D'OESTE;1° Dose;337
APARECIDA D'OESTE;2° Dose;172
APIAÍ;1° Dose;940
APIAÍ;2° Dose;317
ARAÇARIGUAMA;1° Dose;644
ARAÇARIGUAMA;2° Dose;192
ARAÇATUBA;1° Dose;13006
ARAÇATUBA;2° Dose;5794
ARAÇOIABA DA SERRA;1° Dose;1133
ARAÇOIABA DA SERRA;2° Dose;315
ARAMINA;1° Dose;235
ARAMINA;2° Dose;90
ARANDU;1° Dose;344
ARANDU;2° Dose;58
ARAPEÍ;1° Dose;134
ARAPEÍ;2° Dose;42
ARARAQUARA;1° Dose;17106
ARARAQUARA;2° Dose;5008
ARARAS;1° Dose;7944
ARARAS;2° Dose;2983
ARCO-ÍRIS;1° Dose;296
ARCO-ÍRIS;2° Dose;192
AREALVA;1° Dose;551
AREALVA;2° Dose;103
AREIAS;1° Dose;166
AREIAS;2° Dose;51
AREIÓPOLIS;1° Dose;301
AREIÓPOLIS;2° Dose;97
ARIRANHA;1° Dose;588
ARIRANHA;2° Dose;259
ARTUR NOGUEIRA;1° Dose;2290
ARTUR NOGUEIRA;2° Dose;759
ARUJÁ;1° Dose;2697
ARUJÁ;2° Dose;767
ASPÁSIA;1° Dose;124
ASPÁSIA;2° Dose;51
ASSIS;1° Dose;7078
ASSIS;2° Dose;3378
ATIBAIA;1° Dose;9129
ATIBAIA;2° Dose;3780
AURIFLAMA;1° Dose;888
AURIFLAMA;2° Dose;225
AVAÍ;1° Dose;638
AVAÍ;2° Dose;453
AVANHANDAVA;1° Dose;445
AVANHANDAVA;2° Dose;179
AVARÉ;1° Dose;6056
AVARÉ;2° Dose;2435
BADY BASSITT;1° Dose;1051
BADY BASSITT;2° Dose;403
BALBINOS;1° Dose;167
BALBINOS;2° Dose;53
BÁLSAMO;1° Dose;649
BÁLSAMO;2° Dose;233
BANANAL;1° Dose;712
BANANAL;2° Dose;237
BARÃO DE ANTONINA;1° Dose;244
BARÃO DE ANTONINA;2° Dose;123
BARBOSA;1° Dose;353
BARBOSA;2° Dose;150
BARIRI;1° Dose;2387
BARIRI;2° Dose;664
BARRA BONITA;1° Dose;2430
BARRA BONITA;2° Dose;896
BARRA DO CHAPÉU;1° Dose;194
BARRA DO CHAPÉU;2° Dose;44
BARRA DO TURVO;1° Dose;602
BARRA DO TURVO;2° Dose;268
BARRETOS;1° Dose;9985
BARRETOS;2° Dose;4267
BARRINHA;1° Dose;1133
BARRINHA;2° Dose;400
BARUERI;1° Dose;13348
BARUERI;2° Dose;5654
BASTOS;1° Dose;1037
BASTOS;2° Dose;335
BATATAIS;1° Dose;3042
BATATAIS;2° Dose;657
BAURU;1° Dose;31901
BAURU;2° Dose;12398
BEBEDOURO;1° Dose;4358
BEBEDOURO;2° Dose;817
BENTO DE ABREU;1° Dose;150
BENTO DE ABREU;2° Dose;37
BERNARDINO DE CAMPOS;1° Dose;756
BERNARDINO DE CAMPOS;2° Dose;243
BERTIOGA;1° Dose;2330
BERTIOGA;2° Dose;898
BILAC;1° Dose;615
BILAC;2° Dose;176
BIRIGUI;1° Dose;4823
BIRIGUI;2° Dose;1098
BIRITIBA MIRIM;1° Dose;1067
BIRITIBA MIRIM;2° Dose;301
BOA ESPERANÇA DO SUL;1° Dose;621
BOA ESPERANÇA DO SUL;2° Dose;208
BOCAINA;1° Dose;582
BOCAINA;2° Dose;154
BOFETE;1° Dose;458
BOFETE;2° Dose;125
BOITUVA;1° Dose;1922
BOITUVA;2° Dose;678
BOM JESUS DOS PERDÕES;1° Dose;953
BOM JESUS DOS PERDÕES;2° Dose;196
BOM SUCESSO DE ITARARÉ;1° Dose;126
BOM SUCESSO DE ITARARÉ;2° Dose;49
BORÁ;1° Dose;75
BORÁ;2° Dose;37
BORACÉIA;1° Dose;240
BORACÉIA;2° Dose;55
BORBOREMA;1° Dose;928
BORBOREMA;2° Dose;245
BOREBI;1° Dose;118
BOREBI;2° Dose;39
BOTUCATU;1° Dose;13897
BOTUCATU;2° Dose;4995
BRAGANÇA PAULISTA;1° Dose;9430
BRAGANÇA PAULISTA;2° Dose;2882
BRAÚNA;1° Dose;368
BRAÚNA;2° Dose;175
BREJO ALEGRE;1° Dose;158
BREJO ALEGRE;2° Dose;46
BRODOWSKI;1° Dose;1207
BRODOWSKI;2° Dose;342
BROTAS;1° Dose;1121
BROTAS;2° Dose;400
BURI;1° Dose;523
BURI;2° Dose;139
BURITAMA;1° Dose;890
BURITAMA;2° Dose;335
BURITIZAL;1° Dose;301
BURITIZAL;2° Dose;123
CABRÁLIA PAULISTA;1° Dose;252
CABRÁLIA PAULISTA;2° Dose;78
CABREÚVA;1° Dose;1478
CABREÚVA;2° Dose;319
CAÇAPAVA;1° Dose;3569
CAÇAPAVA;2° Dose;1398
CACHOEIRA PAULISTA;1° Dose;1741
CACHOEIRA PAULISTA;2° Dose;604
CACONDE;1° Dose;763
CACONDE;2° Dose;215
CAFELÂNDIA;1° Dose;766
CAFELÂNDIA;2° Dose;116
CAIABU;1° Dose;226
CAIABU;2° Dose;60
CAIEIRAS;1° Dose;3783
CAIEIRAS;2° Dose;1477
CAIUÁ;1° Dose;314
CAIUÁ;2° Dose;107
CAJAMAR;1° Dose;2241
CAJAMAR;2° Dose;545
CAJATI;1° Dose;1014
CAJATI;2° Dose;220
CAJOBI;1° Dose;618
CAJOBI;2° Dose;242
CAJURU;1° Dose;1541
CAJURU;2° Dose;279
CAMPINA DO MONTE ALEGRE;1° Dose;258
CAMPINA DO MONTE ALEGRE;2° Dose;50
CAMPINAS;1° Dose;77499
CAMPINAS;2° Dose;32965
CAMPO LIMPO PAULISTA;1° Dose;2295
CAMPO LIMPO PAULISTA;2° Dose;1054
CAMPOS DO JORDÃO;1° Dose;2218
CAMPOS DO JORDÃO;2° Dose;918
CAMPOS NOVOS PAULISTA;1° Dose;233
CAMPOS NOVOS PAULISTA;2° Dose;82
CANANÉIA;1° Dose;600
CANANÉIA;2° Dose;232
CANAS;1° Dose;160
CANAS;2° Dose;51
CÂNDIDO MOTA;1° Dose;1418
CÂNDIDO MOTA;2° Dose;475
CÂNDIDO RODRIGUES;1° Dose;207
CÂNDIDO RODRIGUES;2° Dose;74
CANITAR;1° Dose;166
CANITAR;2° Dose;62
CAPÃO BONITO;1° Dose;2003
CAPÃO BONITO;2° Dose;634
CAPELA DO ALTO;1° Dose;458
CAPELA DO ALTO;2° Dose;214
CAPIVARI;1° Dose;2498
CAPIVARI;2° Dose;703
CARAGUATATUBA;1° Dose;6042
CARAGUATATUBA;2° Dose;1363
CARAPICUÍBA;1° Dose;11119
CARAPICUÍBA;2° Dose;2105
CARDOSO;1° Dose;626
CARDOSO;2° Dose;166
CASA BRANCA;1° Dose;1965
CASA BRANCA;2° Dose;768
CÁSSIA DOS COQUEIROS;1° Dose;208
CÁSSIA DOS COQUEIROS;2° Dose;40
CASTILHO;1° Dose;1085
CASTILHO;2° Dose;430
CATANDUVA;1° Dose;10987
CATANDUVA;2° Dose;4969
CATIGUÁ;1° Dose;427
CATIGUÁ;2° Dose;43
CEDRAL;1° Dose;793
CEDRAL;2° Dose;398
CERQUEIRA CÉSAR;1° Dose;1012
CERQUEIRA CÉSAR;2° Dose;383
CERQUILHO;1° Dose;1498
CERQUILHO;2° Dose;379
CESÁRIO LANGE;1° Dose;676
CESÁRIO LANGE;2° Dose;267
CHARQUEADA;1° Dose;629
CHARQUEADA;2° Dose;166
CHAVANTES;1° Dose;360
CHAVANTES;2° Dose;173
CLEMENTINA;1° Dose;298
CLEMENTINA;2° Dose;114
COLINA;1° Dose;755
COLINA;2° Dose;223
COLÔMBIA;1° Dose;362
COLÔMBIA;2° Dose;110
CONCHAL;1° Dose;1072
CONCHAL;2° Dose;252
CONCHAS;1° Dose;1010
CONCHAS;2° Dose;205
CORDEIRÓPOLIS;1° Dose;1079
CORDEIRÓPOLIS;2° Dose;114
COROADOS;1° Dose;264
COROADOS;2° Dose;80
CORONEL MACEDO;1° Dose;260
CORONEL MACEDO;2° Dose;121
CORUMBATAÍ;1° Dose;216
CORUMBATAÍ;2° Dose;76
COSMÓPOLIS;1° Dose;2153
COSMÓPOLIS;2° Dose;578
COSMORAMA;1° Dose;479
COSMORAMA;2° Dose;154
COTIA;1° Dose;7536
COTIA;2° Dose;2575
CRAVINHOS;1° Dose;1198
CRAVINHOS;2° Dose;458
CRISTAIS PAULISTA;1° Dose;387
CRISTAIS PAULISTA;2° Dose;129
CRUZÁLIA;1° Dose;130
CRUZÁLIA;2° Dose;43
CRUZEIRO;1° Dose;3808
CRUZEIRO;2° Dose;1361
CUBATÃO;1° Dose;5275
CUBATÃO;2° Dose;1212
CUNHA;1° Dose;1119
CUNHA;2° Dose;255
DESCALVADO;1° Dose;2547
DESCALVADO;2° Dose;855
DIADEMA;1° Dose;14529
DIADEMA;2° Dose;3860
DIRCE REIS;1° Dose;122
DIRCE REIS;2° Dose;35
DIVINOLÂNDIA;1° Dose;1017
DIVINOLÂNDIA;2° Dose;401
DOBRADA;1° Dose;297
DOBRADA;2° Dose;68
DOIS CÓRREGOS;1° Dose;1286
DOIS CÓRREGOS;2° Dose;525
DOLCINÓPOLIS;1° Dose;144
DOLCINÓPOLIS;2° Dose;35
DOURADO;1° Dose;527
DOURADO;2° Dose;175
DRACENA;1° Dose;4444
DRACENA;2° Dose;1760
DUARTINA;1° Dose;995
DUARTINA;2° Dose;337
DUMONT;1° Dose;392
DUMONT;2° Dose;116
ECHAPORÃ;1° Dose;386
ECHAPORÃ;2° Dose;156
ELDORADO;1° Dose;1718
ELDORADO;2° Dose;1065
ELIAS FAUSTO;1° Dose;563
ELIAS FAUSTO;2° Dose;210
ELISIÁRIO;1° Dose;211
ELISIÁRIO;2° Dose;63
EMBAÚBA;1° Dose;138
EMBAÚBA;2° Dose;49
EMBU DAS ARTES;1° Dose;7977
EMBU DAS ARTES;2° Dose;1783
EMBU-GUAÇU;1° Dose;3086
EMBU-GUAÇU;2° Dose;595
EMILIANÓPOLIS;1° Dose;207
EMILIANÓPOLIS;2° Dose;75
ENGENHEIRO COELHO;1° Dose;614
ENGENHEIRO COELHO;2° Dose;244
ESPÍRITO SANTO DO PINHAL;1° Dose;3128
ESPÍRITO SANTO DO PINHAL;2° Dose;1235
ESPÍRITO SANTO DO TURVO;1° Dose;150
ESPÍRITO SANTO DO TURVO;2° Dose;62
ESTIVA GERBI;1° Dose;305
ESTIVA GERBI;2° Dose;56
ESTRELA DO NORTE;1° Dose;151
ESTRELA DO NORTE;2° Dose;52
ESTRELA D'OESTE;1° Dose;664
ESTRELA D'OESTE;2° Dose;227
EUCLIDES DA CUNHA PAULISTA;1° Dose;436
EUCLIDES DA CUNHA PAULISTA;2° Dose;124
FARTURA;1° Dose;918
FARTURA;2° Dose;324
FERNANDO PRESTES;1° Dose;424
FERNANDO PRESTES;2° Dose;136
FERNANDÓPOLIS;1° Dose;6423
FERNANDÓPOLIS;2° Dose;1817
FERNÃO;1° Dose;151
FERNÃO;2° Dose;51
FERRAZ DE VASCONCELOS;1° Dose;5576
FERRAZ DE VASCONCELOS;2° Dose;2861
FLORA RICA;1° Dose;231
FLORA RICA;2° Dose;69
FLOREAL;1° Dose;198
FLOREAL;2° Dose;89
FLÓRIDA PAULISTA;1° Dose;716
FLÓRIDA PAULISTA;2° Dose;228
FLORÍNEA;1° Dose;191
FLORÍNEA;2° Dose;89
FRANCA;1° Dose;13407
FRANCA;2° Dose;5100
FRANCISCO MORATO;1° Dose;4494
FRANCISCO MORATO;2° Dose;1708
FRANCO DA ROCHA;1° Dose;6619
FRANCO DA ROCHA;2° Dose;2985
GABRIEL MONTEIRO;1° Dose;147
GABRIEL MONTEIRO;2° Dose;32
GÁLIA;1° Dose;432
GÁLIA;2° Dose;191
GARÇA;1° Dose;2678
GARÇA;2° Dose;1202
GASTÃO VIDIGAL;1° Dose;201
GASTÃO VIDIGAL;2° Dose;81
GAVIÃO PEIXOTO;1° Dose;260
GAVIÃO PEIXOTO;2° Dose;99
GENERAL SALGADO;1° Dose;870
GENERAL SALGADO;2° Dose;373
GETULINA;1° Dose;453
GETULINA;2° Dose;128
GLICÉRIO;1° Dose;184
GLICÉRIO;2° Dose;80
GUAIÇARA;1° Dose;516
GUAIÇARA;2° Dose;130
GUAIMBÊ;1° Dose;387
GUAIMBÊ;2° Dose;139
GUAÍRA;1° Dose;1859
GUAÍRA;2° Dose;688
GUAPIAÇU;1° Dose;854
GUAPIAÇU;2° Dose;279
GUAPIARA;1° Dose;696
GUAPIARA;2° Dose;123
GUARÁ;1° Dose;1126
GUARÁ;2° Dose;484
GUARAÇAÍ;1° Dose;620
GUARAÇAÍ;2° Dose;204
GUARACI;1° Dose;685
GUARACI;2° Dose;232
GUARANI D'OESTE;1° Dose;115
GUARANI D'OESTE;2° Dose;49
GUARANTÃ;1° Dose;345
GUARANTÃ;2° Dose;79
GUARARAPES;1° Dose;1814
GUARARAPES;2° Dose;525
GUARAREMA;1° Dose;1441
GUARAREMA;2° Dose;534
GUARATINGUETÁ;1° Dose;6828
GUARATINGUETÁ;2° Dose;1384
GUAREÍ;1° Dose;561
GUAREÍ;2° Dose;229
GUARIBA;1° Dose;1222
GUARIBA;2° Dose;525
GUARUJÁ;1° Dose;12464
GUARUJÁ;2° Dose;2828
GUARULHOS;1° Dose;47135
GUARULHOS;2° Dose;20747
GUATAPARÁ;1° Dose;339
GUATAPARÁ;2° Dose;96
GUZOLÂNDIA;1° Dose;231
GUZOLÂNDIA;2° Dose;66
HERCULÂNDIA;1° Dose;443
HERCULÂNDIA;2° Dose;137
HOLAMBRA;1° Dose;519
HOLAMBRA;2° Dose;258
HORTOLÂNDIA;1° Dose;7094
HORTOLÂNDIA;2° Dose;2049
IACANGA;1° Dose;615
IACANGA;2° Dose;237
IACRI;1° Dose;349
IACRI;2° Dose;130
IARAS;1° Dose;271
IARAS;2° Dose;105
IBATÉ;1° Dose;1308
IBATÉ;2° Dose;336
IBIRÁ;1° Dose;553
IBIRÁ;2° Dose;233
IBIRAREMA;1° Dose;440
IBIRAREMA;2° Dose;138
IBITINGA;1° Dose;3181
IBITINGA;2° Dose;1291
IBIÚNA;1° Dose;2423
IBIÚNA;2° Dose;1181
ICÉM;1° Dose;396
ICÉM;2° Dose;178
IEPÊ;1° Dose;635
IEPÊ;2° Dose;213
IGARAÇU DO TIETÊ;1° Dose;839
IGARAÇU DO TIETÊ;2° Dose;191
IGARAPAVA;1° Dose;1428
IGARAPAVA;2° Dose;545
IGARATÁ;1° Dose;495
IGARATÁ;2° Dose;121
IGUAPE;1° Dose;1334
IGUAPE;2° Dose;487
ILHA COMPRIDA;1° Dose;479
ILHA COMPRIDA;2° Dose;160
ILHA SOLTEIRA;1° Dose;1648
ILHA SOLTEIRA;2° Dose;582
ILHABELA;1° Dose;1595
ILHABELA;2° Dose;531
INDAIATUBA;1° Dose;9863
INDAIATUBA;2° Dose;4642
INDIANA;1° Dose;252
INDIANA;2° Dose;146
INDIAPORÃ;1° Dose;294
INDIAPORÃ;2° Dose;126
INÚBIA PAULISTA;1° Dose;255
INÚBIA PAULISTA;2° Dose;119
IPAUSSU;1° Dose;746
IPAUSSU;2° Dose;255
IPERÓ;1° Dose;824
IPERÓ;2° Dose;265
IPEÚNA;1° Dose;244
IPEÚNA;2° Dose;97
IPIGUÁ;1° Dose;257
IPIGUÁ;2° Dose;85
IPORANGA;1° Dose;459
IPORANGA;2° Dose;220
IPUÃ;1° Dose;679
IPUÃ;2° Dose;188
IRACEMÁPOLIS;1° Dose;927
IRACEMÁPOLIS;2° Dose;429
IRAPUÃ;1° Dose;406
IRAPUÃ;2° Dose;143
IRAPURU;1° Dose;400
IRAPURU;2° Dose;154
ITABERÁ;1° Dose;847
ITABERÁ;2° Dose;173
ITAÍ;1° Dose;1094
ITAÍ;2° Dose;373
ITAJOBI;1° Dose;1018
ITAJOBI;2° Dose;235
ITAJU;1° Dose;192
ITAJU;2° Dose;65
ITANHAÉM;1° Dose;5217
ITANHAÉM;2° Dose;1443
ITAOCA;1° Dose;269
ITAOCA;2° Dose;63
ITAPECERICA DA SERRA;1° Dose;5577
ITAPECERICA DA SERRA;2° Dose;2217
ITAPETININGA;1° Dose;9341
ITAPETININGA;2° Dose;4007
ITAPEVA;1° Dose;4705
ITAPEVA;2° Dose;1685
ITAPEVI;1° Dose;5758
ITAPEVI;2° Dose;1977
ITAPIRA;1° Dose;3972
ITAPIRA;2° Dose;1271
ITAPIRAPUÃ PAULISTA;1° Dose;149
ITAPIRAPUÃ PAULISTA;2° Dose;47
ITÁPOLIS;1° Dose;2777
ITÁPOLIS;2° Dose;762
ITAPORANGA;1° Dose;735
ITAPORANGA;2° Dose;226
ITAPUÍ;1° Dose;710
ITAPUÍ;2° Dose;251
ITAPURA;1° Dose;249
ITAPURA;2° Dose;80
ITAQUAQUECETUBA;1° Dose;5780
ITAQUAQUECETUBA;2° Dose;1883
ITARARÉ;1° Dose;1876
ITARARÉ;2° Dose;324
ITARIRI;1° Dose;651
ITARIRI;2° Dose;204
ITATIBA;1° Dose;5562
ITATIBA;2° Dose;2070
ITATINGA;1° Dose;823
ITATINGA;2° Dose;197
ITIRAPINA;1° Dose;806
ITIRAPINA;2° Dose;302
ITIRAPUÃ;1° Dose;298
ITIRAPUÃ;2° Dose;76
ITOBI;1° Dose;368
ITOBI;2° Dose;157
ITU;1° Dose;7570
ITU;2° Dose;3274
ITUPEVA;1° Dose;1479
ITUPEVA;2° Dose;463
ITUVERAVA;1° Dose;1953
ITUVERAVA;2° Dose;840
JABORANDI;1° Dose;416
JABORANDI;2° Dose;124
JABOTICABAL;1° Dose;4478
JABOTICABAL;2° Dose;1266
JACAREÍ;1° Dose;11681
JACAREÍ;2° Dose;5177
JACI;1° Dose;565
JACI;2° Dose;241
JACUPIRANGA;1° Dose;653
JACUPIRANGA;2° Dose;162
JAGUARIÚNA;1° Dose;1931
JAGUARIÚNA;2° Dose;271
JALES;1° Dose;3997
JALES;2° Dose;1605
JAMBEIRO;1° Dose;213
JAMBEIRO;2° Dose;72
JANDIRA;1° Dose;2476
JANDIRA;2° Dose;925
JARDINÓPOLIS;1° Dose;1580
JARDINÓPOLIS;2° Dose;683
JARINU;1° Dose;1154
JARINU;2° Dose;428
JAÚ;1° Dose;10661
JAÚ;2° Dose;2861
JERIQUARA;1° Dose;174
JERIQUARA;2° Dose;85
JOANÓPOLIS;1° Dose;787
JOANÓPOLIS;2° Dose;254
JOÃO RAMALHO;1° Dose;186
JOÃO RAMALHO;2° Dose;67
JOSÉ BONIFÁCIO;1° Dose;2148
JOSÉ BONIFÁCIO;2° Dose;813
JÚLIO MESQUITA;1° Dose;126
JÚLIO MESQUITA;2° Dose;34
JUMIRIM;1° Dose;131
JUMIRIM;2° Dose;23
JUNDIAÍ;1° Dose;19974
JUNDIAÍ;2° Dose;6630
JUNQUEIRÓPOLIS;1° Dose;1310
JUNQUEIRÓPOLIS;2° Dose;507
JUQUIÁ;1° Dose;766
JUQUIÁ;2° Dose;189
JUQUITIBA;1° Dose;1384
JUQUITIBA;2° Dose;397
LAGOINHA;1° Dose;342
LAGOINHA;2° Dose;119
LARANJAL PAULISTA;1° Dose;1622
LARANJAL PAULISTA;2° Dose;444
LAVÍNIA;1° Dose;295
LAVÍNIA;2° Dose;112
LAVRINHAS;1° Dose;212
LAVRINHAS;2° Dose;57
LEME;1° Dose;5186
LEME;2° Dose;2374
LENÇÓIS PAULISTA;1° Dose;3367
LENÇÓIS PAULISTA;2° Dose;1220
LIMEIRA;1° Dose;10825
LIMEIRA;2° Dose;736
LINDÓIA;1° Dose;454
LINDÓIA;2° Dose;170
LINS;1° Dose;6154
LINS;2° Dose;2528
LORENA;1° Dose;4851
LORENA;2° Dose;1745
LOURDES;1° Dose;164
LOURDES;2° Dose;74
LOUVEIRA;1° Dose;1521
LOUVEIRA;2° Dose;653
LUCÉLIA;1° Dose;1254
LUCÉLIA;2° Dose;454
LUCIANÓPOLIS;1° Dose;141
LUCIANÓPOLIS;2° Dose;49
LUÍS ANTÔNIO;1° Dose;475
LUÍS ANTÔNIO;2° Dose;205
LUIZIÂNIA;1° Dose;265
LUIZIÂNIA;2° Dose;66
LUPÉRCIO;1° Dose;210
LUPÉRCIO;2° Dose;104
LUTÉCIA;1° Dose;201
LUTÉCIA;2° Dose;87
MACATUBA;1° Dose;970
MACATUBA;2° Dose;364
MACAUBAL;1° Dose;577
MACAUBAL;2° Dose;201
MACEDÔNIA;1° Dose;174
MACEDÔNIA;2° Dose;59
MAGDA;1° Dose;247
MAGDA;2° Dose;87
MAIRINQUE;1° Dose;1917
MAIRINQUE;2° Dose;628
MAIRIPORÃ;1° Dose;3179
MAIRIPORÃ;2° Dose;1198
MANDURI;1° Dose;513
MANDURI;2° Dose;144
MARABÁ PAULISTA;1° Dose;191
MARABÁ PAULISTA;2° Dose;77
MARACAÍ;1° Dose;591
MARACAÍ;2° Dose;202
MARAPOAMA;1° Dose;222
MARAPOAMA;2° Dose;92
MARIÁPOLIS;1° Dose;161
MARIÁPOLIS;2° Dose;84
MARÍLIA;1° Dose;16902
MARÍLIA;2° Dose;6942
MARINÓPOLIS;1° Dose;154
MARINÓPOLIS;2° Dose;66
MARTINÓPOLIS;1° Dose;1420
MARTINÓPOLIS;2° Dose;443
MATÃO;1° Dose;3759
MATÃO;2° Dose;1383
MAUÁ;1° Dose;16962
MAUÁ;2° Dose;4498
MENDONÇA;1° Dose;315
MENDONÇA;2° Dose;131
MERIDIANO;1° Dose;273
MERIDIANO;2° Dose;87
MESÓPOLIS;1° Dose;126
MESÓPOLIS;2° Dose;40
MIGUELÓPOLIS;1° Dose;1296
MIGUELÓPOLIS;2° Dose;400
MINEIROS DO TIETÊ;1° Dose;579
MINEIROS DO TIETÊ;2° Dose;224
MIRA ESTRELA;1° Dose;218
MIRA ESTRELA;2° Dose;43
MIRACATU;1° Dose;860
MIRACATU;2° Dose;321
MIRANDÓPOLIS;1° Dose;2039
MIRANDÓPOLIS;2° Dose;695
MIRANTE DO PARANAPANEMA;1° Dose;979
MIRANTE DO PARANAPANEMA;2° Dose;264
MIRASSOL;1° Dose;3450
MIRASSOL;2° Dose;1108
MIRASSOLÂNDIA;1° Dose;309
MIRASSOLÂNDIA;2° Dose;103
MOCOCA;1° Dose;4766
MOCOCA;2° Dose;1559
MOGI DAS CRUZES;1° Dose;20805
MOGI DAS CRUZES;2° Dose;8524
MOGI GUAÇU;1° Dose;7279
MOGI GUAÇU;2° Dose;2249
MOGI MIRIM;1° Dose;5955
MOGI MIRIM;2° Dose;2293
MOMBUCA;1° Dose;189
MOMBUCA;2° Dose;87
MONÇÕES;1° Dose;205
MONÇÕES;2° Dose;66
MONGAGUÁ;1° Dose;2000
MONGAGUÁ;2° Dose;270
MONTE ALEGRE DO SUL;1° Dose;454
MONTE ALEGRE DO SUL;2° Dose;150
MONTE ALTO;1° Dose;3023
MONTE ALTO;2° Dose;1007
MONTE APRAZÍVEL;1° Dose;1488
MONTE APRAZÍVEL;2° Dose;575
MONTE AZUL PAULISTA;1° Dose;1116
MONTE AZUL PAULISTA;2° Dose;299
MONTE CASTELO;1° Dose;303
MONTE CASTELO;2° Dose;96
MONTE MOR;1° Dose;1928
MONTE MOR;2° Dose;466
MONTEIRO LOBATO;1° Dose;206
MONTEIRO LOBATO;2° Dose;61
MORRO AGUDO;1° Dose;1512
MORRO AGUDO;2° Dose;453
MORUNGABA;1° Dose;625
MORUNGABA;2° Dose;183
MOTUCA;1° Dose;200
MOTUCA;2° Dose;58
MURUTINGA DO SUL;1° Dose;300
MURUTINGA DO SUL;2° Dose;64
NANTES;1° Dose;142
NANTES;2° Dose;50
NARANDIBA;1° Dose;260
NARANDIBA;2° Dose;93
NATIVIDADE DA SERRA;1° Dose;382
NATIVIDADE DA SERRA;2° Dose;100
NAZARÉ PAULISTA;1° Dose;740
NAZARÉ PAULISTA;2° Dose;203
NEVES PAULISTA;1° Dose;843
NEVES PAULISTA;2° Dose;335
NHANDEARA;1° Dose;831
NHANDEARA;2° Dose;274
NIPOÃ;1° Dose;197
NIPOÃ;2° Dose;47
NOVA ALIANÇA;1° Dose;472
NOVA ALIANÇA;2° Dose;150
NOVA CAMPINA;1° Dose;277
NOVA CAMPINA;2° Dose;105
NOVA CANAÃ PAULISTA;1° Dose;141
NOVA CANAÃ PAULISTA;2° Dose;52
NOVA CASTILHO;1° Dose;79
NOVA CASTILHO;2° Dose;24
NOVA EUROPA;1° Dose;412
NOVA EUROPA;2° Dose;160
NOVA GRANADA;1° Dose;1126
NOVA GRANADA;2° Dose;392
NOVA GUATAPORANGA;1° Dose;171
NOVA GUATAPORANGA;2° Dose;32
NOVA INDEPENDÊNCIA;1° Dose;202
NOVA INDEPENDÊNCIA;2° Dose;56
NOVA LUZITÂNIA;1° Dose;167
NOVA LUZITÂNIA;2° Dose;53
NOVA ODESSA;1° Dose;1758
NOVA ODESSA;2° Dose;392
NOVAIS;1° Dose;198
NOVAIS;2° Dose;57
NOVO HORIZONTE;1° Dose;2605
NOVO HORIZONTE;2° Dose;1065
NUPORANGA;1° Dose;497
NUPORANGA;2° Dose;118
OCAUÇU;1° Dose;218
OCAUÇU;2° Dose;89
ÓLEO;1° Dose;162
ÓLEO;2° Dose;62
OLÍMPIA;1° Dose;3110
OLÍMPIA;2° Dose;921
ONDA VERDE;1° Dose;290
ONDA VERDE;2° Dose;55
ORIENTE;1° Dose;312
ORIENTE;2° Dose;74
